signal_date,main_strategy_target,expanded_strategy_target,state,expanded_target_is_new_etf,combined_target_count
2026-05-12,515050.SH,515050.SH,same_etf,False,1
2026-05-13,515050.SH,515050.SH,same_etf,False,1
2026-05-14,515050.SH,515050.SH,same_etf,False,1
2026-05-15,515050.SH,515050.SH,same_etf,False,1
2026-05-18,515050.SH,515050.SH,same_etf,False,1
2026-05-19,515050.SH,515050.SH,same_etf,False,1
2026-05-20,515050.SH,515050.SH,same_etf,False,1
2026-05-21,515050.SH,515050.SH,same_etf,False,1
2026-05-22,515050.SH,515050.SH,same_etf,False,1
2026-05-25,515050.SH,515050.SH,same_etf,False,1
2026-05-26,515050.SH,515050.SH,same_etf,False,1
2026-05-27,515050.SH,515050.SH,same_etf,False,1
2026-05-28,515050.SH,515050.SH,same_etf,False,1
2026-05-29,515050.SH,515050.SH,same_etf,False,1
2026-06-01,515050.SH,515050.SH,same_etf,False,1
2026-06-02,515050.SH,515050.SH,same_etf,False,1
2026-06-03,515050.SH,515050.SH,same_etf,False,1
2026-06-04,515050.SH,515050.SH,same_etf,False,1
2026-06-05,515050.SH,515050.SH,same_etf,False,1
2026-06-08,515050.SH,515050.SH,same_etf,False,1
2026-06-09,515050.SH,515050.SH,same_etf,False,1
2026-06-10,515050.SH,515050.SH,same_etf,False,1
2026-06-11,515050.SH,515050.SH,same_etf,False,1
2026-06-12,515050.SH,515050.SH,same_etf,False,1
2026-06-15,515050.SH,515050.SH,same_etf,False,1
2026-06-16,515050.SH,515050.SH,same_etf,False,1
2026-06-17,515050.SH,515050.SH,same_etf,False,1
2026-06-18,515050.SH,515050.SH,same_etf,False,1
2026-06-22,515050.SH,515050.SH,same_etf,False,1
2026-06-23,515050.SH,515050.SH,same_etf,False,1
2026-06-24,515050.SH,515050.SH,same_etf,False,1
2026-06-25,515050.SH,515050.SH,same_etf,False,1
2026-06-26,515050.SH,515050.SH,same_etf,False,1
2026-06-29,CASH,CASH,both_cash,False,0
2026-06-30,CASH,CASH,both_cash,False,0
2026-07-01,CASH,CASH,both_cash,False,0
2026-07-02,CASH,CASH,both_cash,False,0
2026-07-03,CASH,CASH,both_cash,False,0
2026-07-06,CASH,CASH,both_cash,False,0
2026-07-07,CASH,CASH,both_cash,False,0
2026-07-08,CASH,CASH,both_cash,False,0
2026-07-09,CASH,CASH,both_cash,False,0
2026-07-10,512010.SH,512010.SH,same_etf,False,1
2026-07-13,CASH,CASH,both_cash,False,0
2026-07-14,CASH,CASH,both_cash,False,0
2026-07-15,CASH,CASH,both_cash,False,0
2026-07-16,CASH,CASH,both_cash,False,0
2026-07-17,159985.SZ,159985.SZ,same_etf,False,1
2026-07-20,159985.SZ,159985.SZ,same_etf,False,1
2026-07-21,159985.SZ,159985.SZ,same_etf,False,1
2026-07-22,159985.SZ,159985.SZ,same_etf,False,1
2026-07-23,159985.SZ,159985.SZ,same_etf,False,1
2026-07-24,159985.SZ,159985.SZ,same_etf,False,1
2026-07-27,159985.SZ,159985.SZ,same_etf,False,1
2026-07-28,159985.SZ,159985.SZ,same_etf,False,1
