signal_date,from_symbol,to_symbol,from_rank,to_rank,score_gap,roc20_gap,confirmation_days,new_minus_old_5d,new_minus_old_10d,new_minus_old_20d
2021-11-09,510630.SH,159865.SZ,6.0,2.0,0.10926631786737773,0.020803167895815156,1,0.002483793255621203,-0.016625169111953886,-0.04533274029171108
2022-09-09,159865.SZ,512200.SH,10.0,3.0,0.16693070855052594,0.07994446489700646,1,-0.01687055542261995,0.023856589567416764,-0.10642210195184365
2024-01-12,518880.SH,159941.SZ,6.0,2.0,0.12562302175544093,-0.002755460360494677,1,0.04738490352504687,0.039735675824899674,0.0693620603984485
2024-03-14,515050.SH,512400.SH,6.0,1.0,0.05708459583965009,-0.0689945116800239,1,-0.013153848158412806,0.04283801892232142,0.1658198672349095
2024-09-24,518880.SH,159851.SZ,7.0,2.0,0.12577819812702484,0.11920457768146209,1,0.5439962281565468,0.38760154935675484,0.49921026765800103
2025-01-13,512800.SH,159981.SZ,8.0,2.0,0.08934988612667444,0.0207918865890242,1,-0.03234175418515106,-0.07869554267966417,-0.08237343744125014
2025-01-20,159981.SZ,513500.SH,8.0,2.0,0.12879817798393323,-0.0013666704780757044,1,0.020749828252892843,-0.0018533743757933596,-0.012014164528409088
2026-07-29,159985.SZ,512800.SH,7.0,1.0,0.11214647164750419,0.04466192911339939,1,,,
