blocked_pair,remaining_switches,total_return,delta_total_return,max_drawdown
518880.SH->159941.SZ,1,8.459438256791467,2.8614671864689534,-0.20906256593091377
518880.SH->159851.SZ,1,5.728031980731038,0.13006091040852485,-0.20906256593091377
