variant,family,holdings,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_turnover,trade_count,average_exposure,total_fees,slippage_cost_estimate,blocked_order_count,limit_blocked_order_count,eligibility_blocked_order_count,liquidity_limited_order_count,cash_management_annual_rate,cash_interest_income,cash_interest_calendar_days,cash_management_fees,pool_size_mean,pool_size_min,pool_size_max,membership_changes,membership_review_events,candidate_day_rate,final_members,return_2018_2020,mdd_2018_2020,return_2021_2022,mdd_2021_2022,return_2023_2024,mdd_2023_2024,return_2025_2026,mdd_2025_2026,portfolio_overlap_vs_primary,portfolio_overlap_vs_core45,target_agreement_vs_primary,target_agreement_vs_core45,membership_jaccard_vs_primary,raw_review_passes
primary_leave_one__513310.SH__h2,primary_leave_one_h2,2,3.138378761711639,0.1924049213600041,0.21648469457584626,0.9517076124095161,1.6410858569561453,-0.3414194509371776,0.5635441121818431,28.823451421269603,448.0,0.655217688334708,12611.198637991929,59050.32620363209,0.0,0.0,0.0,44.0,0.015,7469.506849315072,2948.0,1178.3899999999992,20.416028586013272,4,41,41,14,0.40837161817253703,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.1994550687734646,-0.1565407107066803,0.9622256253190403,0.5454313425216948,,,0.9951764363410425,422.0
primary_leave_one__513500.SH__h2,primary_leave_one_h2,2,4.931493162886302,0.246789498139802,0.23057917665181923,1.1080112646833513,1.9260914727439853,-0.26430860612856766,0.9337172245528629,27.358986592107872,389.0,0.6403746226858461,12548.65020972954,54589.60950291576,0.0,0.0,0.0,19.0,0.015,7998.246575342475,2948.0,1278.8699999999965,19.85706993363961,4,41,41,14,0.40377743746809597,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7576253365055372,-0.14190711462285177,-0.14651935680054962,-0.2487114167811233,0.41514779772159605,-0.23161473225508555,1.7941019862701015,-0.1516355860420121,0.9134762633996937,0.557427258805513,,,0.9582920375403162,413.0
primary_leave_one__513520.SH__h2,primary_leave_one_h2,2,4.3830758877629865,0.23189273445327774,0.22482805121742563,1.0750721212008527,1.864592863409914,-0.3414194509371776,0.6792018844173785,28.37942138186884,439.0,0.653804415925801,12284.923792524829,56892.84967783121,0.0,0.0,0.0,38.0,0.015,7482.205479452041,2948.0,1188.1700000000026,20.416028586013272,4,41,41,14,0.3961204696273609,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.860983546618519,-0.15159701845570572,0.9994895354772844,0.5811638591117917,,,0.9951764363410425,422.0
primary_leave_one__513530.SH__h2,primary_leave_one_h2,2,4.072052579783835,0.22284255548197396,0.2225858192570011,1.0492056105956886,1.8236124607788742,-0.3414194509371776,0.6526943759949335,28.750244745922185,443.0,0.653736958483644,12321.35360207351,56969.337888167196,0.0,0.0,0.0,39.0,0.015,7354.931506849332,2948.0,1167.7100000000037,20.475752935171005,4,41,41,14,0.4017355793772333,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.6956816661887784,-0.12748068255618172,0.9961715160796325,0.5768249106687086,,,0.9967078299091895,423.0
primary_leave_one__515050.SH__h2,primary_leave_one_h2,2,2.2854748840483565,0.1587913622625483,0.20327324122662,0.8538956699739915,1.4582798803985144,-0.3768551994242655,0.42135908567837005,28.20387973384392,446.0,0.6421137640621644,11829.413528820296,55520.962480342976,0.0,0.0,0.0,41.0,0.015,7705.315068493169,2948.0,1212.3600000000022,20.045431342521695,4,41,41,14,0.4032669729453803,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.1594105299792744,-0.2623515046586664,0.2086863797322731,-0.30670547106586266,0.8340754386575833,-0.12909714509256542,0.9014803471158754,0.5010209290454314,,,0.9803270894375428,416.0
primary_leave_one__515210.SH__h2,primary_leave_one_h2,2,4.663171150597171,0.23965905204611793,0.22547748103229381,1.101441812643599,1.932784676824298,-0.3330684294519455,0.7195489900993318,28.362476388385147,426.0,0.6538668036268518,12376.101755430373,57458.25306120876,0.0,0.0,0.0,35.0,0.015,7572.739726027391,2948.0,1202.5099999999984,20.10515569167943,4,41,41,14,0.3991832567636549,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.38689608226526917,-0.21742294347427382,1.9403507226252636,-0.1274650269983988,0.9951505870342011,0.579122001020929,,,0.9840598612599011,417.0
primary_leave_one__515220.SH__h2,primary_leave_one_h2,2,2.8946385534261267,0.18347050535019993,0.21150485315327927,0.9320453728872126,1.6140195202607093,-0.3688784426895092,0.4973738882991055,28.843237809122538,449.0,0.6377637222337545,12455.202607870888,58703.26342609758,0.0,0.0,0.0,37.0,0.015,8048.26027397262,2948.0,1277.5200000000088,20.10515569167943,4,41,41,14,0.4058192955589586,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.2283958101407385,-0.3228959099218409,0.35639371274466414,-0.2437800762251695,1.1105878338118695,-0.1568216330855352,0.9464012251148545,0.5456865747830526,,,0.9840598612599011,417.0
primary_leave_one__515790.SH__h2,primary_leave_one_h2,2,4.648271733945063,0.23925449885391625,0.2258325180748152,1.098567852288484,1.928140293887375,-0.3414194509371776,0.7007641134597804,28.74089687577034,441.0,0.6628285508580597,12693.136374162454,58566.680515396896,0.0,0.0,0.0,38.0,0.015,7213.520547945194,2948.0,1137.350000000001,20.168963757018886,4,41,41,14,0.4002041858090863,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.3689625672196706,-0.22722202647093814,1.9710323411183834,-0.13267474640079502,0.985962225625319,0.5694231750893313,,,0.9870983405617799,418.0
primary_leave_one__516020.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
primary_leave_one__516150.SH__h2,primary_leave_one_h2,2,4.505748218262477,0.23533667785208,0.22494770313985168,1.0873829448414494,1.905766375874798,-0.3414194509371776,0.6892890173834377,28.614532647099164,437.0,0.6538537834528654,12431.44834129428,57501.4580730477,0.0,0.0,0.0,36.0,0.015,7509.821917808216,2948.0,1192.43,20.229198570699335,4,41,41,14,0.40275650842266464,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.3689625672196706,-0.22722202647093814,1.896063926989501,-0.12743048285762293,0.9923430321592649,0.5750382848392037,,,0.9897172455044082,419.0
primary_leave_one__516970.SH__h2,primary_leave_one_h2,2,4.59022599983826,0.23766945505695292,0.22547793653940118,1.0940368050055775,1.9199563578780279,-0.3414194509371776,0.6961216017557387,28.36861435001374,433.0,0.6538426234441094,12332.392041093433,57121.331405771074,0.0,0.0,0.0,36.0,0.015,7540.849315068497,2948.0,1197.3599999999976,20.229198570699335,4,41,41,14,0.3991832567636549,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.3689625672196706,-0.22722202647093814,1.9404998594286584,-0.12744323874935937,0.9964267483409903,0.579122001020929,,,0.9897172455044082,419.0
primary_leave_one__518880.SH__h2,primary_leave_one_h2,2,3.875560397934591,0.2168710530439819,0.22750069156415514,1.0089960061444632,1.757265556110564,-0.24107806095707873,0.8995885074859358,23.94617310591585,393.0,0.573084175030361,10133.89500555794,49772.395861054654,0.0,0.0,0.0,48.0,0.015,7904.917808219206,2948.0,1266.0799999999945,19.609494640122513,3,41,42,14,0.31955079122001023,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.54004149578514,-0.11145109419944399,-0.11660391938339565,-0.24107806095707873,0.44304891888827247,-0.2367542456328422,1.4834510030518064,-0.20822430448983997,0.78892291985707,0.5755487493619194,,,0.8993844316189277,407.0
primary_leave_one__560280.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
primary_leave_one__561360.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
primary_leave_one__561380.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
primary_leave_one__562500.SH__h2,primary_leave_one_h2,2,4.546217875941065,0.23645809463937528,0.226126342104882,1.0870499539703504,1.9053412888605996,-0.3414194509371776,0.6925735894375988,28.494883589249206,435.0,0.6538243068565713,12359.4276542586,57511.78486938447,0.0,0.0,0.0,36.0,0.015,7524.493150684936,2948.0,1194.75,20.352220520673814,4,41,41,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.3689625672196706,-0.22722202647093814,1.9173512636228418,-0.1274580201557043,0.9892802450229708,0.5793772332822869,,,0.9934518940345707,421.0
primary_leave_one__562600.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
primary_leave_one__563380.SH__h2,primary_leave_one_h2,2,4.533499315812837,0.23610643717471747,0.22375726316223765,1.0949420709038575,1.9150318738186192,-0.3414194509371776,0.6915436028223297,28.383097245106466,439.0,0.6537874537342352,12328.888131694417,57068.707274707835,0.0,0.0,0.0,38.0,0.015,7517.465753424662,2948.0,1193.4700000000014,20.609494640122513,4,42,42,14,0.4012251148545176,510300.SH|510500.SH|512100.SH|159915.SZ|510880.SH|512040.SH|518880.SH|159981.SZ|159985.SZ|513500.SH|159941.SZ|513090.SH|513130.SH|513530.SH|513200.SH|513310.SH|512010.SH|512070.SH|512800.SH|159851.SZ|512200.SH|512760.SH|515050.SH|159819.SZ|159869.SZ|562500.SH|512660.SH|159755.SZ|515790.SH|512400.SH|515210.SH|515220.SH|516150.SH|512690.SH|159996.SZ|159865.SZ|159766.SZ|159611.SZ|516970.SH|512980.SH|513520.SH|513030.SH,0.7631261347780007,-0.14190711462285177,-0.21235005544389185,-0.30881288024524467,0.35487276323240735,-0.22722202647093814,1.9409302093907983,-0.1274872775183793,1.0,0.580653394589076,,,1.0,427.0
