variant,date,baseline,base_position,position
joint_valid,2019-06-13,rich,513500.SH,518880.SH
joint_valid,2019-06-14,rich,513500.SH,518880.SH
joint_valid,2019-06-17,rich,513500.SH,518880.SH
joint_valid,2019-06-18,rich,513500.SH,518880.SH
joint_valid,2019-06-19,rich,513500.SH,518880.SH
joint_valid,2019-06-20,rich,513500.SH,518880.SH
joint_valid,2019-06-21,rich,cash,518880.SH
joint_valid,2019-06-24,rich,cash,518880.SH
joint_valid,2019-06-25,rich,cash,518880.SH
joint_valid,2019-06-26,rich,cash,518880.SH
joint_valid,2019-06-27,rich,cash,518880.SH
joint_valid,2019-06-28,rich,cash,518880.SH
joint_valid,2019-07-01,rich,cash,518880.SH
joint_valid,2019-08-16,rich,cash,512010.SH
joint_valid,2019-08-19,rich,cash,512010.SH
joint_valid,2019-08-20,rich,159915.SZ,512010.SH
joint_valid,2019-08-21,rich,159915.SZ,512010.SH
joint_valid,2019-08-22,rich,159915.SZ,512010.SH
joint_valid,2019-08-23,rich,159915.SZ,512010.SH
joint_valid,2019-08-26,rich,159915.SZ,512010.SH
joint_valid,2019-08-27,rich,159915.SZ,512010.SH
joint_valid,2019-08-28,rich,159915.SZ,512010.SH
joint_valid,2019-08-29,rich,159915.SZ,512010.SH
joint_valid,2019-08-30,rich,cash,512010.SH
joint_valid,2019-09-02,rich,cash,512010.SH
joint_valid,2019-09-03,rich,cash,512010.SH
joint_valid,2019-09-04,rich,cash,512010.SH
joint_valid,2019-09-05,rich,cash,512010.SH
joint_valid,2019-09-06,rich,cash,512010.SH
joint_valid,2019-09-09,rich,159915.SZ,512010.SH
joint_valid,2019-09-10,rich,159915.SZ,512010.SH
joint_valid,2019-09-11,rich,159915.SZ,512010.SH
joint_valid,2019-09-12,rich,159915.SZ,512010.SH
joint_valid,2019-09-16,rich,159915.SZ,159915.SZ|512010.SH
joint_valid,2019-09-17,rich,159915.SZ,159915.SZ|512010.SH
joint_valid,2019-10-11,rich,cash,512010.SH
joint_valid,2019-10-14,rich,cash,512010.SH
joint_valid,2019-10-15,rich,cash,512010.SH
joint_valid,2019-10-16,rich,cash,512010.SH
joint_valid,2019-10-17,rich,cash,512010.SH
joint_valid,2019-10-18,rich,cash,512010.SH
joint_valid,2019-10-21,rich,cash,512010.SH
joint_valid,2019-10-22,rich,cash,512010.SH
joint_valid,2019-10-23,rich,cash,512010.SH
joint_valid,2019-10-24,rich,cash,512010.SH
joint_valid,2019-10-25,rich,cash,512010.SH
joint_valid,2019-10-28,rich,cash,512010.SH
joint_valid,2019-10-29,rich,cash,512010.SH
joint_valid,2019-10-30,rich,cash,512010.SH
joint_valid,2019-10-31,rich,cash,512010.SH
joint_valid,2019-11-01,rich,159915.SZ,512010.SH
joint_valid,2019-11-04,rich,159915.SZ,512010.SH
joint_valid,2019-11-05,rich,159915.SZ,512010.SH
joint_valid,2019-11-06,rich,159915.SZ,512010.SH
joint_valid,2019-11-07,rich,159915.SZ,512010.SH
joint_valid,2019-11-08,rich,159915.SZ,512010.SH
joint_valid,2019-11-11,rich,159915.SZ,512010.SH
joint_valid,2019-11-12,rich,159915.SZ,512010.SH
joint_valid,2019-11-13,rich,159915.SZ,512010.SH
joint_valid,2019-11-14,rich,159915.SZ,512010.SH
joint_valid,2019-11-15,rich,159915.SZ,512010.SH
joint_valid,2019-11-18,rich,cash,512010.SH
joint_valid,2019-11-19,rich,513500.SH,512010.SH
joint_valid,2019-11-20,rich,513500.SH,512010.SH
joint_valid,2019-11-21,rich,513500.SH,512010.SH
joint_valid,2019-11-22,rich,513500.SH,512010.SH
joint_valid,2019-11-25,rich,513500.SH,512010.SH
joint_valid,2019-11-26,rich,513500.SH,513500.SH|512010.SH
joint_valid,2019-11-27,rich,513500.SH,513500.SH|512010.SH
joint_valid,2019-11-28,rich,513500.SH,513500.SH|512010.SH
joint_valid,2019-12-18,rich,cash,513500.SH
joint_valid,2019-12-27,rich,159915.SZ,159915.SZ|512800.SH
joint_valid,2020-02-03,rich,cash,512400.SH
joint_valid,2020-03-13,rich,cash,512660.SH
joint_valid,2020-03-16,rich,cash,512660.SH
joint_valid,2020-03-30,rich,cash,512010.SH
joint_valid,2020-04-10,rich,cash,512010.SH
joint_valid,2020-04-13,rich,cash,512010.SH
joint_valid,2020-04-14,rich,cash,512010.SH
joint_valid,2020-04-15,rich,cash,512010.SH
joint_valid,2020-04-16,rich,cash,512010.SH
joint_valid,2020-04-17,rich,cash,512010.SH
joint_valid,2020-04-20,rich,cash,512010.SH
joint_valid,2020-04-21,rich,cash,512010.SH
joint_valid,2020-04-22,rich,cash,512010.SH
joint_valid,2020-04-23,rich,cash,512010.SH
joint_valid,2020-04-24,rich,cash,512010.SH
joint_valid,2020-04-27,rich,cash,512010.SH
joint_valid,2020-04-28,rich,cash,512010.SH
joint_valid,2020-04-29,rich,cash,512690.SH
joint_valid,2020-04-30,rich,cash,512690.SH
joint_valid,2020-05-06,rich,cash,512690.SH
joint_valid,2020-05-07,rich,cash,512690.SH
joint_valid,2020-05-08,rich,cash,512690.SH
joint_valid,2020-05-11,rich,cash,512690.SH
joint_valid,2020-05-12,rich,cash,512690.SH
joint_valid,2020-05-13,rich,cash,512690.SH
joint_valid,2020-05-14,rich,cash,512690.SH
joint_valid,2020-05-15,rich,cash,512690.SH
joint_valid,2020-05-18,rich,cash,512690.SH
joint_valid,2020-05-19,rich,cash,512690.SH
joint_valid,2020-05-20,rich,cash,512690.SH
joint_valid,2020-05-21,rich,cash,512690.SH
joint_valid,2020-05-22,rich,cash,512690.SH
joint_valid,2020-05-25,rich,cash,512690.SH
joint_valid,2020-05-26,rich,cash,512690.SH
joint_valid,2020-05-27,rich,cash,512690.SH
joint_valid,2020-05-28,rich,cash,512690.SH
joint_valid,2020-05-29,rich,cash,512690.SH
joint_valid,2020-06-01,rich,cash,512690.SH
joint_valid,2020-06-02,rich,cash,512690.SH
joint_valid,2020-06-03,rich,cash,512690.SH
joint_valid,2020-06-04,rich,518880.SH,512690.SH
joint_valid,2020-06-05,rich,518880.SH,512690.SH
joint_valid,2020-06-08,rich,159941.SZ,512690.SH
joint_valid,2020-06-09,rich,159941.SZ,512690.SH
joint_valid,2020-06-10,rich,159941.SZ,512690.SH
joint_valid,2020-06-11,rich,159941.SZ,512690.SH
joint_valid,2020-06-12,rich,159941.SZ,512690.SH
joint_valid,2020-06-15,rich,159941.SZ,512690.SH
joint_valid,2020-06-16,rich,159941.SZ,512690.SH
joint_valid,2020-06-17,rich,159941.SZ,512690.SH
joint_valid,2020-06-18,rich,159941.SZ,512690.SH
joint_valid,2020-06-19,rich,159941.SZ,512690.SH
joint_valid,2020-06-22,rich,159941.SZ,512690.SH
joint_valid,2020-06-23,rich,159941.SZ,512690.SH
joint_valid,2020-06-24,rich,159941.SZ,512690.SH
joint_valid,2020-06-29,rich,159941.SZ,512690.SH
joint_valid,2020-06-30,rich,cash,512690.SH
joint_valid,2020-07-01,rich,cash,512690.SH
joint_valid,2020-07-02,rich,cash,512690.SH
joint_valid,2020-07-03,rich,cash,512690.SH
joint_valid,2020-07-06,rich,cash,512690.SH
joint_valid,2020-07-07,rich,cash,512690.SH
joint_valid,2020-07-08,rich,cash,512690.SH
joint_valid,2020-07-09,rich,cash,512690.SH
joint_valid,2020-07-10,rich,cash,512690.SH
joint_valid,2020-07-13,rich,cash,512690.SH
joint_valid,2020-07-14,rich,cash,512690.SH
joint_valid,2020-07-15,rich,cash,512690.SH
joint_valid,2020-07-16,rich,cash,512690.SH
joint_valid,2020-07-17,rich,cash,512690.SH
joint_valid,2020-07-20,rich,cash,512690.SH
joint_valid,2020-07-21,rich,cash,512690.SH
joint_valid,2020-07-22,rich,cash,512690.SH
joint_valid,2020-07-23,rich,cash,512690.SH
joint_valid,2020-07-24,rich,cash,512690.SH
joint_valid,2020-07-27,rich,cash,512690.SH
joint_valid,2020-07-28,rich,cash,512690.SH
joint_valid,2020-07-29,rich,cash,512690.SH
joint_valid,2020-07-30,rich,cash,512690.SH
joint_valid,2020-07-31,rich,cash,512690.SH
joint_valid,2020-08-03,rich,cash,512690.SH
joint_valid,2020-11-16,rich,cash,159985.SZ
joint_valid,2021-04-22,rich,cash,513500.SH
joint_valid,2021-04-23,rich,cash,513500.SH
joint_valid,2021-06-07,rich,cash,512010.SH
joint_valid,2021-06-08,rich,512760.SH,512010.SH
joint_valid,2021-06-09,rich,512760.SH,512010.SH
joint_valid,2021-06-10,rich,512760.SH,512010.SH
joint_valid,2021-06-11,rich,512760.SH,512010.SH
joint_valid,2021-06-15,rich,512760.SH,512010.SH
joint_valid,2021-06-16,rich,512760.SH,512010.SH
joint_valid,2021-11-17,rich,510630.SH|159865.SZ,510630.SH|159865.SZ|512980.SH
joint_valid,2021-11-19,rich,159865.SZ,510630.SH|159865.SZ
joint_valid,2021-11-22,rich,159865.SZ,510630.SH|159865.SZ
joint_valid,2021-11-23,rich,159865.SZ,510630.SH|159865.SZ
joint_valid,2021-11-26,rich,512690.SH,512690.SH|159865.SZ
joint_valid,2021-12-28,rich,cash,515050.SH
joint_valid,2021-12-29,rich,cash,515050.SH
joint_valid,2021-12-30,rich,cash,515050.SH
joint_valid,2021-12-31,rich,cash,515050.SH
joint_valid,2022-01-04,rich,cash,515050.SH
joint_valid,2022-01-05,rich,cash,515050.SH
joint_valid,2022-01-06,rich,cash,515050.SH
joint_valid,2022-01-07,rich,cash,515050.SH|516970.SH
joint_valid,2022-01-10,rich,cash,516970.SH
joint_valid,2022-01-11,rich,cash,516970.SH
joint_valid,2022-01-12,rich,cash,516970.SH
joint_valid,2022-01-13,rich,cash,516970.SH
joint_valid,2022-01-14,rich,cash,516970.SH
joint_valid,2022-01-17,rich,cash,516970.SH
joint_valid,2022-02-07,rich,cash,512200.SH
joint_valid,2022-02-10,rich,cash,516970.SH
joint_valid,2022-04-08,rich,cash,159981.SZ
joint_valid,2022-07-29,rich,cash,159755.SZ
joint_valid,2022-09-16,rich,512200.SH,512200.SH|159865.SZ
joint_valid,2022-12-12,rich,cash,159985.SZ
joint_valid,2022-12-13,rich,cash,159985.SZ
joint_valid,2023-03-13,rich,cash,159766.SZ
joint_valid,2023-06-21,rich,cash,513500.SH
joint_valid,2023-09-26,rich,515220.SH,159985.SZ|515220.SH
joint_valid,2023-10-12,rich,cash,512010.SH|515220.SH
joint_valid,2023-10-13,rich,cash,512010.SH
joint_valid,2023-10-16,rich,cash,512010.SH
joint_valid,2023-11-28,rich,513310.SH,513200.SH|513310.SH
joint_valid,2023-12-11,rich,159941.SZ,159941.SZ|513310.SH
joint_valid,2023-12-12,rich,159941.SZ,159941.SZ|513310.SH
joint_valid,2024-01-15,rich,518880.SH,159941.SZ
joint_valid,2024-03-28,rich,512400.SH,515050.SH|512400.SH
joint_valid,2024-04-29,rich,513130.SH,513130.SH|159611.SZ
joint_valid,2024-06-12,rich,518880.SH,159941.SZ
joint_valid,2024-06-13,rich,513500.SH,159941.SZ
joint_valid,2024-06-14,rich,513500.SH,159941.SZ
joint_valid,2024-06-17,rich,513500.SH,159941.SZ
joint_valid,2024-06-18,rich,513500.SH,159941.SZ
joint_valid,2024-06-19,rich,513500.SH,159941.SZ
joint_valid,2024-06-20,rich,513500.SH,159941.SZ
joint_valid,2024-06-21,rich,513500.SH,159941.SZ
joint_valid,2024-06-24,rich,513500.SH,159941.SZ
joint_valid,2024-06-25,rich,513500.SH,159941.SZ
joint_valid,2024-06-26,rich,513500.SH,159941.SZ
joint_valid,2024-06-27,rich,513500.SH,159941.SZ
joint_valid,2024-06-28,rich,513500.SH,159941.SZ
joint_valid,2024-07-01,rich,513500.SH,159941.SZ
joint_valid,2024-07-02,rich,513500.SH,159941.SZ
joint_valid,2024-07-03,rich,513500.SH,159941.SZ
joint_valid,2024-07-04,rich,513500.SH,159941.SZ
joint_valid,2024-07-05,rich,513500.SH,159941.SZ
joint_valid,2024-07-08,rich,513500.SH,159941.SZ
joint_valid,2024-07-09,rich,513500.SH,159941.SZ
joint_valid,2024-07-10,rich,513500.SH,159941.SZ
joint_valid,2024-07-11,rich,513500.SH,159941.SZ
joint_valid,2024-07-12,rich,513500.SH,159941.SZ
joint_valid,2024-07-15,rich,513500.SH,159941.SZ
joint_valid,2024-07-16,rich,513500.SH,159941.SZ
joint_valid,2024-07-17,rich,513500.SH,159941.SZ
joint_valid,2024-07-18,rich,513500.SH,159941.SZ
joint_valid,2024-07-19,rich,513500.SH,159941.SZ
joint_valid,2024-07-22,rich,513500.SH,159941.SZ
joint_valid,2024-07-31,rich,512800.SH,512760.SH
joint_valid,2024-08-01,rich,512800.SH,512760.SH
joint_valid,2024-08-02,rich,512800.SH,512760.SH
joint_valid,2024-08-05,rich,512800.SH,512760.SH
joint_valid,2024-08-06,rich,512800.SH,cash
joint_valid,2024-08-07,rich,512800.SH,cash
joint_valid,2024-09-25,rich,518880.SH,159851.SZ
joint_valid,2024-11-19,rich,159851.SZ,cash
joint_valid,2024-11-20,rich,159851.SZ,cash
joint_valid,2024-11-21,rich,159851.SZ,cash
joint_valid,2024-11-22,rich,159851.SZ,cash
joint_valid,2024-11-25,rich,159851.SZ,cash
joint_valid,2024-11-26,rich,159851.SZ,cash
joint_valid,2024-11-27,rich,159851.SZ,cash
joint_valid,2024-11-28,rich,159851.SZ,cash
joint_valid,2024-11-29,rich,159851.SZ,cash
joint_valid,2024-12-02,rich,159851.SZ,cash
joint_valid,2024-12-03,rich,159851.SZ,cash
joint_valid,2024-12-04,rich,159851.SZ,cash
joint_valid,2024-12-05,rich,159851.SZ,cash
joint_valid,2024-12-06,rich,159851.SZ,cash
joint_valid,2024-12-09,rich,159851.SZ,cash
joint_valid,2024-12-10,rich,159851.SZ,cash
joint_valid,2025-01-23,rich,512800.SH,513520.SH
joint_valid,2025-01-24,rich,512800.SH,513520.SH
joint_valid,2025-01-27,rich,512800.SH,513500.SH
joint_valid,2025-02-05,rich,512800.SH,513500.SH
joint_valid,2025-02-06,rich,512800.SH,513500.SH
joint_valid,2025-02-07,rich,512800.SH,513500.SH
joint_valid,2025-02-12,rich,513200.SH,cash
joint_valid,2025-02-13,rich,513200.SH,cash
joint_valid,2025-02-14,rich,513200.SH,cash
joint_valid,2025-02-17,rich,513200.SH,cash
joint_valid,2025-03-27,rich,518880.SH|513200.SH,513200.SH|512400.SH
joint_valid,2025-03-28,rich,518880.SH,512400.SH
joint_valid,2025-03-31,rich,518880.SH,512400.SH
joint_valid,2025-04-01,rich,518880.SH,512400.SH
joint_valid,2025-04-02,rich,518880.SH,512400.SH
joint_valid,2025-04-03,rich,518880.SH,512400.SH
joint_valid,2025-04-07,rich,518880.SH,cash
joint_valid,2025-04-08,rich,518880.SH,159985.SZ
joint_valid,2025-04-09,rich,518880.SH,159985.SZ
joint_valid,2025-04-10,rich,518880.SH,159985.SZ
joint_valid,2025-04-11,rich,518880.SH,159985.SZ
joint_valid,2025-04-14,rich,518880.SH,159985.SZ
joint_valid,2025-04-15,rich,518880.SH,159985.SZ
joint_valid,2025-04-16,rich,518880.SH,159985.SZ
joint_valid,2025-04-17,rich,518880.SH,159865.SZ
joint_valid,2025-04-18,rich,518880.SH,159865.SZ
joint_valid,2025-04-21,rich,518880.SH,159865.SZ
joint_valid,2025-04-22,rich,518880.SH,159865.SZ
joint_valid,2025-04-23,rich,518880.SH,159865.SZ
joint_valid,2025-04-24,rich,518880.SH,159865.SZ
joint_valid,2025-04-25,rich,518880.SH,159865.SZ
joint_valid,2025-04-28,rich,518880.SH,159865.SZ
joint_valid,2025-04-29,rich,518880.SH,159865.SZ
joint_valid,2025-04-30,rich,518880.SH,159865.SZ
joint_valid,2025-05-06,rich,518880.SH,159865.SZ
joint_valid,2025-05-07,rich,518880.SH,159865.SZ
joint_valid,2025-05-08,rich,518880.SH,159865.SZ
joint_valid,2025-05-09,rich,518880.SH,512660.SH|159865.SZ
joint_valid,2025-05-12,rich,518880.SH,512660.SH|159865.SZ
joint_valid,2025-05-13,rich,513200.SH,512660.SH
joint_valid,2025-05-14,rich,513200.SH,512660.SH
joint_valid,2025-05-15,rich,513200.SH,513530.SH
joint_valid,2025-05-16,rich,513200.SH,513530.SH
joint_valid,2025-05-19,rich,513200.SH,513530.SH
joint_valid,2025-05-20,rich,513200.SH,513530.SH
joint_valid,2025-05-21,rich,513200.SH,513530.SH
joint_valid,2025-05-22,rich,513200.SH,513530.SH
joint_valid,2025-05-23,rich,513200.SH,513530.SH
joint_valid,2025-05-26,rich,513200.SH,513530.SH
joint_valid,2025-05-27,rich,513200.SH,513530.SH
joint_valid,2025-10-16,rich,515050.SH,cash
joint_valid,2025-10-17,rich,515050.SH,cash
joint_valid,2025-10-20,rich,515050.SH,cash
joint_valid,2025-10-21,rich,515050.SH,cash
joint_valid,2025-10-22,rich,515050.SH,cash
joint_valid,2025-10-23,rich,515050.SH,cash
joint_valid,2025-10-24,rich,515050.SH,cash
joint_valid,2025-10-27,rich,515050.SH,cash
joint_valid,2025-10-28,rich,515050.SH,cash
joint_valid,2025-10-29,rich,515050.SH,cash
joint_valid,2025-10-30,rich,515050.SH,cash
joint_valid,2025-10-31,rich,515050.SH,cash
joint_valid,2025-11-03,rich,515050.SH,cash
joint_valid,2026-04-08,rich,515050.SH,cash
joint_valid,2026-04-09,rich,515050.SH,cash
joint_valid,2026-04-10,rich,515050.SH,cash
joint_valid,2026-04-13,rich,515050.SH,159915.SZ
joint_valid,2026-04-14,rich,515050.SH,159915.SZ
joint_valid,2026-04-15,rich,515050.SH,159915.SZ
joint_valid,2026-04-16,rich,515050.SH,159915.SZ
joint_valid,2026-04-17,rich,515050.SH,159915.SZ
joint_valid,2026-04-20,rich,515050.SH,159915.SZ
joint_valid,2026-04-21,rich,515050.SH,159915.SZ
joint_valid,2026-04-22,rich,515050.SH,159915.SZ
joint_valid,2026-04-23,rich,515050.SH,159915.SZ
joint_valid,2026-04-24,rich,515050.SH,159915.SZ
joint_valid,2026-04-27,rich,515050.SH,159915.SZ
joint_valid,2026-04-28,rich,515050.SH,159915.SZ
joint_valid,2026-04-29,rich,515050.SH,159915.SZ
joint_valid,2026-04-30,rich,515050.SH,159915.SZ
joint_valid,2026-05-06,rich,515050.SH,159915.SZ
joint_valid,2026-05-07,rich,515050.SH,159915.SZ
joint_valid,2026-05-08,rich,515050.SH,159915.SZ
joint_valid,2026-05-11,rich,515050.SH,159915.SZ
joint_valid,2026-05-12,rich,515050.SH,159915.SZ
joint_valid,2026-05-13,rich,515050.SH,159915.SZ
joint_valid,2026-05-14,rich,515050.SH,159915.SZ
joint_valid,2026-05-15,rich,515050.SH,159915.SZ
joint_valid,2026-05-18,rich,515050.SH,159915.SZ
joint_valid,2026-05-19,rich,515050.SH,cash
joint_valid,2026-05-20,rich,515050.SH,cash
joint_valid,2026-05-21,rich,515050.SH,cash
joint_valid,2026-05-22,rich,515050.SH,cash
joint_valid,2026-05-25,rich,515050.SH,cash
joint_valid,2026-05-26,rich,515050.SH,cash
joint_valid,2026-05-27,rich,515050.SH,cash
joint_valid,2026-05-28,rich,515050.SH,cash
joint_valid,2026-05-29,rich,515050.SH,cash
joint_valid,2026-06-01,rich,515050.SH,cash
joint_valid,2026-06-02,rich,515050.SH,cash
joint_valid,2026-06-03,rich,515050.SH,cash
joint_valid,2026-06-04,rich,515050.SH,cash
joint_valid,2026-06-05,rich,515050.SH,cash
joint_valid,2026-06-08,rich,515050.SH,cash
joint_valid,2026-06-09,rich,515050.SH,cash
joint_valid,2026-06-10,rich,515050.SH,cash
joint_valid,2026-06-11,rich,515050.SH,cash
joint_valid,2026-06-12,rich,515050.SH,cash
joint_valid,2026-06-15,rich,515050.SH,cash
joint_valid,2026-06-16,rich,515050.SH,cash
joint_valid,2026-06-17,rich,515050.SH,cash
joint_valid,2026-06-18,rich,515050.SH,cash
joint_valid,2026-06-22,rich,515050.SH,cash
joint_valid,2026-06-23,rich,515050.SH,cash
joint_valid,2026-06-24,rich,515050.SH,cash
joint_valid,2026-06-25,rich,515050.SH,cash
joint_valid,2026-06-26,rich,515050.SH,cash
joint_valid,2026-06-29,rich,515050.SH,cash
joint_valid,2026-07-13,rich,512010.SH,cash
joint_valid,2026-07-17,rich,cash,512010.SH
joint_valid,2026-07-20,rich,159985.SZ,512010.SH
joint_valid,2026-07-21,rich,159985.SZ,512010.SH
joint_valid,2026-07-22,rich,159985.SZ,512010.SH
joint_valid,2026-07-23,rich,159985.SZ,512010.SH
joint_valid,2026-07-24,rich,159985.SZ,512010.SH
joint_valid,2026-07-27,rich,159985.SZ,512010.SH
joint_valid,2026-07-28,rich,159985.SZ,512010.SH
joint_valid,2026-07-29,rich,159985.SZ,512010.SH
joint_valid,2026-07-30,rich,159985.SZ,512800.SH
joint_valid,2026-07-31,rich,159985.SZ|512800.SH,512800.SH
without_weak_edge_filter,2025-01-23,joint_valid,513520.SH,513500.SH
without_weak_edge_filter,2025-01-24,joint_valid,513520.SH,513500.SH
without_weak_edge_filter,2025-04-07,joint_valid,cash,159985.SZ
without_weak_edge_filter,2025-06-19,joint_valid,513530.SH,159941.SZ|513530.SH
without_weak_edge_filter,2025-06-20,joint_valid,513530.SH|159869.SZ,159941.SZ|513530.SH
without_weak_edge_filter,2025-06-23,joint_valid,513530.SH|159869.SZ,159941.SZ|513530.SH
without_weak_edge_filter,2025-06-24,joint_valid,159869.SZ,159941.SZ
without_weak_edge_filter,2025-06-25,joint_valid,159869.SZ,159941.SZ
without_weak_edge_filter,2025-06-26,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-06-27,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-06-30,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-07-01,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-07-02,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-07-03,joint_valid,159869.SZ,cash
without_weak_edge_filter,2025-07-04,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-07,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-08,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-09,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-10,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-11,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-07-14,joint_valid,159869.SZ,515050.SH
without_weak_edge_filter,2025-12-15,joint_valid,cash,159941.SZ
without_weak_edge_filter,2025-12-17,joint_valid,cash,513500.SH
without_weak_edge_filter,2026-04-02,joint_valid,cash,515050.SH
without_weak_edge_filter,2026-04-03,joint_valid,cash,159985.SZ
without_weak_edge_filter,2026-04-09,joint_valid,cash,513520.SH
without_weak_edge_filter,2026-04-10,joint_valid,cash,513520.SH
without_quality_extension,2025-02-18,joint_valid,513200.SH,cash
without_quality_extension,2025-02-19,joint_valid,513200.SH,cash
without_quality_extension,2025-02-20,joint_valid,513200.SH,cash
without_quality_extension,2025-02-21,joint_valid,513200.SH,cash
without_quality_extension,2025-02-24,joint_valid,513200.SH,cash
without_quality_extension,2025-02-25,joint_valid,513200.SH,cash
without_quality_extension,2025-02-26,joint_valid,513200.SH,cash
without_quality_extension,2025-02-27,joint_valid,513200.SH,cash
without_quality_extension,2025-02-28,joint_valid,513200.SH,cash
without_quality_extension,2025-03-03,joint_valid,513200.SH,cash
without_quality_extension,2025-03-04,joint_valid,513200.SH,cash
without_quality_extension,2025-03-05,joint_valid,513200.SH,cash
without_quality_extension,2025-03-06,joint_valid,513200.SH,cash
without_quality_extension,2025-03-07,joint_valid,513200.SH,cash
without_quality_extension,2025-03-10,joint_valid,513200.SH,cash
without_quality_extension,2025-03-11,joint_valid,513200.SH,cash
without_quality_extension,2025-03-12,joint_valid,513200.SH,cash
without_quality_extension,2025-03-13,joint_valid,513200.SH,cash
without_quality_extension,2025-03-14,joint_valid,513200.SH,cash
without_quality_extension,2025-03-17,joint_valid,513200.SH,cash
without_quality_extension,2025-03-18,joint_valid,513200.SH,cash
without_quality_extension,2025-03-19,joint_valid,513200.SH,cash
without_quality_extension,2025-03-20,joint_valid,513200.SH,cash
without_quality_extension,2025-03-21,joint_valid,513200.SH,512400.SH
without_quality_extension,2025-03-24,joint_valid,513200.SH,512400.SH
without_quality_extension,2025-03-25,joint_valid,513200.SH,512400.SH
without_quality_extension,2025-03-26,joint_valid,513200.SH,512400.SH
without_quality_extension,2025-03-27,joint_valid,513200.SH|512400.SH,512400.SH
without_quality_extension,2025-06-23,joint_valid,513530.SH|159869.SZ,159869.SZ
without_quality_extension,2025-07-15,joint_valid,515050.SH,cash
without_quality_extension,2025-07-16,joint_valid,515050.SH,cash
without_quality_extension,2025-07-17,joint_valid,515050.SH,cash
without_quality_extension,2025-07-18,joint_valid,515050.SH,cash
without_quality_extension,2025-07-21,joint_valid,515050.SH,cash
without_quality_extension,2025-07-22,joint_valid,515050.SH,cash
without_quality_extension,2025-07-23,joint_valid,515050.SH,cash
without_quality_extension,2025-07-24,joint_valid,515050.SH,cash
without_quality_extension,2025-07-25,joint_valid,515050.SH,cash
without_quality_extension,2025-07-28,joint_valid,515050.SH,cash
without_quality_extension,2025-07-29,joint_valid,515050.SH,cash
without_quality_extension,2025-07-30,joint_valid,515050.SH,cash
without_quality_extension,2025-07-31,joint_valid,515050.SH,cash
without_quality_extension,2025-08-01,joint_valid,515050.SH,cash
without_quality_extension,2025-08-04,joint_valid,515050.SH,cash
without_quality_extension,2025-08-05,joint_valid,515050.SH,cash
without_quality_extension,2025-08-06,joint_valid,515050.SH,cash
without_quality_extension,2025-08-07,joint_valid,515050.SH,cash
without_quality_extension,2025-08-08,joint_valid,515050.SH,cash
without_quality_extension,2025-08-11,joint_valid,515050.SH,cash
without_quality_extension,2025-08-12,joint_valid,515050.SH,cash
without_quality_extension,2025-08-13,joint_valid,515050.SH,cash
without_quality_extension,2025-08-14,joint_valid,515050.SH,cash
without_quality_extension,2025-08-15,joint_valid,515050.SH,cash
without_quality_extension,2025-08-18,joint_valid,515050.SH,cash
without_quality_extension,2025-08-19,joint_valid,515050.SH,cash
without_quality_extension,2025-08-20,joint_valid,515050.SH,cash
without_quality_extension,2025-08-21,joint_valid,515050.SH,cash
without_quality_extension,2025-08-22,joint_valid,515050.SH,cash
without_quality_extension,2025-08-25,joint_valid,515050.SH,cash
without_quality_extension,2025-08-26,joint_valid,515050.SH,cash
without_quality_extension,2025-08-27,joint_valid,515050.SH,cash
without_quality_extension,2025-08-28,joint_valid,515050.SH,cash
without_quality_extension,2025-08-29,joint_valid,515050.SH,cash
without_quality_extension,2025-09-01,joint_valid,515050.SH,cash
without_quality_extension,2025-09-02,joint_valid,515050.SH,cash
without_quality_extension,2025-09-03,joint_valid,515050.SH,cash
without_quality_extension,2025-09-04,joint_valid,515050.SH,cash
without_quality_extension,2025-09-05,joint_valid,515050.SH,cash
without_quality_extension,2025-09-08,joint_valid,515050.SH,cash
without_quality_extension,2025-09-09,joint_valid,515050.SH,cash
without_quality_extension,2025-09-10,joint_valid,515050.SH,cash
without_quality_extension,2025-09-11,joint_valid,515050.SH,cash
without_quality_extension,2025-09-12,joint_valid,515050.SH,cash
without_quality_extension,2025-09-15,joint_valid,515050.SH,cash
without_quality_extension,2025-09-16,joint_valid,515050.SH,cash
without_quality_extension,2025-09-17,joint_valid,515050.SH,cash
without_quality_extension,2025-09-18,joint_valid,515050.SH,cash
without_quality_extension,2025-09-19,joint_valid,515050.SH,cash
without_quality_extension,2025-09-22,joint_valid,515050.SH,cash
without_quality_extension,2025-09-23,joint_valid,515050.SH,cash
without_quality_extension,2025-09-24,joint_valid,515050.SH,cash
without_quality_extension,2025-09-25,joint_valid,515050.SH,cash
without_quality_extension,2025-09-26,joint_valid,515050.SH,cash
