,baseline,rank5_1d,rank5_2d,gap3_1d,gap3_2d,gap5_1d,gap5_2d,gap10_1d,gap10_2d,rank8_gap5_1d,rank8_gap5_2d,top1_gap5_1d,top1_gap5_2d
2018-09-21,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727,101212.37011856727
2018-09-25,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356,100930.14634522356
2018-09-26,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482,101738.72160268482
2018-09-27,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574,101456.38846842574
2018-09-28,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518,102886.93481946518
2018-10-08,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376
2018-10-09,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376,99139.33963442376
2018-10-10,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897,99555.73427343897
2018-10-11,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753,95808.13908839753
2018-10-12,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244,97416.23070540244
2018-10-15,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106,96800.89111528106
2018-10-16,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519,96954.88703520519
2018-10-17,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612,97104.47638333612
2018-10-18,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598,97107.49268470598
2018-10-19,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585,97110.50898607585
2018-10-22,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543,97121.49789018543
2018-10-23,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553,97124.5141915553
2018-10-24,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516,97127.53049292516
2018-10-25,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502,97130.54679429502
2018-10-26,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488,97133.56309566488
2018-10-29,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447,97144.55199977447
2018-10-30,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433,97147.56830114433
2018-10-31,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142,97150.5846025142
2018-11-01,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406,97153.60090388406
2018-11-02,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392,97156.61720525392
2018-11-05,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635,97167.6061093635
2018-11-06,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169,96851.70036823169
2018-11-07,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666,96396.49355049666
2018-11-08,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239,97189.69515796239
2018-11-09,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612,94215.19208486612
2018-11-12,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107,93943.14977467107
2018-11-13,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298,93608.37400158298
2018-11-14,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912,93611.2659193912
2018-11-15,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941,93614.15783719941
2018-11-16,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763,93617.04975500763
2018-11-19,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228,93627.58550843228
2018-11-20,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405,93630.4774262405
2018-11-21,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871,93633.36934404871
2018-11-22,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693,93636.26126185693
2018-11-23,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514,93639.15317966514
2018-11-26,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898,93649.6889330898
2018-11-27,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801,93652.58085089801
2018-11-28,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623,93655.47276870623
2018-11-29,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444,93658.36468651444
2018-11-30,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265,93661.25660432265
2018-12-03,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731,93671.79235774731
2018-12-04,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553,93674.68427555553
2018-12-05,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374,93677.57619336374
2018-12-06,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195,93680.46811117195
2018-12-07,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017,93683.36002898017
2018-12-10,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483,93693.89578240483
2018-12-11,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304,93696.78770021304
2018-12-12,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126,93699.67961802126
2018-12-13,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947,93702.57153582947
2018-12-14,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768,93705.46345363768
2018-12-17,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234,93715.99920706234
2018-12-18,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056,93718.89112487056
2018-12-19,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877,93721.78304267877
2018-12-20,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698,93724.67496048698
2018-12-21,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952,93727.5668782952
2018-12-24,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986,93738.10263171986
2018-12-25,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807,93740.99454952807
2018-12-26,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628,93743.88646733628
2018-12-27,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445,93746.7783851445
2018-12-28,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271,93749.67030295271
2019-01-02,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381,93767.84989199381
2019-01-03,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203,93770.74180980203
2019-01-04,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024,93773.63372761024
2019-01-07,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349,93784.1694810349
2019-01-08,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311,93787.06139884311
2019-01-09,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133,93789.95331665133
2019-01-10,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954,93792.84523445954
2019-01-11,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776,93795.73715226776
2019-01-14,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241,93806.27290569241
2019-01-15,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063,93809.16482350063
2019-01-16,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884,93812.05674130884
2019-01-17,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706,93814.94865911706
2019-01-18,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527,93817.84057692527
2019-01-21,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993,93828.37633034993
2019-01-22,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814,93831.26824815814
2019-01-23,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636,93834.16016596636
2019-01-24,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457,93837.05208377457
2019-01-25,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279,93839.94400158279
2019-01-28,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982,93733.94731142982
2019-01-29,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972,94083.33812410972
2019-01-30,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201,93762.64077532201
2019-01-31,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351,94518.03684893351
2019-02-01,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603,95734.17919044603
2019-02-11,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485,96587.678376485
2019-02-12,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426,97668.77463226426
2019-02-13,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157,99432.67566328157
2019-02-14,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124,99717.17539196124
2019-02-15,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333,97498.08022146333
2019-02-18,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921,100912.07696561921
2019-02-19,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789,100684.4798958789
2019-02-20,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985,100855.17430667985
2019-02-21,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137,99830.97392683137
2019-02-22,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917,101424.17376403917
2019-02-25,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231,106303.47398277231
2019-02-26,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082,105722.19282247082
2019-02-27,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921,105533.68834572921
2019-02-28,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478,105501.28658079478
2019-03-01,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794,105504.55164928794
2019-03-04,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739,105516.44685476739
2019-03-05,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055,105519.71192326055
2019-03-06,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537,105522.9769917537
2019-03-07,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686,105526.24206024686
2019-03-08,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002,105529.50712874002
2019-03-11,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947,105541.40233421947
2019-03-12,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263,105544.66740271263
2019-03-13,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579,105547.93247120579
2019-03-14,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894,105551.19753969894
2019-03-15,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921,105554.4626081921
2019-03-18,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155,105566.35781367155
2019-03-19,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471,105569.62288216471
2019-03-20,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787,105572.88795065787
2019-03-21,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102,105576.15301915102
2019-03-22,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418,105579.41808764418
2019-03-25,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363,105591.31329312363
2019-03-26,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679,105594.57836161679
2019-03-27,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995,105597.84343010995
2019-03-28,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031,105601.1084986031
