variant,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_turnover,trade_count,average_exposure,total_fees,slippage_cost_estimate,blocked_order_count,limit_blocked_order_count,eligibility_blocked_order_count,liquidity_limited_order_count,cash_management_annual_rate,cash_interest_income,cash_interest_calendar_days,cash_management_fees
core45,5.437099329424306,0.25949005319152074,0.22375725831439103,1.1820524019081597,2.038002326427273,-0.24878916425698683,1.0430118770103687,16.133327854340454,131.0,0.521851434752295,841.9534735126898,4057.093839082718,0.0,0.0,0.0,0.0,0.015,959.8356164383537,2948.0,155.2099999999998
anchor_equal51,4.806996108070021,0.2435170071958268,0.23315168765917146,1.0868693412779713,1.8269260740551347,-0.2499205375444128,0.9743777345731419,16.627787635521287,135.0,0.5167212583639204,839.2941538793638,4205.4545509171485,0.0,0.0,0.0,0.0,0.015,928.1095890410978,2948.0,150.1200000000001
formal_cash_gap51,5.867029769146344,0.2696196247502929,0.224220173550394,1.2171955971953892,2.1031731175860013,-0.2005376834771796,1.3444835906911956,16.37399781692758,133.0,0.5239235940527098,878.9962694332033,4294.718078856467,0.0,0.0,0.0,0.0,0.015,990.246575342462,2948.0,160.08999999999975
main_expanded_20,5.303250546627912,0.2562153545939396,0.22321583410370968,1.172268858899205,2.018349466157344,-0.24993847026241622,1.0251137182880776,16.22294290176708,152.0,0.5208002662288961,939.5404651958858,4087.0633293664455,0.0,0.0,0.0,0.0,0.015,950.1369863013704,2948.0,153.63999999999965
new_etf_only_20,5.447228481279077,0.2597354343379745,0.22367763492879483,1.1833038625869077,2.039150510579002,-0.24605714258791844,1.0555898991843682,16.170384929900393,147.0,0.52226744051098,921.8186823796275,4108.559409399031,0.0,0.0,0.0,0.0,0.015,959.0958904109564,2948.0,155.0899999999998
