track,start,candidate,cost_multiplier,capital,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_turnover,trade_count,average_exposure,total_fees,slippage_cost_estimate,blocked_order_count,limit_blocked_order_count,eligibility_blocked_order_count,liquidity_limited_order_count,cash_management_annual_rate,cash_interest_income,cash_interest_calendar_days,cash_management_fees,without_best_round_return,removed_round
mixed,2025-01-02,True,1,100000,1.9459641181510827,0.8976797953748379,0.35028011377150514,2.067669886519387,3.656432236097984,-0.2569142454691177,3.4940833807627194,14.79935468145767,32.0,0.7606584652509403,1631.3959841631402,8342.532560698986,0.0,0.0,0.0,7.0,0.015,1390.2328767123286,616.0,226.76000000000013,1.0033428413602588,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 106058.46654966529}"
mixed,2025-01-02,True,2,100000,1.807410093898203,0.8442411921649067,0.3504548963466837,1.9823019662870611,3.50781150529619,-0.2669553137249425,3.162481317134488,14.782132571818462,32.0,0.760704601751005,3168.4999089435055,16204.55086370587,0.0,0.0,0.0,7.0,0.015,1350.575342465753,616.0,220.38000000000014,0.9150143582721821,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 101632.8049696876}"
uniform_keyword,2018-07-02,False,1,100000,8.038734645752987,0.30833015415881637,0.24129016756065577,1.275047084923369,2.2349606239065407,-0.20906256593091377,1.4748223948456956,16.82242759875155,311.0,0.5444012776889027,8569.626384275662,46764.183144500224,3.0,3.0,0.0,146.0,0.015,9944.506849315096,2992.0,1612.8200000000024,4.591136078402053,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 378569.4473583406}"
uniform_keyword,2018-07-02,False,2,100000,6.108747158825481,0.2705246466008433,0.2433238580312286,1.1413127997939796,1.999675326205897,-0.23389242959289547,1.1566199345216452,16.90362215144473,297.0,0.5467341726714546,14774.996733631064,80226.50041651366,3.0,3.0,0.0,134.0,0.015,8551.068493150664,2992.0,1386.4300000000026,3.3936159425910235,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 301693.21148039046}"
uniform_keyword,2018-07-02,False,1,9825,11.417833469789043,0.36005424379036244,0.2550196920202797,1.3769623789662653,2.5075822170213127,-0.2025355093608684,1.7777339140507675,17.093943133950397,148.0,0.5544108542730362,1223.7197312780409,5628.600739320517,0.0,0.0,0.0,5.0,0.015,1029.6164383561634,2992.0,167.110000000001,6.612219236777891,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 51573.56892992667}"
uniform_keyword,2018-07-02,True,1,100000,4.74035007454418,0.23779239032206156,0.24375077893817146,1.0287570913071604,1.7639582608681073,-0.324429400554787,0.732955736796441,15.939144883125318,300.0,0.558829093931175,6814.289536608925,35623.818525541974,3.0,3.0,0.0,144.0,0.015,8324.958904109613,2992.0,1339.310000000004,2.9153776076388254,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 201346.78961424972}"
uniform_keyword,2018-07-02,True,2,100000,3.624850855191845,0.20556924786203967,0.24566465606910665,0.9112121215956545,1.5617045564414402,-0.3555681149137655,0.57814308775098,15.982789653469657,275.0,0.5603901908744274,11872.176875455936,62224.90657473204,3.0,3.0,0.0,123.0,0.015,7410.123287671229,2992.0,1192.3900000000008,2.1545026138409287,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 164117.3103926147}"
uniform_keyword,2018-07-02,True,1,9825,6.943630383758342,0.2878648918493385,0.2559616373168543,1.1517816694092615,2.0539323842486223,-0.30694106775771013,0.937850688903481,16.12424993601255,137.0,0.5663266065945243,965.682482304063,4201.614364728927,0.0,0.0,0.0,3.0,0.015,865.767123287672,2992.0,139.42000000000004,4.403381863689151,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-07-03', 'net_pnl': 27217.18179695587}"
uniform_keyword,2021-01-04,False,1,100000,8.002116006331716,0.47227062404015374,0.2824307825800706,1.5618862606315276,2.812717393437349,-0.20900219323884395,2.259644344978004,18.285433735171793,243.0,0.6857063730909586,7517.075404586898,40446.10547349927,3.0,3.0,0.0,112.0,0.015,7092.616438356174,2075.0,1141.6400000000008,4.568289844987945,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 377079.22981845215}"
uniform_keyword,2021-01-04,False,2,100000,6.501216371046178,0.4257529059781455,0.28401986871452106,1.4372594791933069,2.5877870572682236,-0.23593038921384624,1.8045700148964066,18.343309584686253,231.0,0.6878656905778561,13415.97600203153,72146.29329539534,3.0,3.0,0.0,102.0,0.015,6213.698630136982,2075.0,997.9900000000018,3.6407458552020353,"{'symbol': '515050.SH', 'entry': '2026-04-08', 'exit': '2026-06-30', 'net_pnl': 317632.57413398783}"
