variant,total_return,cagr,annual_volatility,sharpe,sortino,max_drawdown,calmar,annual_turnover,trade_count,average_exposure,total_fees,slippage_cost_estimate,blocked_order_count,limit_blocked_order_count,eligibility_blocked_order_count,liquidity_limited_order_count,cash_management_annual_rate,cash_interest_income,cash_interest_calendar_days,cash_management_fees,ret_2018—2020,mdd_2018—2020,ret_2021—2022,mdd_2021—2022,ret_2023—2024,mdd_2023—2024,ret_2025—2026,mdd_2025—2026,qualified_pool_size_mean,qualified_pool_size_max
baseline_core_45,5.821975423462932,0.2686870011552014,0.22228459709257065,1.222581620174473,2.1205583099113805,-0.2218193578066835,1.2112874359205532,16.163734971685397,256.0,0.5183461158453927,6417.139758380486,34933.2207946086,0.0,0.0,0.0,110.0,0.015,8495.342465753449,2947.0,1370.8500000000026,0.004639293967415803,-0.13718481429352214,0.20556341985184456,-0.2218193578066835,0.3857913052219748,-0.13617087525986526,3.0645464966281795,-0.12533203900561152,1.5513264129181084,6.0
global_rank_51,2.2619824214332183,0.15781909009233464,0.21395614884205677,0.8179461451216963,1.3172074501467113,-0.34535564498805904,0.45697556238813286,15.826415316697172,251.0,0.43237618437299624,4919.898459131841,29371.43944570722,0.0,0.0,0.0,108.0,0.015,8852.671232876744,2947.0,1439.23000000001,0.005259300069783146,-0.16194315346677424,0.03720523612158222,-0.34535564498805904,0.1533789319665526,-0.22690540764593814,1.7124816070685913,-0.13641747174070662,1.4385775862068966,5.0
anchor_equal_51,4.94203714955203,0.24715731677270036,0.2314850646437084,1.1062848929187477,1.8675846492205983,-0.2531344160704029,0.9763876465694016,16.65561862786815,256.0,0.5119065212889884,6206.4031838911615,35089.76986631156,0.0,0.0,0.0,103.0,0.015,8085.821917808227,2947.0,1304.6300000000138,0.004639293967415803,-0.13718481429352214,0.15714348586635474,-0.2531344160704029,0.2534437393725788,-0.22726348174430167,3.077867795593427,-0.12533599645475135,1.6191562143671607,6.0
champion_cash_gap_51,5.981998556408405,0.27233804314605625,0.22244514497198498,1.235287887267242,2.143969828187871,-0.20906256593091377,1.3026628747876954,16.332827038721945,264.0,0.519101779129785,6588.810666412409,35773.73721643926,0.0,0.0,0.0,113.0,0.015,8605.972602739756,2947.0,1388.3800000000065,0.004639293967415803,-0.13718481429352214,0.23620671475347677,-0.20906256593091377,0.38379979488502247,-0.13582739902523422,3.062610943522003,-0.125341390811315,1.6191562143671607,6.0
qualified_pool_51,1.3901137611213552,0.11404067135966045,0.23673269323882656,0.5918951145102871,0.949857694646691,-0.34535564498805904,0.33021226962600686,19.674356466476628,310.0,0.5397653650331492,6254.790759096156,35568.69878303471,0.0,0.0,0.0,126.0,0.015,5778.45205479454,2947.0,932.0200000000041,0.005259300069783146,-0.16194315346677424,0.03720523612158222,-0.34535564498805904,0.34116981712540384,-0.22690540764593814,0.7091965245101295,-0.23579823019715374,2.5422153369481024,5.0
theme_champion_51,1.410744067447621,0.11522797544038599,0.2363573845657788,0.597139556470696,0.9584629993634415,-0.3450906621774794,0.33390638481294077,19.650340594999314,315.0,0.537350889869962,6422.001691308348,36860.38608221412,0.0,0.0,0.0,130.0,0.015,6006.65753424658,2947.0,968.6999999999964,0.04305398813941563,-0.162056401491545,0.03704132127559956,-0.3450906621774794,0.30387831923060027,-0.24662579124024941,0.7092720590613042,-0.2358351076375801,2.146398140975988,5.0
challenger_dominance_51,5.572235515031073,0.2628362398111055,0.22084711054792283,1.2073663179345995,2.085738805281411,-0.2531344160704029,1.0383267668273297,15.915077908884756,251.0,0.5121619179015602,6139.8241836546285,33633.39045459331,0.0,0.0,0.0,104.0,0.015,8390.424657534295,2947.0,1355.2600000000089,0.004639293967415803,-0.13718481429352214,0.15714348586635474,-0.2531344160704029,0.38884540565383396,-0.13642271975067544,3.0706319412904444,-0.1253350666517017,1.5598631698973775,6.0
