symbol,entry_date,exit_date,entry_price,exit_price,startup_anchor_date,peak_date,entry_delay_days,exit_delay_days,holding_days,entry_markup_from_base,post_entry_peak_return,peak_giveback,move_capture_ratio,false_start,entry_forward_max_return_20d,entry_forward_return_20d,post_exit_max_return_10d,fixed_horizon_false_buy,material_premature_exit,failed_operation
510880.SH,2023-10-10,2023-10-11,2.659187098789215,2.627842841911316,2023-09-08,2023-10-16,16,-3,1,0.023551596624404203,-7.038951788795877e-05,-0.011717592673456845,0.4892271438175228,True,-7.038951788795877e-05,-0.04444486417268223,0.0118565225755205,True,False,True
513200.SH,2023-11-07,2023-11-28,0.9305055732250214,0.8766267080843448,2023-10-23,2023-11-08,11,14,15,0.1602314080661138,-0.008066147453063666,-0.050241897164872484,0.6167498091912332,True,-0.008066147453063666,-0.1391776448257529,-0.0041370885711017324,True,False,True
159941.SZ,2023-11-28,2024-01-05,0.8723490047812461,0.8856024114131927,2023-10-31,2024-01-19,20,-10,27,0.09867628753159452,0.07640406000793809,-0.05686645205609375,0.63174064757783,False,0.04774576427335875,0.04774576427335875,0.060295227733194734,True,True,True
159611.SZ,2024-01-05,2024-01-16,0.9000787890195847,0.8889319857120515,2023-12-07,2024-01-29,20,-9,7,0.04782160714794981,-0.001198561725928915,-0.011199113952744644,0.7482996769425185,True,-0.001198561725928915,-0.03119594678039761,0.011325954609034738,True,False,True
513500.SH,2024-01-12,2024-01-26,1.6193605095624923,1.6605044619560239,2024-01-05,2024-02-08,5,-9,10,0.023615987352060275,0.0775858707582191,-0.0484215143733272,0.481622397306307,False,0.0775858707582191,0.07264563900301546,0.050885465681203,False,True,True
512800.SH,2024-01-26,2024-03-05,0.5506600119352342,0.5743099880933762,2023-12-29,2024-02-23,19,7,21,0.056928949528254114,0.08052158448761726,-0.034773175667201284,0.7204048614836409,False,0.08052158448761726,0.046017438564640134,0.01687242695486524,False,False,False
515050.SH,2024-03-05,2024-03-28,0.31237440644502634,0.29764240785837176,2024-02-05,2024-03-19,15,7,17,0.31249747583100573,0.053223277570924266,-0.09531181972801417,0.6554110820765874,False,0.053223277570924266,-0.01080248867684852,0.058316924266053505,False,True,True
512400.SH,2024-03-27,2024-04-17,0.9851808272123338,1.0527352200031281,2024-02-28,2024-04-12,20,3,13,0.11068861353081849,0.12162152221353395,-0.047298459880734556,0.7602532095051366,False,0.12162152221353395,0.07594455099061892,0.03824782679560035,False,False,False
512800.SH,2024-04-17,2024-04-25,0.5917092205286026,0.5982811771392822,2024-03-19,2024-05-13,19,-9,6,0.039910746183102974,0.049501968786287875,-0.03658424323840015,0.5630996000756509,True,0.07316223650525577,0.06809224389383406,0.03797347404963913,False,False,False
513530.SH,2024-04-25,2024-06-14,1.0307755971312522,1.1678383038043976,2024-03-27,2024-05-28,19,12,32,0.06595200516926991,0.2262611393711369,-0.07607733381645787,0.6762231043618949,False,0.2262611393711369,0.2262611393711369,0.06692857002497066,False,True,True
159941.SZ,2024-06-12,2024-07-25,1.0648674363374708,1.0601298638582228,2024-05-14,2024-07-11,20,10,31,0.06486743633747083,0.09403285526314376,-0.09001725444522757,0.36442350157500764,False,0.08933743960762763,0.08088573620671435,0.03855196320538057,False,False,False
513500.SH,2024-07-25,2024-07-26,1.917162340712547,1.8958673228263858,2024-07-25,2024-07-29,0,-1,1,0.00322466107695063,0.028603556925750118,-0.038606835661349925,-0.24807693651615095,True,0.03016838058054816,0.028081928314127147,0.040157177202219785,True,False,True
159611.SZ,2024-07-26,2024-07-31,1.0582684410572052,1.0347568133354188,2024-07-17,2024-07-29,7,2,3,0.0175658460329442,-0.0030885296985965205,-0.019187805894724463,-0.3495435678579356,True,-0.0030885296985965205,-0.052225331430234556,-0.004597062695644527,True,False,True
512800.SH,2024-07-30,2024-08-08,0.6417691727876664,0.6232512128591537,2024-07-05,2024-08-22,17,-10,7,0.030127040550100403,0.029965354179043224,-0.057108622889265215,0.006610189260494405,True,0.039314482512775584,0.039314482512775584,0.060567552398518076,True,True,True
518880.SH,2024-08-19,2024-09-27,5.508602254867554,5.744098727607727,2024-07-25,2024-10-18,17,-10,27,0.03409087833903501,0.0792211701994292,-0.033793345374707795,0.6749167732477386,False,0.018588709336768705,0.018225667144035285,0.03497527698959324,True,False,True
512800.SH,2025-01-03,2025-02-10,0.7268712109804154,0.7351168014287949,2024-12-05,2025-02-18,20,-6,20,0.03248752119182208,0.04695297611554139,-0.03401205903037419,0.5459090420275616,True,0.034571135698831634,0.016686327987280647,0.03520961037695147,True,False,True
513200.SH,2025-02-12,2025-03-27,0.7109142913937568,0.8028265071332454,2025-01-13,2025-04-01,16,-3,31,0.1160349517319359,0.23221603184820938,-0.08353137108171749,0.6938347641027356,False,0.15907080632492487,0.11546496171736176,0.09114482312429018,False,True,True
518880.SH,2025-03-27,2025-05-13,6.805156331253053,7.282250689506531,2025-02-28,2025-04-22,19,12,29,0.05604540300918015,0.17293409373377933,-0.08766589772541733,0.5450265695630339,False,0.17293409373377933,0.1065139202205263,0.023584646286107125,False,False,False
513200.SH,2025-05-13,2025-05-28,0.8182031847000122,0.8706429256796836,2025-04-10,2025-06-12,20,-10,11,0.08371283426166576,0.2808554130105614,-0.16923383215445442,0.39468579257094166,False,0.2319678474266007,0.22952349828669028,0.20370814159817585,False,True,True
512800.SH,2025-05-28,2025-06-16,0.8049648200511933,0.8230112009525299,2025-04-30,2025-06-26,17,-8,12,0.05916425020022453,0.09445774574471,-0.06582154661269368,0.5207538405836717,False,0.09445774574471,0.09445774574471,0.07045928577567429,False,True,True
159865.SZ,2025-06-16,2025-06-19,0.604724772310257,0.5932871819019317,2025-05-16,2025-07-03,20,-10,3,0.03019550176854202,0.002108783941088044,-0.0209782577011709,0.3309037660736523,True,0.0186452165814337,0.0186452165814337,0.021427775088949552,True,False,True
159869.SZ,2025-06-20,2025-07-15,1.2064460429668427,1.2734699761867523,2025-05-23,2025-07-09,19,4,17,0.1098859514321402,0.09826714208066023,-0.03889061859812404,0.783487126650836,False,0.09826714208066023,0.052678640980396985,0.018477133185694994,False,False,False
515050.SH,2025-07-15,2025-10-15,0.41149321336746214,0.6352367776155472,2025-06-17,2025-10-29,20,-10,60,0.12737863730394983,0.8590828738935792,-0.16962511177234607,0.6755919604654291,False,0.17377393979200684,0.17377393979200684,0.2042753389789913,False,True,True
513500.SH,2025-12-18,2025-12-23,2.4185123407125473,2.456349958968163,2025-11-21,2026-01-05,19,-7,3,0.02696913848181115,0.02046199790033687,-0.004720411867140006,0.8969027890774727,True,0.02046199790033687,0.009298130776557612,0.004742799835768308,True,False,True
512070.SH,2025-12-24,2026-01-13,0.925108824825287,0.94786120095253,2025-12-03,2026-01-06,15,5,12,0.09350922886316138,0.07446820413879252,-0.04641731979024666,0.688251242595735,False,0.07446820413879252,-0.033627212485023206,-0.010403609281189552,False,False,False
159611.SZ,2026-03-18,2026-04-02,1.1393656114578248,1.0986800238132477,2026-02-13,2026-03-25,17,6,11,0.11266167709068853,0.05321771661013086,-0.08443334987031026,0.42431804307112975,False,0.05321771661013086,-0.03630578407034146,-0.0006189010516667315,False,False,False
515050.SH,2026-04-08,2026-05-22,0.8179803718328477,1.1026751723766328,2026-03-31,2026-06-04,5,-9,29,0.06369360003453828,0.5648296896436231,-0.1385350023255124,0.6529847225240364,False,0.34477557374278933,0.34477557374278933,0.16081326890760006,False,True,True
