,equity
2019-01-25,93839.94400158279
2019-01-28,93733.94731142982
2019-01-29,94083.33812410972
2019-01-30,93762.64077532201
2019-01-31,94518.03684893351
2019-02-01,95734.17919044603
2019-02-11,96587.678376485
2019-02-12,97668.77463226426
2019-02-13,99432.67566328157
2019-02-14,99717.17539196124
2019-02-15,97498.08022146333
2019-02-18,100912.07696561921
2019-02-19,100684.4798958789
2019-02-20,100855.17430667985
2019-02-21,99830.97392683137
2019-02-22,101424.17376403917
2019-02-25,106303.47398277231
2019-02-26,105722.19282247082
2019-02-27,105533.68834572921
2019-02-28,105501.28658079478
2019-03-01,105504.55164928794
2019-03-04,105516.44685476739
2019-03-05,105519.71192326055
2019-03-06,105522.9769917537
2019-03-07,105526.24206024686
2019-03-08,105529.50712874002
2019-03-11,105541.40233421947
2019-03-12,105544.66740271263
2019-03-13,105547.93247120579
2019-03-14,105551.19753969894
2019-03-15,105554.4626081921
2019-03-18,105566.35781367155
2019-03-19,105569.62288216471
2019-03-20,105572.88795065787
2019-03-21,105576.15301915102
2019-03-22,105579.41808764418
2019-03-25,105591.31329312363
2019-03-26,105594.57836161679
2019-03-27,105597.84343010995
2019-03-28,105601.1084986031
2019-03-29,105604.37356709626
2019-04-01,105616.26877257571
2019-04-02,105619.53384106887
2019-04-03,105622.79890956203
2019-04-04,105626.06397805519
2019-04-08,105642.27425202778
2019-04-09,105645.53932052094
2019-04-10,105648.8043890141
2019-04-11,105652.06945750726
2019-04-12,105655.33452600041
2019-04-15,105667.22973147986
2019-04-16,105670.49479997302
2019-04-17,105673.75986846618
2019-04-18,105677.02493695934
2019-04-19,105680.2900054525
2019-04-22,105692.18521093194
2019-04-23,105695.4502794251
2019-04-24,105698.71534791826
2019-04-25,105701.98041641142
2019-04-26,105705.24548490458
2019-04-29,105717.14069038403
2019-04-30,105720.40575887718
2019-05-06,105745.24616983609
2019-05-07,105748.51123832924
2019-05-08,105751.7763068224
2019-05-09,105755.04137531556
2019-05-10,105758.30644380872
2019-05-13,105770.20164928817
2019-05-14,105773.46671778132
2019-05-15,105776.73178627448
2019-05-16,105779.99685476764
2019-05-17,105783.2619232608
2019-05-20,105364.61944188886
2019-05-21,104907.4185153466
2019-05-22,105136.02238502319
2019-05-23,104335.91906037147
2019-05-24,103764.41960539635
2019-05-27,103453.49327637925
2019-05-28,103456.69615309157
2019-05-29,103459.8990298039
2019-05-30,103463.10190651623
2019-05-31,103466.30478322855
2019-06-03,103477.97341336554
2019-06-04,103481.17629007787
2019-06-05,103484.3791667902
2019-06-06,103487.58204350252
2019-06-10,103503.48355035184
2019-06-11,103506.68642706417
2019-06-12,103509.8893037765
2019-06-13,102980.74229258526
2019-06-14,103426.33655566206
2019-06-17,103649.14032715786
2019-06-18,103426.33655566206
2019-06-19,104317.53836173045
2019-06-20,104449.07608552126
2019-06-21,104452.310058124
2019-06-24,104464.09197593221
2019-06-25,104467.32594853496
2019-06-26,104470.5599211377
2019-06-27,104473.79389374044
2019-06-28,104477.02786634318
2019-07-01,104488.8097841514
2019-07-02,104179.51298902529
2019-07-03,104507.70876358052
2019-07-04,105382.910537224
2019-07-05,105164.1133541872
2019-07-08,104617.10735509891
2019-07-09,104194.36239542646
2019-07-10,104197.5963680292
2019-07-11,104200.83034063195
2019-07-12,104204.06431323469
2019-07-15,104215.8462310429
2019-07-16,104219.08020364564
2019-07-17,103695.53084979106
2019-07-18,102727.13049063733
2019-07-19,103803.12946448375
2019-07-22,103265.12997756053
2019-07-23,103695.53084979106
2019-07-24,104233.53033671426
2019-07-25,104771.52982363748
2019-07-26,104448.73397955945
2019-07-29,104986.73346648266
2019-07-30,104986.73346648266
2019-07-31,104879.12843833018
2019-08-01,103695.53084979106
2019-08-02,102606.3167599504
2019-08-05,102579.5240933261
2019-08-06,102582.695874148
2019-08-07,102585.86765496992
2019-08-08,102589.03943579183
2019-08-09,102592.21121661374
2019-08-12,102603.7665590795
2019-08-13,102606.9383399014
2019-08-14,102610.11012072332
2019-08-15,102613.28190154523
2019-08-16,102616.45368236714
2019-08-19,102628.00902483289
2019-08-20,101692.8119650937
2019-08-21,101431.21533308992
2019-08-22,101758.21502123841
2019-08-23,101823.61028109559
2019-08-26,100842.61121665008
2019-08-27,102608.41576968202
2019-08-28,102477.61745368013
2019-08-29,102019.8116532422
2019-08-30,102585.33212565871
2019-09-02,102596.88746812446
2019-09-03,102600.05924894637
2019-09-04,102603.23102976829
2019-09-05,102606.4028105902
2019-09-06,102609.5745914121
2019-09-09,104404.93048283037
2019-09-10,103842.43399950441
2019-09-11,102404.93388029512
2019-09-12,102904.93489357409
2019-09-16,103154.93167492327
2019-09-17,101154.935072388
2019-09-18,101092.43215176043
2019-09-19,102654.9306616443
2019-09-20,102404.93388029512
2019-09-23,101279.93346306261
2019-09-24,101842.42994638857
2019-09-25,100717.42952915606
2019-09-26,97592.43250938828
2019-09-27,97315.59013503799
2019-09-30,97118.59267133483
2019-10-08,96232.09234255561
2019-10-09,95050.08994716415
2019-10-10,94877.3716037146
2019-10-11,94968.38448699703
2019-10-14,94979.03352809293
2019-10-15,94981.95654179156
2019-10-16,94984.87955549019
2019-10-17,94987.80256918882
2019-10-18,94990.72558288745
2019-10-21,95001.37462398334
2019-10-22,95004.32873357239
2019-10-23,95007.28284316143
2019-10-24,95010.23695275048
2019-10-25,95013.19106233952
2019-10-28,95023.95339110665
2019-10-29,95026.9075006957
2019-10-30,95029.86161028474
2019-10-31,95032.81571987379
2019-11-01,95835.98247492044
2019-11-04,96366.07916080681
2019-11-05,97249.5853396627
2019-11-06,96601.68314897745
2019-11-07,97367.38382303446
2019-11-08,97013.9813514921
2019-11-11,94952.4833174917
2019-11-12,95011.37904846399
2019-11-13,95541.48275577753
2019-11-14,96130.48219406336
2019-11-15,95188.08028423517
2019-11-18,94986.71020219811
2019-11-19,95180.35282127427
2019-11-20,94541.22838138946
2019-11-21,93964.31883460117
2019-11-22,94005.83893169754
2019-11-25,94515.37836648412
2019-11-26,95252.97986127326
2019-11-27,95529.58179570622
2019-11-28,95990.58135606236
2019-11-29,96082.78566457219
2019-12-02,97189.18241120763
2019-12-03,95621.77511311955
2019-12-04,94515.37836648412
2019-12-05,94607.58267499394
2019-12-06,94884.18460942693
2019-12-09,95806.18373013921
2019-12-10,95437.3774871964
2019-12-11,95345.18416978307
2019-12-12,95898.37704755252
2019-12-13,96174.97898198552
2019-12-16,96359.37660790868
2019-12-17,96662.99343196939
2019-12-18,96483.22835748678
2019-12-19,96486.21356296622
2019-12-20,96344.66488390556
2019-12-23,95327.05776720634
