symbol,total_return,oos_return_2021_2026,signal_diff_days_vs_full51,holding_days
560280.SH,3.013674864575088,1.7877048298121,115,0
561380.SH,3.013674864575088,1.7877048298121,115,0
512980.SH,2.724683296383735,1.8064430232337214,70,20
513520.SH,1.8560155091881447,0.9836505191919509,53,33
513030.SH,3.0219902687741556,1.7469953288550868,110,12
561360.SH,3.013674864575088,1.7877048298121,115,0
