variant,date,baseline,alternative
live_schema,2025-05-08,518880.SH,159865.SZ
live_schema,2025-05-09,518880.SH,512660.SH|159865.SZ
live_schema,2025-05-12,518880.SH,512660.SH|159865.SZ
live_schema,2025-05-13,513200.SH,512660.SH
live_schema,2025-05-14,513200.SH,512660.SH
live_schema,2025-05-15,513200.SH,513530.SH
live_schema,2025-05-16,513200.SH,513530.SH
live_schema,2025-05-19,513200.SH,513530.SH
live_schema,2025-05-20,513200.SH,513530.SH
live_schema,2025-05-21,513200.SH,513530.SH
live_schema,2025-05-22,513200.SH,513530.SH
live_schema,2025-05-23,513200.SH,513530.SH
live_schema,2025-05-26,513200.SH,513530.SH
live_schema,2025-05-27,513200.SH,513530.SH
live_schema,2025-05-28,513200.SH|512800.SH,513530.SH
live_schema,2025-05-29,512800.SH,513530.SH
live_schema,2025-05-30,512800.SH,513530.SH
live_schema,2025-06-03,512800.SH,513530.SH
live_schema,2025-06-04,512800.SH,513530.SH
live_schema,2025-06-05,512800.SH,513530.SH
live_schema,2025-06-06,512800.SH,513530.SH
live_schema,2025-06-09,512800.SH,513530.SH
live_schema,2025-06-10,512800.SH,513530.SH
live_schema,2025-06-11,512800.SH,513530.SH
live_schema,2025-06-12,512800.SH,513530.SH
live_schema,2025-06-13,512800.SH,513530.SH
live_schema,2025-06-16,512800.SH,513530.SH|512800.SH
live_schema,2025-06-17,512800.SH,513530.SH
live_schema,2025-06-18,512800.SH,513530.SH
live_schema,2025-06-19,512800.SH,513530.SH
live_schema,2025-06-20,512800.SH,159869.SZ
live_schema,2025-06-23,512800.SH,159869.SZ
live_schema,2025-06-24,512800.SH,159869.SZ
live_schema,2025-06-25,512800.SH,159869.SZ
live_schema,2025-06-26,512800.SH,159869.SZ
live_schema,2025-06-27,512800.SH,159869.SZ
live_schema,2025-06-30,512800.SH,159869.SZ
live_schema,2025-07-01,cash,159869.SZ
live_schema,2025-07-02,cash,159869.SZ
live_schema,2025-07-03,cash,159869.SZ
live_schema,2025-07-04,515050.SH,159869.SZ
live_schema,2025-07-07,515050.SH,159869.SZ
live_schema,2025-07-08,515050.SH,159869.SZ
live_schema,2025-07-09,515050.SH,159869.SZ
live_schema,2025-07-10,515050.SH,159869.SZ
live_schema,2025-07-11,515050.SH,159869.SZ
live_schema,2025-07-14,515050.SH,159869.SZ
live_schema,2025-10-16,515050.SH,cash
live_schema,2025-10-17,515050.SH,cash
live_schema,2025-10-20,515050.SH,cash
live_schema,2025-10-21,515050.SH,cash
live_schema,2025-10-22,515050.SH,cash
live_schema,2025-10-23,515050.SH,cash
live_schema,2025-10-24,515050.SH,cash
live_schema,2025-10-27,515050.SH,cash
live_schema,2025-10-28,515050.SH,cash
live_schema,2025-10-29,515050.SH,cash
live_schema,2025-10-30,515050.SH,cash
live_schema,2025-10-31,515050.SH,cash
live_schema,2025-11-03,515050.SH,cash
live_schema,2025-12-23,513500.SH,cash
live_schema,2026-04-08,515050.SH,cash
live_schema,2026-04-09,515050.SH,cash
live_schema,2026-04-10,515050.SH,cash
live_schema,2026-04-13,515050.SH,159915.SZ
live_schema,2026-04-14,515050.SH,159915.SZ
live_schema,2026-04-15,515050.SH,159915.SZ
live_schema,2026-04-16,515050.SH,159915.SZ
live_schema,2026-04-17,515050.SH,159915.SZ
live_schema,2026-04-20,515050.SH,159915.SZ
live_schema,2026-04-21,515050.SH,159915.SZ
live_schema,2026-04-22,515050.SH,159915.SZ
live_schema,2026-04-23,515050.SH,159915.SZ
live_schema,2026-04-24,515050.SH,159915.SZ
live_schema,2026-04-27,515050.SH,159915.SZ
live_schema,2026-04-28,515050.SH,159915.SZ
live_schema,2026-04-29,515050.SH,159915.SZ
live_schema,2026-04-30,515050.SH,159915.SZ
live_schema,2026-05-06,515050.SH,159915.SZ
live_schema,2026-05-07,515050.SH,159915.SZ
live_schema,2026-05-08,515050.SH,159915.SZ
live_schema,2026-05-11,515050.SH,159915.SZ
live_schema,2026-05-12,515050.SH,159915.SZ
live_schema,2026-05-13,515050.SH,159915.SZ
live_schema,2026-05-14,515050.SH,159915.SZ
live_schema,2026-05-15,515050.SH,159915.SZ
live_schema,2026-05-18,515050.SH,159915.SZ
live_schema,2026-05-19,515050.SH,cash
live_schema,2026-05-20,515050.SH,cash
live_schema,2026-05-21,515050.SH,cash
live_schema,2026-05-22,515050.SH,cash
live_schema,2026-05-25,515050.SH,cash
live_schema,2026-05-26,515050.SH,cash
live_schema,2026-05-27,515050.SH,cash
live_schema,2026-05-28,515050.SH,cash
live_schema,2026-05-29,515050.SH,cash
live_schema,2026-06-01,515050.SH,cash
live_schema,2026-06-02,515050.SH,cash
live_schema,2026-06-03,515050.SH,cash
live_schema,2026-06-04,515050.SH,cash
live_schema,2026-06-05,515050.SH,cash
live_schema,2026-06-08,515050.SH,cash
live_schema,2026-06-09,515050.SH,cash
live_schema,2026-06-10,515050.SH,cash
live_schema,2026-06-11,515050.SH,cash
live_schema,2026-06-12,515050.SH,cash
live_schema,2026-06-15,515050.SH,cash
live_schema,2026-06-16,515050.SH,cash
live_schema,2026-06-17,515050.SH,cash
live_schema,2026-06-18,515050.SH,cash
live_schema,2026-06-22,515050.SH,cash
live_schema,2026-06-23,515050.SH,cash
live_schema,2026-06-24,515050.SH,cash
live_schema,2026-06-25,515050.SH,cash
live_schema,2026-06-26,515050.SH,cash
live_schema,2026-06-29,515050.SH,cash
live_schema,2026-07-13,512010.SH,cash
live_schema,2026-07-17,cash,512010.SH
live_schema,2026-07-20,159985.SZ,512010.SH
live_schema,2026-07-21,159985.SZ,512010.SH
live_schema,2026-07-22,159985.SZ,512010.SH
live_schema,2026-07-23,159985.SZ,512010.SH
live_schema,2026-07-24,159985.SZ,512010.SH
live_schema,2026-07-27,159985.SZ,512010.SH
live_schema,2026-07-28,159985.SZ,512010.SH
live_schema,2026-07-29,159985.SZ,512010.SH
live_schema,2026-07-30,159985.SZ,512800.SH
live_schema,2026-07-31,159985.SZ|512800.SH,512800.SH
simple_price,2018-10-15,512800.SH,518880.SH|512800.SH
simple_price,2018-10-16,512800.SH,518880.SH|512800.SH
simple_price,2018-10-17,cash,518880.SH
simple_price,2018-10-18,cash,518880.SH
simple_price,2018-10-19,cash,518880.SH
simple_price,2018-10-22,cash,518880.SH
simple_price,2018-10-23,cash,518880.SH
simple_price,2018-10-24,cash,518880.SH
simple_price,2018-10-25,cash,518880.SH
simple_price,2018-10-26,cash,518880.SH
simple_price,2018-10-29,cash,518880.SH
simple_price,2018-10-30,cash,518880.SH
simple_price,2018-10-31,cash,518880.SH
simple_price,2018-11-01,cash,518880.SH
simple_price,2018-11-02,cash,518880.SH
simple_price,2018-11-05,cash,518880.SH
simple_price,2018-11-06,512800.SH,518880.SH
simple_price,2018-11-07,512800.SH,518880.SH
simple_price,2018-11-08,512800.SH,518880.SH
simple_price,2018-11-09,512800.SH,518880.SH
simple_price,2018-11-12,512800.SH,518880.SH
simple_price,2018-11-13,cash,512800.SH
simple_price,2018-11-14,cash,512800.SH
simple_price,2018-11-15,cash,512800.SH
simple_price,2018-11-16,cash,512800.SH
simple_price,2018-11-19,cash,512800.SH
simple_price,2018-11-20,cash,512800.SH
simple_price,2018-11-30,cash,518880.SH
simple_price,2018-12-03,cash,518880.SH
simple_price,2018-12-12,cash,518880.SH
simple_price,2018-12-13,cash,518880.SH
simple_price,2018-12-14,cash,518880.SH
simple_price,2018-12-17,cash,518880.SH
simple_price,2018-12-18,cash,518880.SH
simple_price,2018-12-19,cash,518880.SH
simple_price,2018-12-20,cash,518880.SH
simple_price,2018-12-21,cash,518880.SH
simple_price,2018-12-24,cash,518880.SH
simple_price,2018-12-25,cash,518880.SH
simple_price,2018-12-26,cash,518880.SH
simple_price,2018-12-27,cash,518880.SH
simple_price,2018-12-28,cash,518880.SH
simple_price,2019-01-02,cash,518880.SH
simple_price,2019-01-03,cash,518880.SH
simple_price,2019-01-04,cash,518880.SH
simple_price,2019-01-07,cash,518880.SH
simple_price,2019-01-08,cash,518880.SH
simple_price,2019-01-09,cash,518880.SH
simple_price,2019-01-10,cash,518880.SH
simple_price,2019-01-11,cash,518880.SH
simple_price,2019-01-14,cash,518880.SH
simple_price,2019-01-15,cash,518880.SH
simple_price,2019-01-24,cash,518880.SH
simple_price,2019-05-14,cash,513500.SH
simple_price,2019-05-20,513500.SH,cash
simple_price,2019-05-21,513500.SH,cash
simple_price,2019-05-22,513500.SH,cash
simple_price,2019-05-28,cash,518880.SH
simple_price,2019-05-29,cash,518880.SH
simple_price,2019-05-30,cash,518880.SH
simple_price,2019-05-31,cash,518880.SH
simple_price,2019-06-03,cash,518880.SH
simple_price,2019-06-04,cash,518880.SH
simple_price,2019-06-05,cash,518880.SH
simple_price,2019-06-06,cash,518880.SH
simple_price,2019-06-10,cash,518880.SH
simple_price,2019-06-11,cash,518880.SH
simple_price,2019-06-12,cash,518880.SH
simple_price,2019-06-13,513500.SH,518880.SH
simple_price,2019-06-14,513500.SH,518880.SH
simple_price,2019-06-17,513500.SH,518880.SH
simple_price,2019-06-18,513500.SH,518880.SH
simple_price,2019-06-19,513500.SH,518880.SH
simple_price,2019-06-20,cash,518880.SH
simple_price,2019-06-21,cash,518880.SH
simple_price,2019-06-24,cash,518880.SH
simple_price,2019-06-25,cash,518880.SH
simple_price,2019-06-26,cash,518880.SH
simple_price,2019-06-27,cash,518880.SH
simple_price,2019-06-28,cash,513500.SH
simple_price,2019-07-01,cash,513500.SH
simple_price,2019-07-09,cash,518880.SH
simple_price,2019-07-10,cash,518880.SH
simple_price,2019-07-11,cash,518880.SH
simple_price,2019-07-12,cash,518880.SH
simple_price,2019-07-15,cash,518880.SH
simple_price,2019-07-16,cash,518880.SH
simple_price,2019-07-17,513500.SH,518880.SH
simple_price,2019-07-18,513500.SH,518880.SH
simple_price,2019-07-19,513500.SH,518880.SH
simple_price,2019-07-22,513500.SH,518880.SH
simple_price,2019-07-23,513500.SH,518880.SH
simple_price,2019-08-02,513500.SH,159915.SZ|513500.SH
simple_price,2019-08-05,cash,159915.SZ
simple_price,2019-08-15,cash,512010.SH
simple_price,2019-08-16,cash,512010.SH
simple_price,2019-08-19,cash,512010.SH
simple_price,2019-08-20,159915.SZ,512010.SH
simple_price,2019-08-21,159915.SZ,512010.SH
simple_price,2019-08-22,159915.SZ,512010.SH
simple_price,2019-08-23,159915.SZ,512010.SH
simple_price,2019-08-26,159915.SZ,512010.SH
simple_price,2019-08-27,159915.SZ,512010.SH
simple_price,2019-08-28,159915.SZ,512010.SH
simple_price,2019-08-29,159915.SZ,512010.SH
simple_price,2019-08-30,cash,512010.SH
simple_price,2019-09-02,cash,512010.SH
simple_price,2019-09-03,cash,512010.SH
simple_price,2019-09-04,cash,512010.SH
simple_price,2019-09-05,cash,512010.SH
simple_price,2019-09-06,cash,512010.SH
simple_price,2019-09-09,159915.SZ,512010.SH
simple_price,2019-09-10,159915.SZ,512010.SH
simple_price,2019-09-11,159915.SZ,510500.SH|512010.SH
simple_price,2019-09-12,159915.SZ,510500.SH|512010.SH
simple_price,2019-09-16,159915.SZ,510500.SH
simple_price,2019-09-17,159915.SZ,510500.SH
simple_price,2019-09-18,159915.SZ,510500.SH
simple_price,2019-09-19,159915.SZ,510500.SH
simple_price,2019-09-20,159915.SZ,510500.SH
simple_price,2019-09-23,159915.SZ,510500.SH
simple_price,2019-10-10,513500.SH,513500.SH|512800.SH
simple_price,2019-10-11,cash,512800.SH
simple_price,2019-10-14,cash,512800.SH
simple_price,2019-10-15,cash,512800.SH
simple_price,2019-10-16,cash,512800.SH
simple_price,2019-10-17,cash,512800.SH
simple_price,2019-10-18,cash,512800.SH
simple_price,2019-10-21,cash,512800.SH
simple_price,2019-10-22,cash,512800.SH
simple_price,2019-10-23,cash,512800.SH
simple_price,2019-10-24,cash,512800.SH
simple_price,2019-10-25,cash,512800.SH
simple_price,2019-10-28,cash,512800.SH
simple_price,2019-10-29,cash,512800.SH
simple_price,2019-10-30,cash,512800.SH
simple_price,2019-10-31,cash,512800.SH
simple_price,2019-11-01,159915.SZ,159915.SZ|512800.SH
simple_price,2019-11-05,159915.SZ,510300.SH
simple_price,2019-11-06,159915.SZ,510300.SH
simple_price,2019-11-07,159915.SZ,510300.SH
simple_price,2019-11-08,159915.SZ,510300.SH
simple_price,2019-11-11,159915.SZ,510300.SH
simple_price,2019-11-12,159915.SZ,cash
simple_price,2019-11-18,cash,513500.SH
simple_price,2019-12-18,cash,513500.SH
simple_price,2019-12-19,cash,512800.SH
simple_price,2019-12-27,159915.SZ,159915.SZ|512800.SH
simple_price,2020-01-06,cash,513500.SH
simple_price,2020-02-03,cash,512400.SH
simple_price,2020-02-04,cash,518880.SH
simple_price,2020-02-05,cash,518880.SH
simple_price,2020-02-06,cash,518880.SH
simple_price,2020-02-07,cash,518880.SH
simple_price,2020-02-10,cash,518880.SH
simple_price,2020-02-11,cash,518880.SH
simple_price,2020-03-02,cash,512660.SH
simple_price,2020-03-03,cash,512660.SH
simple_price,2020-03-04,cash,512660.SH
simple_price,2020-03-05,cash,512660.SH
simple_price,2020-03-06,cash,512660.SH
simple_price,2020-03-09,cash,512660.SH
simple_price,2020-03-10,cash,512660.SH
simple_price,2020-03-11,cash,512660.SH
simple_price,2020-03-12,cash,512660.SH
simple_price,2020-03-13,cash,512660.SH
simple_price,2020-03-16,cash,512660.SH
simple_price,2020-03-30,cash,512010.SH
simple_price,2020-03-31,cash,518880.SH
simple_price,2020-04-01,cash,518880.SH
simple_price,2020-04-10,cash,512010.SH
simple_price,2020-04-13,cash,512010.SH
simple_price,2020-04-14,cash,512010.SH
simple_price,2020-04-15,cash,512010.SH
simple_price,2020-04-16,cash,512010.SH
simple_price,2020-04-17,cash,512010.SH
simple_price,2020-04-20,cash,512010.SH
simple_price,2020-04-21,cash,512010.SH
simple_price,2020-04-22,cash,512010.SH
simple_price,2020-04-23,cash,512010.SH
simple_price,2020-04-24,cash,512010.SH
simple_price,2020-04-27,cash,512010.SH|512660.SH
simple_price,2020-04-28,cash,512010.SH|512660.SH
simple_price,2020-04-29,cash,159915.SZ|512660.SH
simple_price,2020-04-30,cash,159915.SZ
simple_price,2020-05-07,cash,515050.SH
simple_price,2020-05-08,cash,515050.SH
simple_price,2020-05-11,cash,515050.SH
simple_price,2020-05-12,cash,515050.SH
simple_price,2020-05-13,cash,515050.SH
simple_price,2020-05-14,cash,515050.SH
simple_price,2020-05-15,cash,515050.SH
simple_price,2020-05-18,cash,515050.SH
simple_price,2020-05-19,cash,515050.SH
simple_price,2020-05-20,cash,515050.SH
simple_price,2020-05-25,cash,512010.SH
simple_price,2020-05-26,cash,512010.SH
simple_price,2020-05-27,cash,512010.SH
simple_price,2020-05-28,cash,512010.SH
simple_price,2020-05-29,cash,512010.SH
simple_price,2020-06-01,cash,512010.SH
simple_price,2020-06-02,cash,512010.SH
simple_price,2020-06-03,cash,512010.SH
simple_price,2020-06-04,518880.SH,512010.SH
simple_price,2020-06-05,518880.SH,512010.SH
simple_price,2020-06-08,159941.SZ,512010.SH
simple_price,2020-06-09,159941.SZ,512010.SH
simple_price,2020-06-10,159941.SZ,512010.SH
simple_price,2020-06-11,159941.SZ,513500.SH|512010.SH
simple_price,2020-06-12,159941.SZ,513500.SH|512010.SH
simple_price,2020-06-15,159941.SZ,513500.SH
simple_price,2020-06-16,159941.SZ,513500.SH|159941.SZ
simple_price,2020-06-23,159941.SZ,159941.SZ|513030.SH
simple_price,2020-06-24,159941.SZ,159941.SZ|513030.SH
simple_price,2020-06-29,159941.SZ,159941.SZ|513030.SH
simple_price,2020-06-30,cash,513030.SH
simple_price,2020-07-01,cash,513030.SH
simple_price,2020-07-02,cash,513030.SH
simple_price,2020-07-03,cash,513030.SH
simple_price,2020-09-25,cash,159985.SZ
simple_price,2020-09-28,cash,159985.SZ
simple_price,2020-09-29,cash,159985.SZ
simple_price,2020-09-30,cash,159985.SZ
simple_price,2020-10-09,cash,159985.SZ
simple_price,2020-10-12,cash,159985.SZ
simple_price,2020-10-13,cash,159985.SZ
simple_price,2020-10-14,cash,159985.SZ
simple_price,2020-10-15,cash,159985.SZ
simple_price,2020-10-16,cash,159985.SZ
simple_price,2020-10-19,cash,159985.SZ
simple_price,2020-10-20,cash,159985.SZ
simple_price,2020-10-21,cash,159985.SZ
simple_price,2020-10-22,cash,159985.SZ
simple_price,2020-10-23,cash,159985.SZ
simple_price,2020-10-26,cash,159985.SZ
simple_price,2020-10-27,cash,159985.SZ
simple_price,2020-10-28,cash,159985.SZ
simple_price,2020-10-29,cash,159985.SZ
simple_price,2020-10-30,cash,159985.SZ
simple_price,2020-11-02,cash,159985.SZ
simple_price,2020-12-08,cash,512800.SH
simple_price,2020-12-09,cash,512800.SH
simple_price,2020-12-10,cash,512800.SH
simple_price,2020-12-11,cash,512800.SH
simple_price,2020-12-14,cash,512800.SH
simple_price,2020-12-15,cash,512800.SH
simple_price,2020-12-16,cash,512800.SH
simple_price,2020-12-17,cash,512400.SH
simple_price,2020-12-18,cash,512400.SH
simple_price,2020-12-21,cash,512400.SH
simple_price,2020-12-22,cash,512400.SH
simple_price,2020-12-23,cash,512010.SH
simple_price,2020-12-24,cash,512010.SH
simple_price,2020-12-25,cash,512010.SH
simple_price,2020-12-28,cash,512010.SH
simple_price,2020-12-29,cash,512010.SH
simple_price,2020-12-30,cash,512010.SH
simple_price,2020-12-31,cash,512010.SH
simple_price,2021-01-04,cash,512010.SH
simple_price,2021-01-05,cash,512010.SH
simple_price,2021-01-06,cash,512010.SH
simple_price,2021-01-07,cash,512010.SH
simple_price,2021-01-08,cash,512010.SH
simple_price,2021-01-11,cash,512010.SH
simple_price,2021-01-12,cash,512010.SH
simple_price,2021-01-13,cash,512010.SH
simple_price,2021-02-01,cash,512800.SH
simple_price,2021-02-02,cash,512800.SH
simple_price,2021-02-03,cash,512800.SH
simple_price,2021-02-04,cash,512800.SH
simple_price,2021-02-05,cash,512800.SH
simple_price,2021-02-08,cash,512800.SH
simple_price,2021-02-09,cash,512800.SH
simple_price,2021-02-10,cash,512800.SH
simple_price,2021-02-18,cash,512800.SH
simple_price,2021-02-19,cash,512800.SH
simple_price,2021-02-22,cash,512800.SH
simple_price,2021-02-23,cash,512800.SH
simple_price,2021-02-24,cash,512800.SH
simple_price,2021-02-25,cash,512800.SH
simple_price,2021-02-26,cash,512800.SH
simple_price,2021-03-01,cash,512800.SH
simple_price,2021-03-02,cash,512800.SH
simple_price,2021-03-03,cash,512800.SH
simple_price,2021-03-04,cash,512800.SH
simple_price,2021-03-05,cash,512800.SH
simple_price,2021-03-08,cash,512800.SH
simple_price,2021-03-09,cash,512800.SH
simple_price,2021-03-10,cash,513500.SH
simple_price,2021-03-11,cash,513500.SH
simple_price,2021-03-12,cash,513500.SH
simple_price,2021-03-15,cash,513500.SH
simple_price,2021-03-16,cash,513500.SH
simple_price,2021-03-17,cash,513500.SH
simple_price,2021-03-18,cash,513500.SH
simple_price,2021-03-19,cash,513500.SH
simple_price,2021-03-22,cash,513500.SH
simple_price,2021-03-23,cash,513500.SH
simple_price,2021-03-24,cash,513500.SH
simple_price,2021-03-31,513500.SH,513500.SH|512800.SH
simple_price,2021-04-01,513500.SH,510880.SH|513500.SH
simple_price,2021-04-02,cash,510880.SH|513500.SH
simple_price,2021-04-06,cash,510880.SH
simple_price,2021-04-07,cash,510880.SH
simple_price,2021-04-08,cash,510880.SH
simple_price,2021-04-09,159941.SZ,510880.SH
simple_price,2021-04-12,159941.SZ,510880.SH
simple_price,2021-04-13,159941.SZ,510880.SH
simple_price,2021-04-23,159941.SZ,159941.SZ|512690.SH
simple_price,2021-04-26,159941.SZ,159941.SZ|512690.SH
simple_price,2021-04-27,159941.SZ,159941.SZ|512690.SH
simple_price,2021-04-28,159941.SZ,159941.SZ|512690.SH
simple_price,2021-04-29,cash,159941.SZ|512690.SH
simple_price,2021-04-30,cash,512690.SH
simple_price,2021-05-06,cash,512690.SH
simple_price,2021-05-07,cash,510880.SH
simple_price,2021-05-10,cash,510880.SH
simple_price,2021-05-11,cash,510880.SH
simple_price,2021-05-12,cash,510880.SH
simple_price,2021-05-13,cash,510880.SH
simple_price,2021-05-14,cash,510880.SH
simple_price,2021-05-17,cash,510880.SH
simple_price,2021-05-18,cash,510880.SH
simple_price,2021-05-19,cash,510880.SH
simple_price,2021-05-20,cash,510880.SH
simple_price,2021-05-21,cash,518880.SH
simple_price,2021-05-24,cash,518880.SH
simple_price,2021-05-25,cash,518880.SH
simple_price,2021-05-26,cash,518880.SH
simple_price,2021-05-27,cash,518880.SH
simple_price,2021-05-28,cash,518880.SH
simple_price,2021-05-31,cash,518880.SH
simple_price,2021-06-01,cash,518880.SH
simple_price,2021-06-02,cash,518880.SH
simple_price,2021-06-03,cash,518880.SH
simple_price,2021-06-04,cash,518880.SH
simple_price,2021-06-07,cash,512010.SH
simple_price,2021-06-08,512760.SH,512010.SH
simple_price,2021-06-09,512760.SH,512010.SH
simple_price,2021-06-10,512760.SH,512010.SH
simple_price,2021-06-11,512760.SH,512010.SH
simple_price,2021-06-15,512760.SH,512010.SH
simple_price,2021-06-16,512760.SH,159819.SZ
simple_price,2021-06-17,512760.SH,159819.SZ
simple_price,2021-06-18,512760.SH,159819.SZ
simple_price,2021-06-21,512760.SH,159819.SZ
simple_price,2021-06-22,512760.SH,159819.SZ
simple_price,2021-06-23,512760.SH,159819.SZ
simple_price,2021-06-24,512760.SH,159819.SZ
simple_price,2021-06-25,512760.SH,515050.SH|159819.SZ
simple_price,2021-06-28,512760.SH,515050.SH
simple_price,2021-06-29,512760.SH,515050.SH
simple_price,2021-06-30,512760.SH,515050.SH
simple_price,2021-07-01,512760.SH,515050.SH
simple_price,2021-07-02,512760.SH,515050.SH
simple_price,2021-07-05,512760.SH,515050.SH
simple_price,2021-07-06,512760.SH,515050.SH
simple_price,2021-07-07,512760.SH,515050.SH
simple_price,2021-07-08,512760.SH,515050.SH
simple_price,2021-07-09,512760.SH,515050.SH
simple_price,2021-07-12,512760.SH,515050.SH
simple_price,2021-07-13,512760.SH,515050.SH
simple_price,2021-07-14,512760.SH,515050.SH
simple_price,2021-07-15,512760.SH,515050.SH
simple_price,2021-07-16,512760.SH,cash
simple_price,2021-07-19,512760.SH,cash
simple_price,2021-07-20,512760.SH,cash
simple_price,2021-07-21,512760.SH,cash
simple_price,2021-07-22,512760.SH,cash
simple_price,2021-07-23,512760.SH,cash
simple_price,2021-07-26,512760.SH,cash
simple_price,2021-07-27,512760.SH,cash
simple_price,2021-07-28,512760.SH,cash
simple_price,2021-07-29,512760.SH,cash
simple_price,2021-07-30,512760.SH,cash
simple_price,2021-08-02,512760.SH,cash
simple_price,2021-08-03,512760.SH,cash
simple_price,2021-08-04,512760.SH,cash
simple_price,2021-08-05,512760.SH,cash
simple_price,2021-08-06,512760.SH,cash
simple_price,2021-08-09,512760.SH,cash
simple_price,2021-08-10,512760.SH,cash
simple_price,2021-08-11,512760.SH,cash
simple_price,2021-08-12,512760.SH,cash
simple_price,2021-08-13,512760.SH,cash
simple_price,2021-08-16,512760.SH,cash
simple_price,2021-08-17,512760.SH,cash
simple_price,2021-08-18,512760.SH,cash
simple_price,2021-10-12,cash,159865.SZ
simple_price,2021-10-21,cash,159865.SZ
simple_price,2021-10-22,cash,159865.SZ
simple_price,2021-10-25,cash,159865.SZ
simple_price,2021-10-26,cash,159865.SZ
simple_price,2021-10-27,cash,512660.SH|159865.SZ
simple_price,2021-10-28,159865.SZ,512660.SH
simple_price,2021-11-11,510630.SH|512980.SH,510630.SH|159865.SZ
simple_price,2021-11-12,510630.SH|512980.SH,510630.SH|159865.SZ
simple_price,2021-11-15,510630.SH|512980.SH,510630.SH|159865.SZ
simple_price,2021-11-16,510630.SH|512980.SH,510630.SH|159865.SZ
simple_price,2021-12-28,cash,515050.SH
simple_price,2021-12-29,cash,515050.SH
simple_price,2021-12-30,cash,515050.SH
simple_price,2021-12-31,cash,515050.SH
simple_price,2022-01-04,cash,515050.SH
simple_price,2022-01-05,cash,515050.SH
simple_price,2022-01-06,cash,515050.SH
simple_price,2022-01-07,cash,516970.SH
simple_price,2022-01-10,cash,516970.SH
simple_price,2022-01-11,cash,516970.SH
simple_price,2022-01-12,cash,516970.SH
simple_price,2022-01-13,cash,516970.SH
simple_price,2022-01-14,cash,516970.SH
simple_price,2022-01-17,cash,512200.SH
simple_price,2022-01-18,cash,512200.SH
simple_price,2022-01-19,cash,512200.SH
simple_price,2022-01-20,cash,159745.SZ
simple_price,2022-01-21,cash,159745.SZ
simple_price,2022-01-24,cash,159745.SZ
simple_price,2022-01-25,512200.SH,159745.SZ
simple_price,2022-01-26,512200.SH,159745.SZ
simple_price,2022-01-27,512200.SH,159766.SZ|159745.SZ
simple_price,2022-01-28,512200.SH,159766.SZ
simple_price,2022-02-07,cash,159766.SZ
simple_price,2022-02-08,cash,159766.SZ
simple_price,2022-02-09,cash,159766.SZ
simple_price,2022-02-10,cash,159766.SZ
simple_price,2022-02-11,cash,159766.SZ
simple_price,2022-02-14,cash,159766.SZ
simple_price,2022-02-15,159981.SZ,159766.SZ
simple_price,2022-02-16,159981.SZ,159766.SZ
simple_price,2022-02-17,159981.SZ,159766.SZ
simple_price,2022-02-18,159981.SZ,159766.SZ
simple_price,2022-02-21,159981.SZ,159766.SZ
simple_price,2022-02-22,159981.SZ,159766.SZ
simple_price,2022-02-23,159981.SZ,159766.SZ
simple_price,2022-02-24,159981.SZ,515220.SH|159766.SZ
simple_price,2022-02-25,159981.SZ,515220.SH
simple_price,2022-02-28,159981.SZ,515220.SH
simple_price,2022-03-01,159981.SZ,515220.SH
simple_price,2022-03-02,159981.SZ,515220.SH
simple_price,2022-03-03,159981.SZ,515220.SH
simple_price,2022-03-04,159981.SZ,515220.SH
simple_price,2022-03-07,159981.SZ,515220.SH
simple_price,2022-03-08,159981.SZ,515220.SH
simple_price,2022-03-09,159981.SZ,515220.SH
simple_price,2022-03-10,159981.SZ,515220.SH
simple_price,2022-03-11,159981.SZ,515220.SH
simple_price,2022-03-14,159981.SZ,518880.SH
simple_price,2022-03-15,159981.SZ,518880.SH
simple_price,2022-03-16,159981.SZ,518880.SH
simple_price,2022-03-17,159981.SZ,518880.SH
simple_price,2022-03-18,159981.SZ,518880.SH
simple_price,2022-03-21,159981.SZ,518880.SH
simple_price,2022-03-22,159981.SZ,518880.SH
simple_price,2022-03-23,159981.SZ,518880.SH
simple_price,2022-03-24,159981.SZ,518880.SH
simple_price,2022-03-25,159981.SZ,518880.SH
simple_price,2022-03-28,159981.SZ,518880.SH
simple_price,2022-04-01,159981.SZ,510880.SH|159981.SZ
simple_price,2022-04-06,159981.SZ,510880.SH
simple_price,2022-04-07,cash,510880.SH
simple_price,2022-04-08,cash,510880.SH
simple_price,2022-04-11,cash,510880.SH
simple_price,2022-04-12,cash,510880.SH
simple_price,2022-04-22,cash,518880.SH
simple_price,2022-04-25,cash,518880.SH
simple_price,2022-04-26,cash,518880.SH
simple_price,2022-05-09,518880.SH,159981.SZ
simple_price,2022-05-18,cash,159981.SZ
simple_price,2022-05-27,cash,159981.SZ
simple_price,2022-06-13,159981.SZ|159755.SZ,159755.SZ
simple_price,2022-07-05,159755.SZ,cash
simple_price,2022-07-06,159755.SZ,cash
simple_price,2022-07-07,159755.SZ,512690.SH
simple_price,2022-07-08,159755.SZ,512690.SH
simple_price,2022-07-11,159755.SZ,512690.SH
simple_price,2022-07-12,159755.SZ,512690.SH
simple_price,2022-07-13,159755.SZ,512690.SH
simple_price,2022-07-14,159755.SZ,516150.SH
simple_price,2022-07-15,159755.SZ,516150.SH
simple_price,2022-07-18,159755.SZ,516150.SH
simple_price,2022-07-19,159755.SZ,516150.SH
simple_price,2022-07-20,159755.SZ,516150.SH
