variant,date,baseline,alternative
live_schema,2024-08-02,512800.SH,512760.SH
live_schema,2024-08-05,512800.SH,512760.SH
live_schema,2024-08-06,512800.SH,cash
live_schema,2024-08-07,512800.SH,cash
live_schema,2024-09-25,518880.SH,159851.SZ
live_schema,2024-11-19,159851.SZ,cash
live_schema,2024-11-20,159851.SZ,cash
live_schema,2024-11-21,159851.SZ,cash
live_schema,2024-11-22,159851.SZ,cash
live_schema,2024-11-25,159851.SZ,cash
live_schema,2024-11-26,159851.SZ,cash
live_schema,2024-11-27,159851.SZ,cash
live_schema,2024-11-28,159851.SZ,cash
live_schema,2024-11-29,159851.SZ,cash
live_schema,2024-12-02,159851.SZ,cash
live_schema,2024-12-03,159851.SZ,cash
live_schema,2024-12-04,159851.SZ,cash
live_schema,2024-12-05,159851.SZ,cash
live_schema,2024-12-06,159851.SZ,cash
live_schema,2024-12-09,159851.SZ,cash
live_schema,2024-12-10,159851.SZ,cash
live_schema,2025-01-23,512800.SH,513520.SH
live_schema,2025-01-24,512800.SH,513520.SH
live_schema,2025-01-27,512800.SH,513500.SH
live_schema,2025-02-05,512800.SH,513500.SH
live_schema,2025-02-06,512800.SH,513500.SH
live_schema,2025-02-07,512800.SH,cash
live_schema,2025-02-12,513200.SH,cash
live_schema,2025-02-13,513200.SH,cash
live_schema,2025-02-14,513200.SH,cash
live_schema,2025-02-17,513200.SH,cash
live_schema,2025-03-27,518880.SH|513200.SH,513200.SH|512400.SH
live_schema,2025-03-28,518880.SH,512400.SH
live_schema,2025-03-31,518880.SH,512400.SH
live_schema,2025-04-01,518880.SH,512400.SH
live_schema,2025-04-02,518880.SH,512400.SH
live_schema,2025-04-03,518880.SH,512400.SH
live_schema,2025-04-07,518880.SH,cash
live_schema,2025-04-08,518880.SH,159985.SZ
live_schema,2025-04-09,518880.SH,159985.SZ
live_schema,2025-04-10,518880.SH,159985.SZ
live_schema,2025-04-11,518880.SH,159985.SZ
live_schema,2025-04-14,518880.SH,159985.SZ
live_schema,2025-04-15,518880.SH,159985.SZ
live_schema,2025-04-16,518880.SH,159985.SZ
live_schema,2025-04-17,518880.SH,159865.SZ
live_schema,2025-04-18,518880.SH,159865.SZ
live_schema,2025-04-21,518880.SH,159865.SZ
live_schema,2025-04-22,518880.SH,159865.SZ
live_schema,2025-04-23,518880.SH,159865.SZ
live_schema,2025-04-24,518880.SH,159865.SZ
live_schema,2025-04-25,518880.SH,159865.SZ
live_schema,2025-04-28,518880.SH,159865.SZ
live_schema,2025-04-29,518880.SH,159865.SZ
live_schema,2025-04-30,518880.SH,159865.SZ
live_schema,2025-05-06,518880.SH,159865.SZ
live_schema,2025-05-07,518880.SH,159865.SZ
