variant,symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
baseline,513500.SH,2019-11-19,2019-11-25,2019-12-17,2019-12-18,5,2,92200.0,1.029856642781227,1.046640380381607,94984.48347311113,96471.2929982628,60.65108160335623,1486.8095251516643,0.015653183244109137,21,胜
baseline,512800.SH,2019-12-20,2019-12-20,2019-12-27,2019-12-27,1,1,169600.0,0.5686816186189652,0.5663195719003677,96477.33703853181,96018.98505448409,57.74886057362365,-458.3519840477238,-0.00475087723311296,5,负
baseline,159915.SZ,2019-12-27,2019-12-27,2020-01-06,2020-01-06,1,1,55400.0,1.7300736448764802,1.753892841911316,95874.83375013486,97136.51374285434,57.90352301041317,1261.6799927194807,0.013159657684597592,5,胜
baseline,518880.SH,2020-06-04,2020-06-04,2020-06-08,2020-06-08,1,1,25500.0,3.819578057289124,3.769471129512787,97428.46023301093,96092.67734843529,58.05622627903462,-1335.7828845756449,-0.013710397160962784,2,负
baseline,159941.SZ,2020-06-08,2020-06-10,2020-06-23,2020-06-30,3,4,176300.0,0.5467348224771611,0.5507816950111448,96418.26600748432,97069.15745934466,62.572175880988,650.8914518603415,0.006750706881721191,14,胜
baseline,159985.SZ,2020-11-03,2020-11-06,2020-11-10,2020-11-13,4,4,86600.0,1.1252170164829038,1.1575734670735396,97474.27484851316,100215.78848989397,60.554979768250945,2741.513641380807,0.028125509480747102,8,胜
baseline,513500.SH,2021-03-25,2021-03-29,2021-03-31,2021-04-02,3,3,83500.0,1.205300621624093,1.2354265728983052,100672.79468618344,103127.17140135737,61.140216222786066,2454.3767151739303,0.024379741546111777,6,胜
baseline,159941.SZ,2021-04-09,2021-04-15,2021-04-23,2021-04-29,5,5,146600.0,0.7037661340882191,0.6987889131170381,103205.62082540063,102410.87722677553,65.08300424997609,-794.7435986251076,-0.00770058444752364,14,负
baseline,512760.SH,2021-06-08,2021-06-08,2021-08-19,2021-08-19,1,1,159300.0,0.6437716066837311,0.7550927823781968,102583.58278980177,120250.1943487769,66.85172915326953,17666.611558975128,0.17221675319309893,51,胜
baseline,159865.SZ,2021-10-28,2021-10-28,2021-10-29,2021-10-29,1,1,125500.0,0.8039635732650757,0.7910495957136154,100927.69767330044,99246.94124478012,60.052245812047715,-1680.7564285203262,-0.01665307410420558,1,负
baseline,512980.SH,2021-11-11,2021-11-16,2021-11-17,2021-11-17,4,1,110900.0,0.7578993730882356,0.7870543876171112,84076.25578762799,87258.14628726161,51.400611618666886,3181.8904996336205,0.03784529258380509,4,胜
baseline,510630.SH,2021-10-29,2021-11-05,2021-11-11,2021-11-18,6,6,84900.0,1.398586791524449,1.3956212138149569,118777.23794767365,118451.87428901395,73.58611112379837,-325.36365865969856,-0.0027392761801974252,14,负
baseline,159865.SZ,2021-11-17,2021-11-18,2021-11-25,2021-11-26,2,2,141000.0,0.8627645499139138,0.8229304318630443,121686.2964783232,115998.38093542143,71.30489772916532,-5687.91554290177,-0.04674244929391036,7,负
baseline,512690.SH,2021-11-25,2021-11-26,2021-12-28,2021-12-28,2,1,121200.0,0.956790322559541,1.0097868371486665,115997.77599034463,122349.44881301966,71.50474552699042,6351.672822675027,0.05475685002101871,23,胜
baseline,512200.SH,2022-01-25,2022-01-25,2022-02-07,2022-02-07,1,1,52600.0,2.3287911751747137,2.203352889537811,122531.1641389342,115861.59308109197,71.51723334116363,-6669.5710578422295,-0.05443163055465472,4,负
baseline,159981.SZ,2022-02-15,2022-02-17,2022-04-06,2022-04-07,3,2,71300.0,1.6238705700028995,1.6953068325146385,115816.7062326991,120839.11454514625,70.99720463985012,5022.408312447151,0.043365145459724364,35,胜
baseline,510880.SH,2022-04-13,2022-04-13,2022-04-22,2022-04-22,1,1,49300.0,2.4499364267349244,2.3292016171455385,120818.10039778319,114795.19083335747,70.68345166899203,-6022.909564425718,-0.049851053315652316,7,负
baseline,518880.SH,2022-05-09,2022-05-09,2022-05-16,2022-05-16,1,1,29100.0,3.9467303121566775,3.8723476933479315,114884.30703938444,112651.51228106188,68.26055098805523,-2232.7947583225614,-0.019435158864274826,5,负
baseline,159981.SZ,2022-05-30,2022-06-06,2022-06-07,2022-06-14,5,6,65000.0,1.7348685853187122,1.8464385264866168,112800.28798313001,119978.69974735721,73.63441168660117,7178.411764227203,0.06363823969404026,10,胜
baseline,159755.SZ,2022-06-07,2022-06-14,2022-07-29,2022-07-29,6,1,107000.0,1.1205879349125656,1.2055516171455383,119942.6932461276,128955.32482766223,78.48241739344788,9012.631581534632,0.0751411473064083,38,胜
baseline,159941.SZ,2022-08-17,2022-08-17,2022-08-30,2022-08-30,1,1,180500.0,0.7149250995218753,0.6612098876357079,129082.6936578376,119312.5802028298,74.51770955458312,-9770.113455007799,-0.07568879435461473,9,负
baseline,159865.SZ,2022-09-01,2022-09-01,2022-09-16,2022-09-16,1,1,136100.0,0.8760500000000001,0.8439860285758972,119266.17412150001,114832.03853963285,70.22907104675389,-4434.135581867158,-0.03717848429807069,10,负
baseline,518880.SH,2022-10-11,2022-10-11,2022-10-12,2022-10-12,1,1,30100.0,3.808564700698853,3.797437645721436,114672.18883028277,114268.58227427435,68.6822011881752,-403.6065560084244,-0.003519655115380882,1,负
baseline,159985.SZ,2022-10-12,2022-10-17,2022-11-30,2022-12-05,4,4,64400.0,1.7786628979329,1.8527274737654265,114583.52912626807,119279.85461570031,73.43319418245983,4696.325489432245,0.04098604332789413,38,胜
baseline,513200.SH,2022-11-30,2022-12-05,2023-02-01,2023-02-02,4,2,121700.0,0.9796090506134704,1.0813084148496415,119254.18698609724,131555.7555169752,75.24409666405819,12301.56853087795,0.10315418554077338,40,胜
baseline,512690.SH,2023-02-09,2023-02-09,2023-03-09,2023-03-09,1,1,149200.0,0.8820571823358536,0.9059116052389147,131642.41248399072,135121.46289819558,80.02948293184662,3479.0504142048594,0.026428035984435994,20,胜
baseline,510880.SH,2023-05-04,2023-05-04,2023-05-25,2023-05-25,1,1,51200.0,2.6391631178855897,2.5549304876327517,135165.6891812329,130773.19723450685,79.78127778076171,-4392.491946726062,-0.03249709281500068,15,负
baseline,513500.SH,2023-05-31,2023-05-31,2023-06-21,2023-06-21,1,1,92900.0,1.4097962181687353,1.4829850885868072,131009.35968847587,137727.9839352955,80.62181501927697,6718.624246819614,0.05128354388415968,15,胜
baseline,159985.SZ,2023-07-06,2023-07-10,2023-09-26,2023-09-26,3,1,68600.0,2.007975167400566,2.2732688228607176,137788.42061262392,155899.45737587076,88.1080013195772,18111.03676324684,0.1314409199461246,58,胜
baseline,513200.SH,2023-11-07,2023-11-08,2023-11-28,2023-11-29,2,2,168500.0,0.9264067142985057,0.8770173411163626,156146.361218706,147729.68642608798,94.56541142690128,-8416.674792618025,-0.05390247154609795,16,负
baseline,513310.SH,2023-11-28,2023-12-04,2023-12-05,2023-12-13,5,7,119400.0,1.236542406567377,1.191721717393398,147687.45629314805,142246.03032842863,89.83567734635434,-5441.425964719412,-0.036844198561579944,11,负
baseline,159941.SZ,2023-12-07,2023-12-13,2024-01-05,2024-01-05,5,1,162800.0,0.873801306694746,0.8856024114131927,142300.36816667902,144132.81975629437,88.76825854780172,1832.4515896153462,0.012877349603684474,20,胜
baseline,518880.SH,2024-01-05,2024-01-05,2024-01-16,2024-01-16,1,1,30800.0,4.664590719795227,4.668390986633301,143712.4949879439,143743.3064555892,86.23675096739959,30.81146764528239,0.00021439658150712582,7,胜
baseline,159941.SZ,2024-01-16,2024-01-16,2024-01-29,2024-01-29,1,1,156400.0,0.9214813296437263,0.9474349881112574,144162.91586026567,148134.37849095848,87.68955362906382,3971.462630692811,0.02754843440141208,9,胜
baseline,513500.SH,2024-01-29,2024-01-29,2024-01-30,2024-01-30,1,1,89300.0,1.6584658439874647,1.6694802247285843,148145.43016804103,149039.8586930421,89.15567518090295,894.4285250010726,0.00603750331000108,1,胜
baseline,512800.SH,2024-01-30,2024-01-30,2024-03-05,2024-03-05,1,1,265200.0,0.5616731894969941,0.5743099880933762,149000.41657355923,152261.31673971066,90.37882160908985,3260.900166151434,0.021885174827961595,19,胜
baseline,515050.SH,2024-03-05,2024-03-07,2024-03-27,2024-03-28,3,2,489500.0,0.31100973777957786,0.3048043821136603,152285.5526864298,149156.98452112332,91.04656683983384,-3128.5681653064676,-0.02054409042825278,17,负
baseline,512400.SH,2024-03-27,2024-03-28,2024-04-17,2024-04-17,2,1,152400.0,0.9784128650983487,1.0527352200031281,149154.85367718065,160388.71647421818,92.86409045083951,11233.862797037524,0.07531677662566216,13,胜
baseline,512800.SH,2024-04-17,2024-04-17,2024-04-25,2024-04-25,1,1,271000.0,0.5917092205286026,0.5982811771392822,160401.30472288028,162085.55874504405,96.74621933039901,1684.2540221637755,0.010500251385570758,6,胜
baseline,513530.SH,2024-04-25,2024-05-08,2024-06-12,2024-06-14,7,3,153200.0,1.0576220428377234,1.1543572148560857,162079.11341966235,176794.47105835754,104.47071451791439,14715.35763869519,0.09079120269243779,32,胜
baseline,159941.SZ,2024-06-12,2024-06-14,2024-07-23,2024-07-23,3,1,164000.0,1.0776212790524957,1.1129868561148646,176782.9087315387,182475.08544951695,107.77792025023412,5692.176717978262,0.0321986823207121,29,胜
baseline,513500.SH,2024-07-23,2024-07-23,2024-07-26,2024-07-26,1,1,91900.0,1.984343272268772,1.8958673228263851,182415.8550655166,174177.9379056545,106.97740610677349,-8237.917159862118,-0.045160093989107364,3,负
baseline,159611.SZ,2024-07-26,2024-07-29,2024-07-30,2024-07-31,2,2,165000.0,1.0555111913482782,1.0455311159496308,174211.59437643766,172460.88034144958,104.00159421124648,-1750.7140349880792,-0.010049354299606073,3,负
baseline,512800.SH,2024-07-30,2024-07-31,2024-08-08,2024-08-08,2,1,269200.0,0.6406802144451978,0.6232512128591537,172522.85506276586,167728.8927337337,102.07510206909943,-4793.9623290321615,-0.027787404325578025,7,负
baseline,518880.SH,2024-08-19,2024-08-19,2024-09-26,2024-09-26,1,1,30400.0,5.508602254867554,5.753088228607178,167511.74700053805,174841.4139850133,102.70661720928955,7329.666984475247,0.04375613720064475,26,胜
baseline,159851.SZ,2024-09-26,2024-10-16,2024-12-11,2024-12-11,7,1,310800.0,0.5635860395537381,0.8030352200031281,175217.07520243814,249508.47137305912,129.40911304945467,74291.39617062098,0.4239963261844655,49,胜
baseline,512800.SH,2025-01-03,2025-01-03,2025-02-10,2025-02-10,1,1,343400.0,0.7268712109804154,0.7351168014287949,249682.45612282984,252363.37787776496,150.61400503839684,2680.921754935116,0.01073732530737459,20,胜
baseline,513200.SH,2025-02-12,2025-02-14,2025-03-27,2025-03-28,3,2,353800.0,0.7132113286364931,0.8132042835626683,252409.8683220127,287625.3620218147,162.01375307881895,35215.49369980197,0.1395171034076832,32,胜
baseline,518880.SH,2025-03-27,2025-03-28,2025-05-13,2025-05-13,2,1,42000.0,6.836682280179433,7.28225068950653,287226.79796426644,305762.7726005865,177.89855541804314,18535.974636320083,0.0645342801148594,29,胜
baseline,513200.SH,2025-05-13,2025-05-13,2025-05-28,2025-05-29,1,2,374100.0,0.8182031847000122,0.870514424994555,306181.6383396934,325561.7485565459,189.52477733602126,19380.110216852452,0.06329612161572928,12,胜
baseline,512800.SH,2025-05-28,2025-05-29,2025-07-01,2025-07-01,2,1,404300.0,0.8048357946800414,0.8539740190505981,325492.73032267747,345158.11739338614,201.19704230738924,19665.387070708675,0.06041728505338151,23,胜
baseline,515050.SH,2025-07-04,2025-07-08,2025-11-03,2025-11-04,3,2,878400.0,0.39296747172781704,0.7012653919812107,345286.18195386423,615806.7228602007,288.352244244603,270520.54090633645,0.7834676133737732,81,胜
baseline,513500.SH,2025-12-18,2025-12-19,2025-12-23,2025-12-24,2,2,254000.0,2.4273802979679937,2.453532795068974,616739.5620625755,623010.3707485351,371.92557768941685,6270.808685959666,0.010167677041810208,4,胜
baseline,512070.SH,2025-12-25,2025-12-26,2026-01-13,2026-01-13,2,1,671600.0,0.9273489761068928,0.9478612009525299,622995.3337840571,636392.6074849511,378.73650543569227,13397.27370089409,0.02150461323605657,11,胜
baseline,159611.SZ,2026-03-20,2026-03-23,2026-04-02,2026-04-02,2,1,558900.0,1.1410412302964745,1.0986800238132477,637919.2619957834,613868.0496296313,375.5340626765771,-24051.21236615209,-0.03770259623593408,9,负
baseline,515050.SH,2026-04-08,2026-04-09,2026-06-30,2026-06-30,2,1,743500.0,0.825575233222898,1.3353956123828885,613999.330456995,992568.7778153357,482.00454711237063,378569.4473583406,0.616563290185633,55,胜
baseline,512010.SH,2026-07-13,2026-07-13,2026-07-14,2026-07-14,1,1,1820100.0,0.3624343885421753,0.3575704102396965,659864.730634789,650618.6595061683,393.1442202788654,-9246.07112862065,-0.014012070503792384,1,负
baseline,159985.SZ,2026-07-20,2026-07-22,2026-07-31,2026-08-03,3,2,452700.0,2.1729371183486608,2.081499310493469,983983.7400664816,942012.0494390354,577.7950114010496,-41971.69062744628,-0.042654861984417036,10,负
baseline,512800.SH,2026-07-31,2026-08-03,2026-08-11,2026-08-11,2,1,1138100.0,0.8274093217325216,0.8020363733291627,941957.051428502,912523.7572069742,556.3416436649107,-29433.294221527758,-0.031246959908513228,7,负
observed_breadth,512800.SH,2018-09-21,2018-09-28,2018-10-12,2018-10-17,5,4,208200.0,0.4813598387367672,0.466335971439881,100252.14675854753,97062.02190900709,62.15567832873927,-3190.1248495404434,-0.03182101284298389,12,负
observed_breadth,518880.SH,2018-10-15,2018-10-17,2018-11-13,2018-11-13,3,1,35600.0,2.7220602275259043,2.6927648990631106,96934.41570315218,95833.67167752473,57.83033235197067,-1100.7440256274422,-0.011355554347160957,21,负
observed_breadth,512800.SH,2018-11-13,2018-11-14,2018-11-21,2018-11-22,2,2,202200.0,0.47442570178367266,0.47402001601205257,95957.65556372881,95818.09318346574,57.53271724148869,-139.56238026307255,-0.0014544163198150217,7,负
observed_breadth,518880.SH,2018-11-30,2018-11-30,2018-12-04,2018-12-04,1,1,35000.0,2.73527851266861,2.72372759809494,95763.46836778437,95301.86679354291,57.319564163017276,-461.6015742414602,-0.00482022614791533,2,负
observed_breadth,518880.SH,2018-12-12,2018-12-12,2019-01-16,2019-01-16,1,1,34500.0,2.7593072420120244,2.8016340666770936,95224.65867936966,96627.37838776961,57.555742544932365,1402.719708399949,0.014730635193170194,23,胜
observed_breadth,518880.SH,2019-01-24,2019-01-24,2019-01-25,2019-01-25,1,1,34500.0,2.803359952259064,2.796639952373505,96744.93312844359,96455.13313337885,57.95999901294708,-289.7999950647354,-0.0029955056631232324,1,负
observed_breadth,510880.SH,2019-01-28,2019-02-01,2019-02-25,2019-02-28,5,4,58500.0,1.6489096663400862,1.854761353432256,96491.25775586435,108470.98811403425,62.59333672205018,11979.730358169894,0.1241535309704449,18,胜
observed_breadth,513500.SH,2019-05-20,2019-05-20,2019-05-27,2019-05-27,1,1,117700.0,0.9244893909156322,0.9045511052310468,108845.04503116314,106433.72538616849,64.58341991893923,-2411.3196449946554,-0.02215369238263698,5,负
observed_breadth,518880.SH,2019-05-28,2019-05-28,2019-07-02,2019-07-02,1,1,37200.0,2.8564235255241397,3.0483376457214355,106290.83283604284,113364.14097271116,65.89713467110062,7073.308136668318,0.0665467373614348,24,胜
observed_breadth,513500.SH,2019-07-02,2019-07-02,2019-07-09,2019-07-09,1,1,118900.0,0.9545704219937323,0.9524214833557606,113532.47270200729,113208.94149668864,68.0224012638164,-323.5312053186499,-0.002849679898788371,5,负
observed_breadth,518880.SH,2019-07-10,2019-07-10,2019-09-09,2019-09-09,1,1,36600.0,3.0877009107589726,3.4318769085884093,113043.75628977854,125569.01284587948,71.58496445643425,12525.25655610094,0.11080007394652958,43,胜
observed_breadth,159915.SZ,2019-09-09,2019-09-09,2019-09-27,2019-09-27,1,1,76600.0,1.6409668582439425,1.5601256361961364,125735.77075988844,119469.77204550426,73.56110552223302,-6265.998714384186,-0.04983465466124248,13,负
observed_breadth,513500.SH,2019-09-27,2019-09-30,2019-10-10,2019-10-11,2,2,120800.0,0.9885791975361425,0.9643502967205022,119458.2301939417,116458.5677890835,72.81118632882959,-2999.662404858187,-0.025110554542689956,5,负
observed_breadth,512010.SH,2019-10-11,2019-10-16,2019-11-26,2019-11-29,4,4,254700.0,0.45724728885301197,0.47445470219612307,116497.66571234642,120806.3126560275,74.08123480933415,4308.646943681073,0.03698483499506233,35,胜
observed_breadth,513500.SH,2019-11-26,2019-12-02,2019-12-17,2019-12-19,5,3,116000.0,1.0404819341176954,1.046194341778118,120732.11312895996,121322.13608316782,72.6163344011743,590.0229542078596,0.004887042385961049,17,胜
observed_breadth,512800.SH,2019-12-20,2019-12-23,2019-12-27,2019-12-30,2,2,213400.0,0.5686816186189652,0.5658506006186771,121393.06441051116,120716.29241657407,72.63275267559385,-676.7719939370872,-0.005575046624150315,6,负
observed_breadth,159915.SZ,2019-12-27,2019-12-30,2020-01-06,2020-01-06,2,1,69900.0,1.7248742812716742,1.753892841911316,120604.8828745683,122560.3305167061,72.9497465731473,1955.4476421378058,0.01621366892890652,5,胜
observed_breadth,512400.SH,2020-02-03,2020-02-03,2020-02-04,2020-02-04,1,1,106100.0,0.6257499999999999,0.6222524257183075,66411.9926225,66001.17607400182,39.72391721061373,-410.8165484981728,-0.006185878969681591,1,负
observed_breadth,512660.SH,2020-03-13,2020-03-13,2020-03-17,2020-03-17,1,1,151000.0,0.8109720023870469,0.8000387990474701,122493.50939215222,120769.61689857113,72.97878930498362,-1723.8924935810937,-0.014073337453841761,2,负
observed_breadth,512010.SH,2020-03-30,2020-03-30,2020-03-31,2020-03-31,1,1,143000.0,0.48658320143222805,0.4854168014287949,69602.27222415006,69393.77822353637,41.69880012273788,-208.49400061368942,-0.0029955056631232324,1,负
observed_breadth,512010.SH,2020-04-10,2020-04-13,2020-04-27,2020-04-29,2,3,234200.0,0.515252083659905,0.5259275020888073,120708.2396045477,123134.7402814585,73.68231913813781,2426.500676910786,0.02010219588041573,13,胜
observed_breadth,515050.SH,2020-05-08,2020-05-08,2020-05-21,2020-05-21,1,1,316200.0,0.38946679856777194,0.3775463911890984,123186.34652764164,119344.35484332472,72.75887118033671,-3841.9916843169194,-0.031188453855596876,9,负
observed_breadth,512010.SH,2020-05-25,2020-05-27,2020-06-11,2020-06-16,3,4,219300.0,0.5440209348227627,0.569539619639058,119339.58214393385,124859.36665504971,76.46306909768964,5519.784511115868,0.0462527554726857,16,胜
observed_breadth,513520.SH,2020-06-12,2020-06-19,2020-06-29,2020-07-06,6,6,115600.0,1.0794542638308655,1.0706524421142871,124825.88102154933,123728.65569528309,79.73473582978664,-1097.2253262662416,-0.008790046721775746,14,负
observed_breadth,159985.SZ,2020-11-03,2020-11-09,2020-11-10,2020-11-16,5,5,110000.0,1.1298487521298584,1.156745717545986,124322.55253335627,127203.85632137946,77.36240775086307,2881.303788023186,0.023176034671988477,9,胜
observed_breadth,513500.SH,2021-03-25,2021-03-30,2021-03-31,2021-04-06,4,4,105600.0,1.2092609332652933,1.2396297367853084,127736.80518286902,130865.6287344672,78.12210011542344,3128.8235515981796,0.024494299408216236,7,胜
observed_breadth,513090.SH,2021-04-02,2021-04-06,2021-04-13,2021-04-13,2,1,101100.0,1.2944857086062431,1.2336600885868072,130911.7668916332,124685.61804563938,76.6786620288652,-6226.148845993826,-0.047559887043215454,6,负
observed_breadth,159941.SZ,2021-04-13,2021-04-20,2021-04-23,2021-04-30,6,6,176500.0,0.7063382393978302,0.6990750795464947,124708.43534864082,123348.02361253834,78.46402234175909,-1360.4117361024837,-0.010908738709608956,13,负
observed_breadth,512010.SH,2021-06-07,2021-06-07,2021-06-16,2021-06-16,1,1,151000.0,0.8179803718328477,0.8030352200031281,123552.09065760403,121221.9407250062,73.4320063101697,-2330.149932597822,-0.018859656038158756,6,负
observed_breadth,512760.SH,2021-06-17,2021-06-17,2021-08-19,2021-08-19,1,1,192400.0,0.6297548081159592,0.7550927823781968,121201.174529035,145236.26737416617,79.93340292332267,24035.092845131177,0.1983074251427599,45,胜
observed_breadth,159865.SZ,2021-10-28,2021-10-28,2021-10-29,2021-10-29,1,1,125500.0,0.8039635732650757,0.7910495957136154,100927.69767330044,99246.94124478012,60.052245812047715,-1680.7564285203262,-0.01665307410420558,1,负
observed_breadth,512980.SH,2021-11-11,2021-11-16,2021-11-17,2021-11-17,4,1,110800.0,0.7578758710852815,0.7870543876171112,83997.83831020407,87179.46446013154,51.35348179926753,3181.6261499274697,0.037877476539071475,4,胜
observed_breadth,510630.SH,2021-10-29,2021-11-08,2021-11-11,2021-11-19,7,7,102400.0,1.4047334829173053,1.3965476926694627,143888.47488489765,142963.58178423418,86.66817928439045,-924.8931006634666,-0.006427846993328212,15,负
observed_breadth,159865.SZ,2021-11-17,2021-11-19,2021-11-25,2021-11-26,3,2,169600.0,0.8616648104749058,0.8224387594374987,146182.19336210098,139443.7679165196,85.68718963714315,-6738.425445581379,-0.04609607566148599,7,负
observed_breadth,512690.SH,2021-11-25,2021-11-26,2021-12-28,2021-12-28,2,1,146000.0,0.9548101416184479,1.0097868371486665,139444.10136049628,147384.6495602382,86.0493476699996,7940.5481997419265,0.05694431046038817,23,胜
observed_breadth,515050.SH,2021-12-28,2021-12-29,2022-01-07,2022-01-07,2,1,348200.0,0.42318901745562304,0.4085092092871666,147400.13613454532,142200.23380178926,88.39312849953544,-5199.902332756057,-0.03527745949983141,7,负
observed_breadth,512200.SH,2022-01-25,2022-01-25,2022-02-07,2022-02-07,1,1,61000.0,2.3287911751747137,2.203352889537811,142098.87856416326,134364.20490392795,82.9382363842392,-7734.673660235305,-0.05443163055465494,4,负
observed_breadth,516970.SH,2022-02-10,2022-02-10,2022-02-11,2022-02-11,1,1,105600.0,1.27352635512352,1.2844568133354186,134524.72841597404,135597.94789637375,81.03690677677918,1073.2194803997118,0.007977860227162958,1,胜
observed_breadth,159981.SZ,2022-02-15,2022-02-18,2022-04-06,2022-04-08,4,3,83800.0,1.6177241461009573,1.6931591069280107,135609.91228086167,141843.23978750632,88.12221066244936,6233.327506644651,0.04596513191259066,36,胜
observed_breadth,510880.SH,2022-04-13,2022-04-13,2022-04-22,2022-04-22,1,1,57900.0,2.4499364267349244,2.3292016171455385,141893.8745036845,134820.31540063687,83.01362782220365,-7073.559103047621,-0.049851053315652094,7,负
observed_breadth,518880.SH,2022-05-09,2022-05-09,2022-05-16,2022-05-16,1,1,34100.0,3.946730312156678,3.8723476933479306,134623.8786956361,132007.44222626148,79.98916799631213,-2616.436469374603,-0.01943515886427516,5,负
observed_breadth,159981.SZ,2022-05-30,2022-06-06,2022-06-07,2022-06-14,5,6,68000.0,1.7362471855948254,1.8452638985535676,118100.22806303426,125438.14062736972,75.2239168590207,7337.912564335464,0.062132924590280636,10,胜
observed_breadth,159755.SZ,2022-06-07,2022-06-14,2022-07-29,2022-07-29,6,1,124500.0,1.122315427567241,1.2055516171455383,139772.32726326276,150046.14898171913,89.08388404165125,10273.82171845637,0.07350397549799337,38,胜
observed_breadth,159941.SZ,2022-08-17,2022-08-17,2022-08-30,2022-08-30,1,1,209900.0,0.7149250995218753,0.6612098876357079,150107.79722315853,138746.31902811065,86.65522014131301,-11361.47819504788,-0.07568879435461495,9,负
observed_breadth,159865.SZ,2022-09-01,2022-09-01,2022-09-16,2022-09-16,1,1,158300.0,0.8760500000000001,0.8439860285758972,138720.31861450002,133562.90742706746,81.68451099706937,-5157.411187432561,-0.0371784842980708,10,负
observed_breadth,518880.SH,2022-10-11,2022-10-11,2022-10-12,2022-10-12,1,1,35100.0,3.8085647006988532,3.7974376457214363,133720.7251808281,133250.07434641296,80.09120470780564,-470.65083441513707,-0.003519655115380882,1,负
observed_breadth,159985.SZ,2022-10-12,2022-10-17,2022-11-30,2022-12-06,4,5,74800.0,1.7812338473265188,1.852872814102734,133276.2626675576,138551.19835640574,83.65902601275349,5274.935688848142,0.039578958647766616,39,胜
observed_breadth,513200.SH,2022-11-30,2022-12-06,2023-02-01,2023-02-03,5,3,141000.0,0.9819206341402329,1.0854542722900709,138494.46981530706,153001.59837807246,91.11441636173795,14507.1285627654,0.1047487930898019,41,胜
observed_breadth,512690.SH,2023-02-09,2023-02-09,2023-03-09,2023-03-09,1,1,173500.0,0.8820571823358535,0.9059116052389147,153082.83221161118,157128.51080989902,93.06377539326668,4045.6785982878355,0.026428035984435994,20,胜
observed_breadth,510880.SH,2023-05-04,2023-05-04,2023-05-25,2023-05-25,1,1,59600.0,2.63916311788559,2.5549304876327517,157341.31006252897,152228.17490579313,92.87039366666795,-5113.135156735836,-0.032497092815000905,15,负
observed_breadth,513500.SH,2023-05-31,2023-06-01,2023-06-21,2023-06-21,2,1,108000.0,1.4091945939612385,1.4829850885868072,152239.12580553556,160114.34085050496,94.15837459201288,7875.215044969402,0.05172924504984944,15,胜
observed_breadth,159985.SZ,2023-07-06,2023-07-11,2023-09-26,2023-09-26,4,1,79800.0,2.0087346425328936,2.2732688228607176,160347.72508867094,181352.43000866598,105.12267016530608,21004.70491999504,0.13099471731438417,58,胜
