date,baseline,rank_2d,gap5_2d,combined5_1d,combined5_2d,combined5_3d,combined8_2d,combined10_2d,combined5_roc3_2d
2018-07-31,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132,100098.14698630132
2018-08-01,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241,100101.25657534241
2018-08-02,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351,100104.36616438351
2018-08-03,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246,100107.4757534246
2018-08-06,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788,100118.80452054788
2018-08-07,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898,100121.91410958898
2018-08-08,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007,100125.02369863007
2018-08-09,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117,100128.13328767117
2018-08-10,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226,100131.24287671226
2018-08-13,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554,100142.57164383554
2018-08-14,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664,100145.68123287664
2018-08-15,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773,100148.79082191773
2018-08-16,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883,100151.90041095883
2018-08-17,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992,100155.00999999992
2018-08-20,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232,100166.3387671232
2018-08-21,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643,100169.4483561643
2018-08-22,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054,100172.5579452054
2018-08-23,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649,100175.66753424649
2018-08-24,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758,100178.77712328758
2018-08-27,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086,100190.10589041086
2018-08-28,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196,100193.21547945196
2018-08-29,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305,100196.32506849305
2018-08-30,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415,100199.43465753415
2018-08-31,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524,100202.54424657524
2018-09-03,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853,100213.87301369853
2018-09-04,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962,100216.98260273962
2018-09-05,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071,100220.09219178071
2018-09-06,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181,100223.20178082181
2018-09-07,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629,100226.3113698629
2018-09-10,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619,100237.64013698619
