symbol,entry_date,entry_completed_date,exit_date,exit_completed_date,buy_fill_count,sell_fill_count,quantity,average_buy_price,average_sell_price,buy_cost,sell_proceeds,total_fees,net_pnl,net_return,holding_days,outcome
159941.SZ,2022-08-25,2022-08-29,2022-08-30,2022-08-30,3,1,33600.0,0.6801349998655063,0.6612098876357079,22867.535995481012,22209.987228892416,21.664995667367933,-657.5487665885958,-0.028754683789217084,3,负
562500.SH,2022-07-07,2022-08-10,2022-07-26,2022-09-09,23,14,105700.0,0.8359129643665583,0.7837745248624708,88471.0003335452,82774.96727796317,185.0,-5696.03305558204,-0.06438305245908127,46,负
518880.SH,2022-10-19,2022-10-19,2022-10-20,2022-10-20,1,1,10900.0,3.803558824825287,3.7704700952529913,41471.22882795281,41085.79460104613,24.767074568655968,-385.4342269066765,-0.009294015099134967,1,负
159985.SZ,2022-08-30,2022-09-09,2022-10-19,2022-10-20,9,2,45300.0,1.640683906778016,1.7389416890982234,74371.77191377677,78750.42629859468,72.4231542874899,4378.6543848179135,0.058875219349275865,31,胜
159985.SZ,2022-10-21,2022-10-24,2022-11-29,2022-12-01,2,3,44600.0,1.757047626579182,1.8473992996382604,78387.83344267514,82368.36563535043,49.15242575960588,3980.532192675295,0.050779974619227675,29,胜
512200.SH,2022-11-29,2022-12-01,2022-12-14,2022-12-14,3,1,36800.0,2.2341587611169924,2.1504165162086486,82242.6656972878,79111.58719813933,49.363886521427155,-3131.078499148469,-0.03807121854091022,11,负
159985.SZ,2022-12-14,2022-12-16,2022-12-23,2022-12-27,3,3,41500.0,1.9092256559740783,1.9538717883700636,79256.63458234112,81061.23075390758,48.218322866936205,1804.5961715664598,0.02276902345243581,9,胜
159920.SZ,2022-12-23,2022-12-27,2023-02-13,2023-02-13,3,1,73000.0,1.1096862027677774,1.1486199761867524,81031.5519252982,83824.10348415443,49.61390072894573,2792.5515588562266,0.03446252098726488,30,胜
562500.SH,2023-02-13,2023-02-15,2023-03-08,2023-03-10,3,3,102400.0,0.819097950378037,0.7897503699194175,83900.7928077466,80846.17674838443,49.4238203995378,-3054.6160593621753,-0.036407475509339204,19,负
515880.SH,2023-03-08,2023-03-10,2023-04-21,2023-04-21,3,1,515100.0,0.15693688596984035,0.19476599285602567,80862.44142005368,100293.86573126278,54.34864586496107,19431.42431120909,0.24030222152543312,31,胜
562500.SH,2023-04-21,2023-04-21,2023-04-24,2023-04-24,1,1,39700.0,0.8209839928388596,0.7930472295284271,32602.842435057435,31474.52981977487,19.223111858394383,-1128.3126152825644,-0.03460779892213639,1,负
159941.SZ,2023-04-24,2023-04-24,2023-05-05,2023-05-05,1,1,144500.0,0.6858468152999877,0.6871397104620933,99134.59627029147,99261.90065532396,59.51896589178621,127.30438503249025,0.0012841569928361274,6,胜
588200.SH,2023-05-05,2023-05-05,2023-05-08,2023-05-08,1,1,73600.0,1.3486164028644563,1.3184160523891448,99287.94470099923,97006.3108294043,58.88807661199951,-2281.633871594924,-0.0229799688015091,1,负
