date,market,code,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,xingquanjia,fenshu,panqian_liutong,panhou_liutong,qian_zongguben,hou_zongguben
2023-10-11,1,512040,11,扩缩股,,,,,2.0,,,,,,
2023-12-13,1,512040,1,除权除息,0.10399999618530273,0.0,0.0,0.0,,,,,,,
