date,market,code,category,name,fenhong,peigujia,songzhuangu,peigu,suogu,xingquanjia,fenshu,panqian_liutong,panhou_liutong,qian_zongguben,hou_zongguben
2020-09-10,1,512760,11,扩缩股,,,,,2.0,,,,,,
2026-03-27,1,512760,11,扩缩股,,,,,2.0,,,,,,
