variant,period,total_return,cagr,annual_volatility,sharpe,max_drawdown
frozen_baseline,2018—20,0.004639293967415803,0.0018533951433579166,0.09556072554938037,0.06762441354458647,-0.13718481429352214
frozen_baseline,2021—22,0.23620671475347677,0.1127429724828295,0.25251512661115333,0.5614705510590029,-0.20906256593091377
frozen_baseline,2023—24,1.0106134578841433,0.41966252300719176,0.2557070203641431,1.5494904967595258,-0.13582739902523422
frozen_baseline,2025以后,2.517673742960104,1.1081225206206864,0.34027151989269283,2.43849102193616,-0.1790099457936033
old_signal_raw_execution,2018—20,-0.037847641034635005,-0.01531658776494349,0.08943187057416917,-0.1331733116196907,-0.14828106947570208
old_signal_raw_execution,2021—22,0.23384168598281918,0.11166997501692255,0.24780879299397873,0.5634286177472835,-0.2097649819114199
old_signal_raw_execution,2023—24,1.0034087380780674,0.41710793590020767,0.2525373083680872,1.5583757468159336,-0.13631637110966677
old_signal_raw_execution,2025以后,2.508543654890618,1.1048764765611838,0.3398272399428215,2.4365267716382446,-0.17940193670121862
economic_signal_raw_execution,2018—20,0.051909634406791305,0.02045198958504013,0.10354020817405102,0.25293189819354683,-0.12741151909373727
economic_signal_raw_execution,2021—22,0.0847726850082533,0.04184572488174543,0.2489389010958222,0.29325324825208016,-0.2707252023620833
economic_signal_raw_execution,2023—24,0.6440625005222969,0.2833050423268033,0.2624499852642624,1.1162354839259832,-0.1663883119910401
economic_signal_raw_execution,2025以后,2.4258485785574155,1.075317422022692,0.3415598198098972,2.3829120229514764,-0.17902828127702686
