,mixed_False,mixed_True,uniform_keyword_False,uniform_keyword_True
2019-12-17,96662.99343196939,104039.99353958943,96662.99343196939,104039.99353958943
2019-12-18,96483.22835748678,103831.1840924976,96483.22835748678,103831.1840924976
2019-12-19,96486.21356296622,103834.38696920993,96486.21356296622,103834.38696920993
2019-12-20,96344.66488390556,103689.39148199814,96344.66488390556,103689.39148199814
2019-12-23,95327.05776720634,102583.9752144864,95327.05776720634,102583.9752144864
2019-12-24,95835.86132555595,103131.47904348878,95835.86132555595,103131.47904348878
2019-12-25,95666.26350908866,102948.98139310388,95666.26350908866,102948.98139310388
2019-12-26,96344.66488390556,103678.98287249116,96344.66488390556,103678.98287249116
2019-12-27,94225.21049825235,101429.46970079484,94225.21049825235,101429.46970079484
2019-12-30,95831.81292859597,103139.94961101594,95831.81292859597,103139.94961101594
2019-12-31,95998.01409093423,103319.05086357179,95998.01409093423,103319.05086357179
2020-01-02,97937.01224175973,105408.5488708693,97937.01224175973,105408.5488708693
2020-01-03,97881.61625711007,105348.85319788041,97881.61625711007,105348.85319788041
2020-01-06,97292.52677711743,104714.04016619158,97292.52677711743,104714.04016619158
2020-01-07,97295.54307848729,104717.27413879432,97295.54307848729,104717.27413879432
2020-01-08,97298.55937985715,104720.50811139707,97298.55937985715,104720.50811139707
2020-01-09,97301.57568122701,104723.74208399981,97301.57568122701,104723.74208399981
2020-01-10,97304.59198259687,104726.97605660255,97304.59198259687,104726.97605660255
2020-01-13,97315.58088670646,104738.75797441076,97315.58088670646,104738.75797441076
2020-01-14,97318.59718807632,104741.9919470135,97318.59718807632,104741.9919470135
2020-01-15,97321.61348944619,104745.22591961625,97321.61348944619,104745.22591961625
2020-01-16,97324.62979081605,104748.45989221899,97324.62979081605,104748.45989221899
2020-01-17,97327.64609218591,104751.69386482173,97327.64609218591,104751.69386482173
2020-01-20,97338.6349962955,104763.47578262995,97338.6349962955,104763.47578262995
2020-01-21,97341.65129766536,104766.70975523269,97341.65129766536,104766.70975523269
2020-01-22,97344.66759903522,104769.94372783543,97344.66759903522,104769.94372783543
2020-01-23,97347.68390040509,104773.17770043817,97347.68390040509,104773.17770043817
2020-02-03,97390.56321547358,104819.15139906832,97390.56321547358,104819.15139906832
2020-02-04,97393.57951684344,104822.38537167106,97393.57951684344,104822.38537167106
2020-02-05,97396.5958182133,104825.6193442738,97396.5958182133,104825.6193442738
2020-02-06,97399.61211958317,104828.85331687654,97399.61211958317,104828.85331687654
2020-02-07,97402.62842095303,104832.08728947928,97402.62842095303,104832.08728947928
2020-02-10,97413.61732506262,104843.8692072875,97413.61732506262,104843.8692072875
2020-02-11,97416.63362643248,104847.10317989024,97416.63362643248,104847.10317989024
2020-02-12,97419.64992780234,104850.33715249298,97419.64992780234,104850.33715249298
2020-02-13,97422.6662291722,104853.57112509572,97422.6662291722,104853.57112509572
2020-02-14,97425.68253054206,104856.80509769847,97425.68253054206,104856.80509769847
2020-02-17,97436.67143465165,104868.58701550668,97436.67143465165,104868.58701550668
2020-02-18,97439.68773602151,104871.82098810942,97439.68773602151,104871.82098810942
2020-02-19,97442.70403739138,104875.05496071216,97442.70403739138,104875.05496071216
2020-02-20,97445.72033876124,104878.2889333149,97445.72033876124,104878.2889333149
2020-02-21,97448.7366401311,104881.52290591765,97448.7366401311,104881.52290591765
2020-02-24,97459.72554424069,104893.30482372586,97459.72554424069,104893.30482372586
2020-02-25,97462.74184561055,104896.5387963286,97462.74184561055,104896.5387963286
2020-02-26,97465.75814698041,104899.77276893135,97465.75814698041,104899.77276893135
2020-02-27,97468.77444835028,104903.00674153409,97468.77444835028,104903.00674153409
2020-02-28,97471.79074972014,104906.24071413683,97471.79074972014,104906.24071413683
2020-03-02,97482.77965382973,104918.02263194504,97482.77965382973,104918.02263194504
2020-03-03,97485.79595519959,104921.25660454779,97485.79595519959,104921.25660454779
2020-03-04,97488.81225656945,104924.49057715053,97488.81225656945,104924.49057715053
2020-03-05,97491.82855793931,104927.72454975327,97491.82855793931,104927.72454975327
2020-03-06,97494.84485930917,104930.95852235601,97494.84485930917,104930.95852235601
2020-03-09,97505.83376341876,104942.74044016423,97505.83376341876,104942.74044016423
2020-03-10,97508.85006478862,104945.97441276697,97508.85006478862,104945.97441276697
2020-03-11,97511.86636615849,104949.20838536971,97511.86636615849,104949.20838536971
2020-03-12,97514.88266752835,104952.44235797245,97514.88266752835,104952.44235797245
2020-03-13,97517.89896889821,104955.6763305752,97517.89896889821,104955.6763305752
2020-03-16,97528.8878730078,104967.45824838341,97528.8878730078,104967.45824838341
2020-03-17,97531.90417437766,104970.69222098615,97531.90417437766,104970.69222098615
2020-03-18,97534.92047574752,104973.9261935889,97534.92047574752,104973.9261935889
2020-03-19,97537.93677711739,104977.16016619164,97537.93677711739,104977.16016619164
2020-03-20,97540.95307848725,104980.39413879438,97540.95307848725,104980.39413879438
2020-03-23,97551.94198259684,104992.17605660259,97551.94198259684,104992.17605660259
2020-03-24,97554.9582839667,104995.41002920533,97554.9582839667,104995.41002920533
2020-03-25,97557.97458533656,104998.64400180808,97557.97458533656,104998.64400180808
2020-03-26,97560.99088670642,105001.87797441082,97560.99088670642,105001.87797441082
2020-03-27,97564.00718807628,105005.14304290398,97564.00718807628,105005.14304290398
2020-03-30,97574.99609218587,105017.03824838343,97574.99609218587,105017.03824838343
2020-03-31,97578.01239355573,105020.30331687658,97578.01239355573,105020.30331687658
2020-04-01,97581.0286949256,105023.56838536974,97581.0286949256,105023.56838536974
2020-04-02,97584.04499629546,105026.8334538629,97584.04499629546,105026.8334538629
2020-04-03,97587.06129766532,105030.09852235606,97587.06129766532,105030.09852235606
2020-04-07,97602.03650314477,105046.30879632865,97602.03650314477,105046.30879632865
2020-04-08,97605.05280451463,105049.57386482181,97605.05280451463,105049.57386482181
2020-04-09,97608.0691058845,105052.83893331497,97608.0691058845,105052.83893331497
2020-04-10,97611.08540725436,105056.10400180813,97611.08540725436,105056.10400180813
2020-04-13,97622.07431136395,105067.99920728758,97622.07431136395,105067.99920728758
2020-04-14,97625.09061273381,105071.26427578073,97625.09061273381,105071.26427578073
2020-04-15,97628.10691410367,105074.52934427389,97628.10691410367,105074.52934427389
2020-04-16,97631.12321547353,105077.79441276705,97631.12321547353,105077.79441276705
2020-04-17,97634.1395168434,105081.0594812602,97634.1395168434,105081.0594812602
2020-04-20,97645.12842095298,105092.95468673966,97645.12842095298,105092.95468673966
2020-04-21,97648.14472232285,105096.21975523281,97648.14472232285,105096.21975523281
2020-04-22,97651.16102369271,105099.48482372597,97651.16102369271,105099.48482372597
2020-04-23,97654.17732506257,105102.74989221913,97654.17732506257,105102.74989221913
2020-04-24,97657.19362643243,105106.01496071229,97657.19362643243,105106.01496071229
2020-04-27,97668.18253054202,105117.91016619174,97668.18253054202,105117.91016619174
2020-04-28,97671.19883191188,105121.1752346849,97671.19883191188,105121.1752346849
2020-04-29,97674.21513328174,105124.44030317805,97674.21513328174,105124.44030317805
2020-04-30,97677.2314346516,105127.70537167121,97677.2314346516,105127.70537167121
2020-05-06,97700.17924287078,105152.54578263011,97700.17924287078,105152.54578263011
2020-05-07,97703.19554424065,105155.81085112327,97703.19554424065,105155.81085112327
2020-05-08,97706.21184561051,105159.07591961643,97706.21184561051,105159.07591961643
2020-05-11,97717.2007497201,105170.97112509588,97717.2007497201,105170.97112509588
2020-05-12,97720.21705108996,105174.23619358904,97720.21705108996,105174.23619358904
2020-05-13,97723.23335245982,105177.5012620822,97723.23335245982,105177.5012620822
2020-05-14,97726.24965382968,105180.76633057535,97726.24965382968,105180.76633057535
2020-05-15,97729.26595519955,105184.03139906851,97729.26595519955,105184.03139906851
2020-05-18,97740.25485930913,105195.92660454796,97740.25485930913,105195.92660454796
2020-05-19,97743.271160679,105199.19167304112,97743.271160679,105199.19167304112
2020-05-20,97746.28746204886,105202.45674153428,97746.28746204886,105202.45674153428
2020-05-21,97749.30376341872,105205.72181002743,97749.30376341872,105205.72181002743
2020-05-22,97752.32006478858,105208.98687852059,97752.32006478858,105208.98687852059
2020-05-25,97763.30896889817,105220.88208400004,97763.30896889817,105220.88208400004
2020-05-26,97766.32527026803,105224.1471524932,97766.32527026803,105224.1471524932
2020-05-27,97769.3415716379,105227.41222098636,97769.3415716379,105227.41222098636
2020-05-28,97772.35787300776,105230.67728947951,97772.35787300776,105230.67728947951
2020-05-29,97775.37417437762,105233.94235797267,97775.37417437762,105233.94235797267
2020-06-01,97786.36307848721,105245.83756345212,97786.36307848721,105245.83756345212
2020-06-02,97789.37937985707,105249.10263194528,97789.37937985707,105249.10263194528
2020-06-03,97792.39568122693,105252.36770043844,97792.39568122693,105252.36770043844
2020-06-04,97776.9500472772,105235.72283868499,97776.9500472772,105235.72283868499
2020-06-05,97700.44951226591,105153.22226171203,97700.44951226591,105153.22226171203
2020-06-08,96300.81171302653,103656.26521429658,96300.81171302653,103656.26521429658
2020-06-09,96506.11689038281,103861.78806288572,96506.11689038281,103861.78806288572
2020-06-10,97538.15030062717,104901.11689823003,97538.15030062717,104901.11689823003
2020-06-11,96656.65114129108,103887.71099775708,96656.65114129108,103887.71099775708
2020-06-12,94012.1536632828,101045.21370857632,94012.1536632828,101045.21370857632
2020-06-15,91720.25164568942,98581.71153992093,91720.25164568942,98581.71153992093
2020-06-16,95775.15198195499,102940.2119013635,95775.15198195499,102940.2119013635
2020-06-17,97185.55484021228,104456.2149736253,97185.55484021228,104456.2149736253
2020-06-18,97009.25711000484,104266.71741336262,97009.25711000484,104266.71741336262
2020-06-19,97714.45853913348,105024.71894949353,97714.45853913348,105024.71894949353
2020-06-22,97185.55484021228,104456.2149736253,97185.55484021228,104456.2149736253
2020-06-23,97736.20368428002,105403.71407001889,97736.20368428002,105403.71407001889
2020-06-24,98111.65783463538,106064.97373309791,98111.65783463538,106064.97373309791
2020-06-29,97118.80911210726,103775.26918945489,97118.80911210726,103775.26918945489
2020-06-30,97129.87233070342,104113.54444588766,97129.87233070342,104113.54444588766
2020-07-01,97132.88863207329,104225.89414458575,97132.88863207329,104225.89414458575
2020-07-02,97135.90493344315,104229.12811718849,97135.90493344315,104229.12811718849
2020-07-03,97138.92123481301,104232.36208979123,97138.92123481301,104232.36208979123
2020-07-06,97149.9101389226,104244.14400759945,97149.9101389226,104244.14400759945
2020-07-07,97152.92644029246,104247.37798020219,97152.92644029246,104247.37798020219
2020-07-08,97155.94274166232,104250.61195280493,97155.94274166232,104250.61195280493
2020-07-09,97158.95904303218,104253.84592540767,97158.95904303218,104253.84592540767
2020-07-10,97161.97534440205,104257.07989801042,97161.97534440205,104257.07989801042
2020-07-13,97172.96424851163,104268.86181581863,97172.96424851163,104268.86181581863
2020-07-14,97175.9805498815,104272.09578842137,97175.9805498815,104272.09578842137
2020-07-15,97178.99685125136,104275.32976102411,97178.99685125136,104275.32976102411
2020-07-16,97182.01315262122,104278.56373362686,97182.01315262122,104278.56373362686
2020-07-17,97185.02945399108,104281.7977062296,97185.02945399108,104281.7977062296
2020-07-20,97196.01835810067,104293.57962403781,97196.01835810067,104293.57962403781
2020-07-21,97199.03465947053,104296.81359664055,97199.03465947053,104296.81359664055
2020-07-22,97202.0509608404,104300.0475692433,97202.0509608404,104300.0475692433
2020-07-23,97205.06726221026,104303.28154184604,97205.06726221026,104303.28154184604
2020-07-24,97208.08356358012,104306.51551444878,97208.08356358012,104306.51551444878
2020-07-27,97219.07246768971,104318.297432257,97219.07246768971,104318.297432257
2020-07-28,97222.08876905957,104321.53140485974,97222.08876905957,104321.53140485974
2020-07-29,97225.10507042943,104324.76537746248,97225.10507042943,104324.76537746248
2020-07-30,97228.1213717993,104327.99935006522,97228.1213717993,104327.99935006522
2020-07-31,97231.13767316916,104331.23332266796,97231.13767316916,104331.23332266796
2020-08-03,97242.12657727874,104343.01524047618,97242.12657727874,104343.01524047618
2020-08-04,97245.1428786486,104346.24921307892,97245.1428786486,104346.24921307892
2020-08-05,97248.15918001847,104349.48318568166,97248.15918001847,104349.48318568166
2020-08-06,97251.17548138833,104352.7171582844,97251.17548138833,104352.7171582844
2020-08-07,97254.1917827582,104355.95113088714,97254.1917827582,104355.95113088714
2020-08-10,97265.18068686778,104367.73304869536,97265.18068686778,104367.73304869536
2020-08-11,97268.19698823764,104370.9670212981,97268.19698823764,104370.9670212981
2020-08-12,97271.2132896075,104374.20099390084,97271.2132896075,104374.20099390084
2020-08-13,97274.22959097737,104377.43496650358,97274.22959097737,104377.43496650358
2020-08-14,97277.24589234723,104380.66893910633,97277.24589234723,104380.66893910633
2020-08-17,97288.23479645682,104392.45085691454,97288.23479645682,104392.45085691454
2020-08-18,97291.25109782668,104395.68482951728,97291.25109782668,104395.68482951728
2020-08-19,97294.26739919654,104398.91880212002,97294.26739919654,104398.91880212002
2020-08-20,97297.2837005664,104402.15277472277,97297.2837005664,104402.15277472277
2020-08-21,97300.30000193627,104405.38674732551,97300.30000193627,104405.38674732551
2020-08-24,97311.28890604585,104417.16866513372,97311.28890604585,104417.16866513372
2020-08-25,97314.30520741572,104420.40263773646,97314.30520741572,104420.40263773646
2020-08-26,97317.32150878558,104423.6366103392,97317.32150878558,104423.6366103392
2020-08-27,97320.33781015544,104426.87058294195,97320.33781015544,104426.87058294195
2020-08-28,97323.3541115253,104430.10455554469,97323.3541115253,104430.10455554469
2020-08-31,97334.34301563489,104441.8864733529,97334.34301563489,104441.8864733529
2020-09-01,97337.35931700475,104445.12044595565,97337.35931700475,104445.12044595565
2020-09-02,97340.37561837462,104448.35441855839,97340.37561837462,104448.35441855839
2020-09-03,97343.39191974448,104451.58839116113,97343.39191974448,104451.58839116113
2020-09-04,97346.40822111434,104454.82236376387,97346.40822111434,104454.82236376387
2020-09-07,97357.39712522393,104466.60428157209,97357.39712522393,104466.60428157209
2020-09-08,97360.41342659379,104469.83825417483,97360.41342659379,104469.83825417483
2020-09-09,97363.42972796365,104473.07222677757,97363.42972796365,104473.07222677757
2020-09-10,97366.44602933351,104476.30619938031,97366.44602933351,104476.30619938031
2020-09-11,97369.46233070338,104479.54017198306,97369.46233070338,104479.54017198306
2020-09-14,97380.45123481296,104491.32208979127,97380.45123481296,104491.32208979127
2020-09-15,97383.46753618283,104494.55606239401,97383.46753618283,104494.55606239401
2020-09-16,97386.48383755269,104497.79003499675,97386.48383755269,104497.79003499675
2020-09-17,97389.50013892255,104501.0240075995,97389.50013892255,104501.0240075995
2020-09-18,97392.51644029241,104504.25798020224,97392.51644029241,104504.25798020224
2020-09-21,97403.505344402,104516.03989801045,97403.505344402,104516.03989801045
2020-09-22,97406.52164577186,104519.2738706132,97406.52164577186,104519.2738706132
2020-09-23,97409.53794714173,104522.50784321594,97409.53794714173,104522.50784321594
2020-09-24,97412.55424851159,104525.74181581868,97412.55424851159,104525.74181581868
2020-09-25,97415.57054988145,104528.97578842142,97415.57054988145,104528.97578842142
2020-09-28,97426.55945399104,104540.75770622963,97426.55945399104,104540.75770622963
2020-09-29,97429.5757553609,104543.99167883238,97429.5757553609,104543.99167883238
2020-09-30,97432.59205673076,104547.22565143512,97432.59205673076,104547.22565143512
2020-10-09,97467.49876905953,104584.65140485977,97467.49876905953,104584.65140485977
2020-10-12,97478.48767316912,104596.43332266799,97478.48767316912,104596.43332266799
2020-10-13,97481.50397453898,104599.66729527073,97481.50397453898,104599.66729527073
2020-10-14,97484.52027590884,104602.90126787347,97484.52027590884,104602.90126787347
2020-10-15,97487.5365772787,104606.13524047621,97487.5365772787,104606.13524047621
2020-10-16,97490.55287864857,104609.36921307896,97490.55287864857,104609.36921307896
2020-10-19,97501.54178275816,104621.15113088717,97501.54178275816,104621.15113088717
2020-10-20,97504.55808412802,104624.38510348991,97504.55808412802,104624.38510348991
2020-10-21,97507.57438549788,104627.61907609265,97507.57438549788,104627.61907609265
2020-10-22,97510.59068686774,104630.8530486954,97510.59068686774,104630.8530486954
2020-10-23,97513.6069882376,104634.08702129814,97513.6069882376,104634.08702129814
2020-10-26,97524.59589234719,104645.86893910635,97524.59589234719,104645.86893910635
2020-10-27,97527.61219371705,104649.1029117091,97527.61219371705,104649.1029117091
2020-10-28,97530.62849508692,104652.33688431184,97530.62849508692,104652.33688431184
2020-10-29,97533.64479645678,104655.57085691458,97533.64479645678,104655.57085691458
2020-10-30,97536.66109782664,104658.80482951732,97536.66109782664,104658.80482951732
2020-11-02,97547.65000193623,104670.58674732553,97547.65000193623,104670.58674732553
2020-11-03,97638.11132614424,104761.26574276642,97638.11132614424,104761.26574276642
2020-11-04,97959.12670090124,105082.4987887563,97959.12670090124,105082.4987887563
2020-11-05,99267.63834891259,106391.22810800053,99267.63834891259,106391.22810800053
2020-11-06,99237.12130987832,106345.31617534907,99237.12130987832,106345.31617534907
2020-11-09,98197.92436564156,105231.7194498852,98197.92436564156,105231.7194498852
2020-11-10,98550.94838335052,105609.543148304,98550.94838335052,105609.543148304
2020-11-11,100547.07539538344,107828.87024311585,100547.07539538344,107828.87024311585
2020-11-12,100293.26084397007,107506.85546110405,100293.26084397007,107506.85546110405
2020-11-13,100300.66912276906,107481.60022921165,100300.66912276906,107481.60022921165
2020-11-16,100311.99788989234,107486.84527205501,100311.99788989234,107486.84527205501
2020-11-17,100315.10747893344,107490.17253232899,100315.10747893344,107490.17253232899
2020-11-18,100318.21706797453,107493.49979260296,100318.21706797453,107493.49979260296
2020-11-19,100321.32665701563,107496.82705287694,100321.32665701563,107496.82705287694
2020-11-20,100324.43624605672,107500.15431315091,100324.43624605672,107500.15431315091
2020-11-23,100335.76501318,107512.27609397283,100335.76501318,107512.27609397283
2020-11-24,100338.8746022211,107515.6033542468,100338.8746022211,107515.6033542468
2020-11-25,100341.98419126219,107518.93061452078,100341.98419126219,107518.93061452078
2020-11-26,100345.09378030329,107522.25787479476,100345.09378030329,107522.25787479476
2020-11-27,100348.20336934438,107525.58513506873,100348.20336934438,107525.58513506873
2020-11-30,100359.53213646766,107537.70691589065,100359.53213646766,107537.70691589065
2020-12-01,100362.64172550876,107541.03417616463,100362.64172550876,107541.03417616463
2020-12-02,100365.75131454985,107544.3614364386,100365.75131454985,107544.3614364386
2020-12-03,100368.86090359095,107547.68869671258,100368.86090359095,107547.68869671258
2020-12-04,100371.97049263204,107551.01595698655,100371.97049263204,107551.01595698655
2020-12-07,100383.29925975532,107563.13773780847,100383.29925975532,107563.13773780847
2020-12-08,100386.40884879642,107566.46499808245,100386.40884879642,107566.46499808245
2020-12-09,100389.51843783751,107569.79225835642,100389.51843783751,107569.79225835642
2020-12-10,100392.6280268786,107573.1195186304,100392.6280268786,107573.1195186304
2020-12-11,100395.7376159197,107576.44677890437,100395.7376159197,107576.44677890437
2020-12-14,100407.06638304298,107588.5685597263,100407.06638304298,107588.5685597263
2020-12-15,100410.17597208408,107591.89582000027,100410.17597208408,107591.89582000027
2020-12-16,100413.28556112517,107595.22308027424,100413.28556112517,107595.22308027424
2020-12-17,100416.39515016627,107598.55034054822,100416.39515016627,107598.55034054822
2020-12-18,100419.50473920736,107601.87760082219,100419.50473920736,107601.87760082219
2020-12-21,100430.83350633064,107613.99938164411,100430.83350633064,107613.99938164411
2020-12-22,100433.94309537174,107617.32664191809,100433.94309537174,107617.32664191809
2020-12-23,100437.05268441283,107620.65390219206,100437.05268441283,107620.65390219206
2020-12-24,100440.16227345393,107623.98116246604,100440.16227345393,107623.98116246604
2020-12-25,100443.27186249502,107627.30842274001,100443.27186249502,107627.30842274001
2020-12-28,100454.6006296183,107639.43020356193,100454.6006296183,107639.43020356193
2020-12-29,100457.7102186594,107642.75746383591,100457.7102186594,107642.75746383591
2020-12-30,100460.81980770049,107646.08472410988,100460.81980770049,107646.08472410988
2020-12-31,100463.92939674159,107649.41198438386,100463.92939674159,107649.41198438386
2021-01-04,100479.36775290596,107665.93102547975,100479.36775290596,107665.93102547975
2021-01-05,100482.47734194706,107669.25828575372,100482.47734194706,107669.25828575372
2021-01-06,100485.58693098815,107672.5855460277,100485.58693098815,107672.5855460277
2021-01-07,100488.69652002925,107675.91280630167,100488.69652002925,107675.91280630167
2021-01-08,100491.80610907034,107679.24006657564,100491.80610907034,107679.24006657564
2021-01-11,100503.13487619362,107691.36184739757,100503.13487619362,107691.36184739757
2021-01-12,100506.24446523472,107694.68910767154,100506.24446523472,107694.68910767154
2021-01-13,100509.35405427581,107698.01636794551,100509.35405427581,107698.01636794551
2021-01-14,100512.4636433169,107701.34362821949,100512.4636433169,107701.34362821949
2021-01-15,100515.573232358,107704.67088849346,100515.573232358,107704.67088849346
2021-01-18,100526.90199948128,107716.79266931539,100526.90199948128,107716.79266931539
2021-01-19,100530.01158852238,107720.11992958936,100530.01158852238,107720.11992958936
2021-01-20,100533.12117756347,107723.44718986333,100533.12117756347,107723.44718986333
2021-01-21,100536.23076660457,107726.77445013731,100536.23076660457,107726.77445013731
2021-01-22,100539.34035564566,107730.10171041128,100539.34035564566,107730.10171041128
2021-01-25,100550.66912276894,107742.2234912332,100550.66912276894,107742.2234912332
2021-01-26,100553.77871181004,107745.55075150718,100553.77871181004,107745.55075150718
2021-01-27,100556.88830085113,107748.87801178115,100556.88830085113,107748.87801178115
2021-01-28,100559.99788989223,107752.20527205513,100559.99788989223,107752.20527205513
2021-01-29,100563.10747893332,107755.5325323291,100563.10747893332,107755.5325323291
2021-02-01,100574.4362460566,107767.65431315103,100574.4362460566,107767.65431315103
2021-02-02,100577.5458350977,107770.981573425,100577.5458350977,107770.981573425
2021-02-03,100580.6554241388,107774.30883369897,100580.6554241388,107774.30883369897
2021-02-04,100583.76501317989,107777.63609397295,100583.76501317989,107777.63609397295
2021-02-05,100586.87460222098,107780.96335424692,100586.87460222098,107780.96335424692
2021-02-08,100598.20336934426,107793.08513506885,100598.20336934426,107793.08513506885
2021-02-09,100601.31295838536,107796.41239534282,100601.31295838536,107796.41239534282
2021-02-10,100604.42254742645,107799.7396556168,100604.42254742645,107799.7396556168
2021-02-18,100636.29925975522,107833.84773780858,100636.29925975522,107833.84773780858
2021-02-19,100639.40884879632,107837.17499808256,100639.40884879632,107837.17499808256
2021-02-22,100650.7376159196,107849.29677890448,100650.7376159196,107849.29677890448
2021-02-23,100653.8472049607,107852.62403917845,100653.8472049607,107852.62403917845
2021-02-24,100656.95679400179,107855.95129945243,100656.95679400179,107855.95129945243
2021-02-25,100660.06638304288,107859.2785597264,100660.06638304288,107859.2785597264
2021-02-26,100663.17597208398,107862.60582000038,100663.17597208398,107862.60582000038
2021-03-01,100674.50473920726,107874.7276008223,100674.50473920726,107874.7276008223
2021-03-02,100677.61432824835,107878.05486109627,100677.61432824835,107878.05486109627
2021-03-03,100680.72391728945,107881.38212137025,100680.72391728945,107881.38212137025
2021-03-04,100683.83350633054,107884.70938164422,100683.83350633054,107884.70938164422
2021-03-05,100686.94309537164,107888.0366419182,100686.94309537164,107888.0366419182
2021-03-08,100698.27186249492,107900.15842274012,100698.27186249492,107900.15842274012
2021-03-09,100701.38145153601,107903.48568301409,100701.38145153601,107903.48568301409
2021-03-10,100704.49104057711,107906.81294328807,100704.49104057711,107906.81294328807
2021-03-11,100707.6006296182,107910.14020356204,100707.6006296182,107910.14020356204
2021-03-12,100710.7102186593,107913.46746383602,100710.7102186593,107913.46746383602
2021-03-15,100722.03898578258,107925.58924465794,100722.03898578258,107925.58924465794
2021-03-16,100725.14857482367,107928.91650493191,100725.14857482367,107928.91650493191
2021-03-17,100728.25816386477,107932.24376520589,100728.25816386477,107932.24376520589
2021-03-18,100731.36775290586,107935.57102547986,100731.36775290586,107935.57102547986
2021-03-19,100734.47734194696,107938.89828575384,100734.47734194696,107938.89828575384
2021-03-22,100745.80610907024,107951.02006657576,100745.80610907024,107951.02006657576
2021-03-23,100748.91569811133,107954.34732684973,100748.91569811133,107954.34732684973
2021-03-24,100752.02528715243,107957.6745871237,100752.02528715243,107957.6745871237
2021-03-25,100926.59958178761,108132.46655299177,100926.59958178761,108132.46655299177
2021-03-26,101507.43612119212,108713.52076362915,101507.43612119212,108713.52076362915
2021-03-29,102124.13166178223,109344.88055492002,102124.13166178223,109344.88055492002
2021-03-30,102792.13301552292,110060.08200431424,102792.13301552292,110060.08200431424
2021-03-31,102663.2449266521,109523.67825294095,102663.2449266521,109523.67825294095
2021-04-01,103028.91350229041,110685.87927604276,103028.91350229041,110685.87927604276
2021-04-02,103217.7855639702,111758.67612147886,103217.7855639702,111758.67612147886
2021-04-06,103233.68707081952,113189.07902026731,103233.68707081952,113189.07902026731
2021-04-07,103236.88994753185,113010.28132224637,103236.88994753185,113010.28132224637
2021-04-08,103240.09282424417,113457.28089595395,103240.09282424417,113457.28089595395
2021-04-09,103000.55910023894,113725.4827716406,103000.55910023894,113725.4827716406
2021-04-12,103143.28285842582,114440.68422103483,103143.28285842582,114440.68422103483
2021-04-13,102902.86599403812,114440.68422103483,102902.86599403812,114440.68422103483
2021-04-14,104057.8509829681,114977.07731509763,104057.8509829681,114977.07731509763
2021-04-15,102962.75083088095,114708.87543941099,102962.75083088095,114708.87543941099
2021-04-16,103695.75013183767,115602.88524413663,103695.75013183767,115602.88524413663
2021-04-19,104135.54446958716,115424.0768888052,104135.54446958716,115424.0768888052
2021-04-20,102669.5458676737,114530.07774139005,102669.5458676737,114530.07774139005
2021-04-21,101936.54656671698,113814.87629199582,101936.54656671698,113814.87629199582
2021-04-22,102816.14398025686,114371.4254649573,102816.14398025686,114371.4254649573
2021-04-23,101640.71510288471,113737.63044997372,101640.71510288471,113737.63044997372
2021-04-26,102332.32615995775,113859.92574300531,102332.32615995775,113859.92574300531
2021-04-27,102714.1229230967,113863.43957862175,102714.1229230967,113863.43957862175
2021-04-28,102469.23059979896,113866.95341423819,102469.23059979896,113866.95341423819
2021-04-29,102468.86758178346,113870.46724985463,102468.86758178346,113870.46724985463
2021-04-30,102472.03936260537,113873.98108547107,102472.03936260537,113873.98108547107
2021-05-06,102496.17004753687,113900.7140991697,102496.17004753687,113900.7140991697
2021-05-07,102499.34182835878,113904.22793478613,102499.34182835878,113904.22793478613
2021-05-10,102510.89717082454,113917.02944163544,102510.89717082454,113917.02944163544
2021-05-11,102514.06895164645,113920.54327725188,102514.06895164645,113920.54327725188
2021-05-12,102517.24073246836,113924.05711286832,102517.24073246836,113924.05711286832
2021-05-13,102520.41251329027,113927.57094848476,102520.41251329027,113927.57094848476
2021-05-14,102523.58429411218,113931.0847841012,102523.58429411218,113931.0847841012
2021-05-17,102535.13963657794,113943.88629095051,102535.13963657794,113943.88629095051
2021-05-18,102538.31141739985,113947.40012656695,102538.31141739985,113947.40012656695
2021-05-19,102541.48319822176,113950.91396218339,102541.48319822176,113950.91396218339
2021-05-20,102544.65497904367,113954.42779779983,102544.65497904367,113954.42779779983
2021-05-21,102547.82675986558,113957.94163341627,102547.82675986558,113957.94163341627
2021-05-24,102559.38210233134,113970.74314026558,102559.38210233134,113970.74314026558
2021-05-25,102562.55388315325,113974.25697588202,102562.55388315325,113974.25697588202
2021-05-26,102565.72566397516,113977.77081149846,102565.72566397516,113977.77081149846
2021-05-27,102568.89744479707,113981.2846471149,102568.89744479707,113981.2846471149
2021-05-28,102572.06922561898,113984.79848273133,102572.06922561898,113984.79848273133
2021-05-31,102583.62456808474,113997.59998958065,102583.62456808474,113997.59998958065
2021-06-01,102586.79634890665,114001.11382519708,102586.79634890665,114001.11382519708
2021-06-02,102589.96812972856,114004.62766081352,102589.96812972856,114004.62766081352
2021-06-03,102593.13991055047,114008.17259232038,102593.13991055047,114008.17259232038
2021-06-04,102596.31169137238,114011.71752382723,102596.31169137238,114011.71752382723
2021-06-07,102607.86703383813,114024.63231834778,102607.86703383813,114024.63231834778
2021-06-08,101182.95450565509,112441.41690651578,101182.95450565509,112441.41690651578
2021-06-09,102138.75169512919,113503.41378370923,102138.75169512919,113503.41378370923
