date,etfwin 策略,ye 策略
2019-01-23,96675.40100770746,93834.16016596636
2019-01-24,98300.40243821894,93837.05208377457
2019-01-25,98175.40404754435,93839.94400158279
2019-01-28,97550.3971930102,93733.94731142982
2019-01-29,96800.39939838205,94083.33812410972
2019-01-30,95550.40059047495,93762.64077532201
2019-01-31,96160.10810626035,94518.03684893351
2019-02-01,96689.70917952542,95734.17919044603
2019-02-11,97748.91132605558,96587.678376485
2019-02-12,97881.3096214581,97668.77463226426
2019-02-13,98940.51176798824,99432.67566328157
2019-02-14,98808.11347258574,99717.17539196124
2019-02-15,97086.91195738797,97498.08022146333
2019-02-18,98543.3089901257,100912.07696561921
2019-02-19,98344.70760119443,100684.4798958789
2019-02-20,98278.51239932065,100855.17430667985
2019-02-21,98940.51176798824,99830.97392683137
2019-02-22,99470.11284125333,101424.17376403917
2019-02-25,100226.13779799585,106303.47398277231
2019-02-26,100371.16454394703,105722.19282247082
2019-02-27,100265.36273899917,105533.68834572921
2019-02-28,100070.80187005406,105501.28658079478
2019-03-01,100525.02554162388,105504.55164928794
2019-03-04,101883.82217548732,105516.44685476739
2019-03-05,103542.65658220416,105519.71192326055
2019-03-06,105382.54273170595,105522.9769917537
2019-03-07,106891.86927551392,105526.24206024686
2019-03-08,103196.83039689426,105529.50712874002
2019-03-11,106391.6185087574,105541.40233421947
2019-03-12,111746.62049478418,105544.66740271263
2019-03-13,107462.61890596275,105547.93247120579
2019-03-14,104011.62077850227,105551.19753969894
2019-03-15,103059.61884921913,105554.4626081921
2019-03-18,106034.61601203804,105566.35781367155
2019-03-19,107224.62197011833,105569.62288216471
2019-03-20,107819.62140268211,105572.88795065787
2019-03-21,111389.61799806479,105576.15301915102
2019-03-22,109842.61663621789,105579.41808764418
2019-03-25,106748.62100547676,105591.31329312363
2019-03-26,102940.62038129692,105594.57836161679
2019-03-27,102800.65565560703,105597.84343010995
2019-03-28,101333.79675246362,105601.1084986031
2019-03-29,103227.47075348978,105604.37356709626
2019-04-01,104945.61921346669,105616.26877257571
2019-04-02,104862.54773838197,105619.53384106887
2019-04-03,104887.76586364661,105622.79890956203
2019-04-04,105001.64213131402,105626.06397805519
2019-04-08,104995.31049127076,105642.27425202778
2019-04-09,104987.56438800608,105645.53932052094
2019-04-10,104953.45734617328,105648.8043890141
2019-04-11,105022.65853906011,105652.06945750726
2019-04-12,105001.25468840337,105655.33452600041
2019-04-15,104995.36260843015,105667.22973147986
2019-04-16,105005.76650821185,105670.49479997302
2019-04-17,104999.98404820329,105673.75986846618
2019-04-18,104995.60537103956,105677.02493695934
2019-04-19,105009.83443482762,105680.2900054525
2019-04-22,105003.56050465709,105692.18521093194
2019-04-23,105039.4866600073,105695.4502794251
2019-04-24,105183.30461961633,105698.71534791826
2019-04-25,105222.21783000893,105701.98041641142
2019-04-26,105331.62921306914,105705.24548490458
2019-04-29,105419.32955339081,105717.14069038403
2019-04-30,105365.1073053009,105720.40575887718
2019-05-06,105061.19095280982,105745.24616983609
2019-05-07,105181.99135788745,105748.51123832924
2019-05-08,104970.27354737557,105751.7763068224
2019-05-09,104936.431620133,105755.04137531556
2019-05-10,104958.89361597128,105758.30644380872
2019-05-13,104863.25153070486,105770.20164928817
2019-05-14,104524.33030462301,105773.46671778132
2019-05-15,104110.9064695222,105776.73178627448
2019-05-16,104614.10924831906,105779.99685476764
2019-05-17,104618.76178520032,105783.2619232608
2019-05-20,103934.78974032769,105364.61944188886
2019-05-21,103786.09657690891,104907.4185153466
2019-05-22,103821.22618661352,105136.02238502319
2019-05-23,103918.7089399893,104335.91906037147
2019-05-24,104368.96020549991,103764.41960539635
2019-05-27,104420.62766756394,103453.49327637925
2019-05-28,104256.4436391569,103456.69615309157
2019-05-29,104437.7223182658,103459.8990298039
2019-05-30,103900.01295697488,103463.10190651623
2019-05-31,104931.0306180338,103466.30478322855
2019-06-03,106106.81588467695,103477.97341336554
2019-06-04,107117.86030897238,103481.17629007787
2019-06-05,107857.24796983578,103484.3791667902
2019-06-06,107827.32526156495,103487.58204350252
2019-06-10,107585.10372150251,103503.48355035184
2019-06-11,107016.76035992929,103506.68642706417
2019-06-12,108251.2094554598,103509.8893037765
2019-06-13,108422.67424908705,102980.74229258526
2019-06-14,110033.826481343,103426.33655566206
2019-06-17,108623.07321178027,103649.14032715786
2019-06-18,109374.65352748938,103426.33655566206
2019-06-19,108834.2784167535,104317.53836173045
2019-06-20,111183.70637595216,104449.07608552126
2019-06-21,112093.70984732667,104452.310058124
2019-06-24,112894.51255499879,104464.09197593221
2019-06-25,115260.50595938721,104467.32594853496
2019-06-26,113149.31144415894,104470.5599211377
2019-06-27,112858.10651480714,104473.79389374044
2019-06-28,113185.70880591431,104477.02786634318
2019-07-01,110455.70707022706,104488.8097841514
2019-07-02,110612.64130867677,104179.51298902529
2019-07-03,110960.93682445248,104507.70876358052
2019-07-04,111146.55165299171,105382.910537224
2019-07-05,111360.15314682716,105164.1133541872
2019-07-08,110790.55199249976,104617.10735509891
2019-07-09,109793.75633820289,104194.36239542646
2019-07-10,109722.55301102393,104197.5963680292
2019-07-11,111609.35206040138,104200.83034063195
2019-07-12,110861.7553196787,104204.06431323469
2019-07-15,111288.9498196482,104215.8462310429
2019-07-16,111182.14907273048,104219.08020364564
2019-07-17,110576.95049866432,103695.53084979106
2019-07-18,111716.1528073191,102727.13049063733
2019-07-19,113211.35477646583,103803.12946448375
2019-07-22,112356.95728882545,103265.12997756053
2019-07-23,111538.15722092384,103695.53084979106
2019-07-24,111392.47095066533,104233.53033671426
2019-07-25,111967.4704023026,104771.52982363748
2019-07-26,111622.47484404076,104448.73397955945
2019-07-29,112197.47429567802,104986.73346648266
2019-07-30,112197.47429567802,104986.73346648266
2019-07-31,111934.13952590314,104879.12843833018
2019-08-01,110000.29273334434,103695.53084979106
2019-08-02,112473.94583863068,102606.3167599504
2019-08-05,112466.4191954093,102579.5240933261
2019-08-06,112442.10345256525,102582.695874148
2019-08-07,112847.49897719135,102585.86765496992
2019-08-08,113605.26034184745,102589.03943579183
2019-08-09,114168.03445681265,102592.21121661374
2019-08-12,113464.52953680685,102603.7665590795
2019-08-13,116245.02768381765,102606.9383399014
2019-08-14,113263.5281310909,102610.11012072332
2019-08-15,114536.53170927694,102613.28190154523
2019-08-16,114704.02755602529,102616.45368236714
2019-08-19,114134.52889784506,102628.00902483289
2019-08-20,113665.53094252279,101692.8119650937
2019-08-21,113766.03164538076,101431.21533308992
2019-08-22,114101.03132589986,101758.21502123841
2019-08-23,114000.5306230419,101823.61028109559
2019-08-26,118087.52992018392,100842.61121665008
2019-08-27,118154.5330510967,102608.41576968202
2019-08-28,118221.52819498708,102477.61745368013
2019-08-29,119595.03247603109,102019.8116532422
2019-08-30,117685.52710875204,102585.33212565871
2019-09-02,117283.53228434255,102596.88746812446
2019-09-03,117148.83956623137,102600.05924894637
2019-09-04,116347.33099895775,102603.23102976829
2019-09-05,116897.72391277611,102606.4028105902
2019-09-06,117723.3296867019,102609.5745914121
2019-09-09,118824.12371593773,104404.93048283037
2019-09-10,117172.92857128441,103842.43399950441
2019-09-11,116072.12634044945,102404.93388029512
2019-09-12,116484.92922741234,102904.93489357409
2019-09-16,115796.92988354027,103154.93167492327
2019-09-17,112356.9249625808,101154.935072388
2019-09-18,111668.92561870873,101092.43215176043
2019-09-19,113595.32542187035,102654.9306616443
2019-09-20,112081.72850567162,102404.93388029512
2019-09-23,111944.13027721703,101279.93346306261
2019-09-24,111668.92561870873,101842.42994638857
2019-09-25,109467.32935863793,100717.42952915606
2019-09-26,109343.30736810307,97592.43250938828
2019-09-27,109594.36737707714,97315.59013503799
2019-09-30,109035.74136444667,97118.59267133483
2019-10-08,107992.81432575801,96232.09234255561
2019-10-09,107976.02625042015,95050.08994716415
2019-10-10,108093.17384575414,94877.3716037146
2019-10-11,108128.1820763831,94968.38448699703
2019-10-14,108410.37015696334,94979.03352809293
2019-10-15,108337.68334034728,94981.95654179156
2019-10-16,108345.36777965355,94984.87955549019
2019-10-17,108300.91509850312,94987.80256918882
2019-10-18,108101.66188310433,94990.72558288745
2019-10-21,108227.25607982445,95001.37462398334
2019-10-22,108227.72621433067,95004.32873357239
2019-10-23,107703.40613931368,95007.28284316143
2019-10-24,107805.84260760187,95010.23695275048
2019-10-25,107815.51295864939,95013.19106233952
2019-10-28,107809.05195868372,95023.95339110665
2019-10-29,107803.4404086715,95026.9075006957
2019-10-30,107796.60653003633,95029.86161028474
2019-10-31,107793.1936344999,95032.81571987379
2019-11-01,107788.10438934027,95835.98247492044
2019-11-04,107783.46720626412,96366.07916080681
2019-11-05,107782.97041638789,97249.5853396627
