date,symbol,name,category,close,change_1d,trailing_amount_20d,listed_sessions,roc20,roc60,momentum_score,selection_score,ma120,ma120_bias,above_ma120,rank,rank_5d_ago,rank_20d_ago,dual_rank_decline,pool_role,pool_eligible,base_entry_pass,technical_entry_pass,final_entry_pass,normal_entry,confirmed_normal_entry,weak_edge_confirmed,historical_fallback,emerging_entry,quality_extension,r2_20,efficiency20,category_breadth,sentiment_matched_count,sentiment_hot_score,sentiment_count_acceleration,sentiment_positive_dde_share,soft_exit_confirmation,hot_exit_protection,missing_data_soft_exit_protection,target_weight
2026-08-18,516970.SH,基建ETF广发,基建公用,1.121000051498413,-0.0044404929166287355,40239764.0,1243,0.03508781971591857,-0.05080435484356127,-0.04111871254942334,-10.041118712549423,1.17742500603199,-0.04792233411428315,False,30.0,30.0,31.0,False,core,True,False,False,False,False,False,False,False,False,False,0.769737495179285,0.2378816566180988,0.6666666666666666,2.0,0.6543195413758724,0.0,0.0,True,False,False,0.0
2026-08-18,512100.SH,中证1000ETF南方,宽基,3.2130000591278076,-0.0037208824370889015,4747778304.0,2378,0.0954653811843933,-0.09211640916696862,-0.04270923256605963,-10.04270923256606,3.2729000012079874,-0.01830179414527533,False,31.0,38.0,36.0,False,core,True,False,False,False,False,False,False,False,False,False,0.8047110321438431,0.296149853673697,0.75,0.0,0.4548882519109338,0.0,,True,False,False,0.0
2026-08-18,513130.SH,恒生科技ETF华泰柏瑞,港股与亚洲,0.5910000205039978,-0.010050221655395708,2651949696.0,1266,-0.016638918936395353,-0.024752451388527552,-0.05376759601918668,-10.053767596019187,0.6058083340525627,-0.024443892096208897,False,32.0,19.0,16.0,True,core,True,False,False,False,False,False,False,False,False,False,0.12469635098563459,0.06794470523565618,0.6,0.0,0.3652272349617813,-0.1666666666666666,,True,False,False,0.0
2026-08-18,159996.SZ,家电ETF国泰,消费农业,1.4429999589920044,0.00487463059440052,59092322.0,1560,0.02704625507190994,-0.06480883017133843,-0.0701669901850977,-10.070166990185097,1.4694666643937428,-0.018011096163694118,False,33.0,32.0,25.0,True,core,True,False,False,False,False,False,False,False,False,False,0.7415914548359077,0.1954138433028021,1.0,2.0,0.6923068295114656,0.0714285714285714,0.0,True,False,False,0.0
2026-08-18,159869.SZ,游戏ETF华夏,科技数字,1.1089999675750732,-0.013345183557389895,735388384.0,1324,0.015567728779218415,-0.06255283425383795,-0.07826152260153851,-10.078261522601538,1.2148249988754591,-0.08711133817491912,False,34.0,27.0,30.0,True,core,True,False,False,False,False,False,False,False,False,False,0.5802666452539192,0.037676607021441,0.4,1.0,0.2637022266533732,-0.1666666666666666,0.0,True,False,False,0.0
2026-08-18,512200.SH,房地产ETF南方,金融地产,1.2330000400543213,0.0,95321668.0,2158,0.07779718749452957,-0.10781471253136377,-0.08392488130251607,-10.083924881302517,1.3224500010410944,-0.06763957874880255,False,35.0,36.0,34.0,False,core,True,False,False,False,False,False,False,False,False,False,0.831267298764584,0.320717720791447,0.75,2.0,0.6852941176470588,-0.25,0.0,True,False,False,0.0
2026-08-18,512980.SH,传媒ETF广发,科技数字,0.8379999995231628,-0.016431923240410762,326557920.0,2080,0.04619226032570478,-0.10085835166932977,-0.10509526717828988,-10.10509526717829,0.9291416679819425,-0.09809232714397109,False,36.0,26.0,36.0,False,challenger,True,False,False,False,False,False,False,False,False,False,0.5975553078305319,0.13351649862768786,0.4,1.0,0.2562022266533732,-0.0909090909090909,0.0,True,False,False,0.0
2026-08-18,515210.SH,钢铁ETF国泰,周期资源,1.1749999523162842,0.004273500354724069,96883424.0,1570,0.04723705373279152,-0.10578390948585703,-0.11143881049599402,-10.111438810495994,1.3319833318392436,-0.11785686484994662,False,36.0,37.0,39.0,False,core,True,False,False,False,False,False,False,False,False,False,0.20792193370904063,0.20969928840225577,1.0,0.0,0.226011133266866,-0.1666666666666666,,True,False,False,0.0
2026-08-18,159766.SZ,旅游ETF富国,消费农业,0.5580000281333923,-0.005347524834737882,167695368.0,1229,0.018248267277679586,-0.08823523109850973,-0.114104579370085,-10.114104579370085,0.6258083338538806,-0.10835315231887077,False,37.0,23.0,33.0,True,core,True,False,False,False,False,False,False,False,False,False,0.11066756899760063,0.08532904739752402,1.0,0.0,0.2377484214024592,0.0,,True,False,False,0.0
2026-08-18,561380.SH,电网设备ETF广发,基建公用,0.7799999713897705,-0.002557588033277658,102096608.0,401,0.09243695514758743,-0.14567362324040634,-0.12607347971302207,-10.126073479713021,0.8348333373665809,-0.06568181159341113,False,38.0,43.0,44.0,False,challenger,True,False,False,False,False,False,False,False,False,False,0.7258322923489738,0.23583954361523993,0.6666666666666666,1.0,0.5049310402126953,-0.4117647058823529,0.0,True,False,False,0.0
2026-08-18,563380.SH,航空航天ETF华泰柏瑞,高端制造,0.9660000205039978,-0.0041237195755167155,41479714.0,190,0.08053694317910498,-0.14513272161033397,-0.13716213923639597,-10.137162139236397,1.084883334239324,-0.10958165729283909,False,38.0,43.0,43.0,False,core,True,False,False,False,False,False,False,False,False,False,0.8581523668023651,0.2756738501176223,1.0,2.0,0.234573778664008,-0.3181818181818182,0.0,True,False,False,0.0
2026-08-18,560280.SH,工程机械ETF华泰柏瑞,高端制造,1.559000015258789,-0.0012812134940638487,156279152.0,681,0.0290429240787895,-0.11771361030097816,-0.14752749137267773,-10.147527491372678,1.653950000802676,-0.0574080144489294,False,39.0,31.0,29.0,True,challenger,True,False,False,False,False,False,False,False,False,False,0.22720944590278938,0.12357863661863958,1.0,1.0,0.4928547690262545,0.4285714285714286,0.0,True,False,False,0.0
2026-08-18,512660.SH,军工ETF国泰,高端制造,1.1690000295639038,-0.0025597447537997198,291245504.0,2435,0.07247705850102748,-0.150436053878092,-0.15317702231611052,-10.153177022316111,1.3004750023285547,-0.10109765472557297,False,39.0,42.0,41.0,False,core,True,False,False,False,False,False,False,False,False,False,0.8085111854405119,0.2608575295811353,1.0,2.0,0.234573778664008,-0.3181818181818182,0.0,True,False,False,0.0
2026-08-18,159755.SZ,电池ETF广发,高端制造,0.9869999885559082,-0.013000011444091797,396871296.0,1250,0.05448717907897338,-0.1394943093931208,-0.15475428501070781,-10.154754285010707,1.0839666619896888,-0.0894554019362479,False,40.0,40.0,42.0,False,core,True,False,False,False,False,False,False,False,False,False,0.8363123946915254,0.1839345486036722,1.0,1.0,0.15821493851778,-0.375,0.0,True,False,False,0.0
2026-08-18,562500.SH,机器人ETF华夏,科技数字,1.0369999408721924,0.013685179803266223,679116800.0,1123,0.060327153932410615,-0.14720396857148932,-0.16047879892482336,-10.160478798924823,1.049108328918616,-0.011541599387457468,False,41.0,41.0,29.0,False,core,True,False,False,False,False,False,False,False,False,False,0.6659770432706879,0.17121369348914767,0.4,11.0,0.4258050847457627,0.0344827586206897,0.0,True,False,False,0.0
2026-08-18,159745.SZ,建材ETF国泰,基建公用,0.5389999747276306,0.0055969427266100436,47284304.0,1254,0.042553103182553675,-0.13897765844576415,-0.16591338448609255,-10.165913384486092,0.6099166651566823,-0.11627275409966675,False,42.0,35.0,37.0,True,core,True,False,False,False,False,False,False,False,False,False,0.4803750055942706,0.18154018956034426,0.6666666666666666,2.0,0.4607178464606181,0.6666666666666665,0.0,True,False,False,0.0
2026-08-18,159851.SZ,金融科技ETF华宝,金融地产,0.6230000257492065,-0.012678220018225272,242424488.0,1314,0.02635919703606815,-0.13711908132896888,-0.17931942495738518,-10.179319424957384,0.6905000021060308,-0.09775521528015751,False,43.0,29.0,38.0,True,core,True,False,False,False,False,False,False,False,False,False,0.48599509147960135,0.0969362907744393,0.75,0.0,0.2194857095380525,-0.1666666666666666,,True,False,False,0.0
2026-08-18,159611.SZ,电力ETF广发,基建公用,1.037999987602234,-0.007648199027999625,569647104.0,1117,-0.03261879600612183,-0.11357815181827235,-0.20298602373353036,-10.20298602373353,1.109716667731603,-0.06462611783237127,False,44.0,28.0,21.0,True,core,True,False,False,False,False,False,False,False,False,False,0.37529954304826696,0.17430840574715178,0.6666666666666666,0.0,0.1262441841143237,-0.7058823529411764,,True,False,False,0.0
2026-08-18,515790.SH,光伏ETF华泰柏瑞,高端制造,0.8899999856948853,0.004514681949674637,218569816.0,1373,0.09202452551960083,-0.20747999529107375,-0.2191954674170098,-10.21919546741701,1.015650001168251,-0.12371389290487556,False,45.0,44.0,45.0,False,core,True,False,False,False,False,False,False,False,False,False,0.7646507826249597,0.30282745978125125,1.0,4.0,0.2876159022931206,0.0416666666666667,0.0,True,False,False,0.0
